date,Open,High,Low,Close,Volume,aVWAP_OB_bull_416,aVWAP_OB_bull_396,aVWAP_OB_bull_377,aVWAP_OB_bull_347,aVWAP_OB_bull_301,aVWAP_OB_bear_391,aVWAP_OB_bear_83,aVWAP_OB_bear_53,aVWAP_OB_bear_43,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,34.14,34.23,33.95,33.99,43259.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,43259.0,False,False,False,False
2023-11-10 17:00:00+00:00,34.18,34.425,34.115,34.37,38665.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38665.0,599.4573643410853,False,False,False,False,43187.77519379845,False,False,False,False
2023-11-13 17:00:00+00:00,34.22,34.245,34.08,34.085,36387.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,84.74576271186442,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2278.0,625.4812811730064,False,False,False,False,43082.336818700795,False,False,False,False
2023-11-14 17:00:00+00:00,34.25,34.395,34.115,34.31,41454.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,78.98455588597727,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43732.0,1293.7994008447426,False,False,False,False,43057.09128662791,False,False,False,False
2023-11-15 17:00:00+00:00,34.56,34.57,34.35,34.365,38528.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,75.94223920119909,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82260.0,2549.0893326145915,False,False,False,False,42986.872817067786,False,False,False,False
2023-11-16 17:00:00+00:00,34.37,34.635,34.37,34.435,38211.0,,,,,,,,,,34.480000000000004,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,74.87215039528805,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,120471.0,4377.336009628319,False,False,False,False,42912.82827726828,False,False,False,False
2023-11-17 17:00:00+00:00,34.295,34.47,34.025,34.185,53983.0,,,,,,,,,,34.27916531083007,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,67.44297688331113,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,66488.0,5340.292040486795,False,False,False,False,43084.45884661296,False,False,False,False
2023-11-20 17:00:00+00:00,34.45,34.5,34.1,34.11,32047.0,,,,,,,,,,34.26877595280937,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,60.99158376627491,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34441.0,5791.465807300952,False,False,False,False,42913.33545364221,False,False,False,False
2023-11-21 17:00:00+00:00,34.23,34.335,34.185,34.285,30122.0,,,,,,,,,,34.26990741383752,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.86231427515444,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64563.0,6702.652383931945,False,False,False,False,42715.02017529117,False,False,False,False
2023-11-22 17:00:00+00:00,34.57,34.76,34.395,34.725,41607.0,,,,,,,,,,34.355588226779325,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,63.9346854798463,-3.389830508474546,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,106170.0,8244.7818043361,False,False,False,False,42697.84156792231,False,False,False,False
