date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_54,aVWAP_OB_bull_171,aVWAP_OB_bull_126,aVWAP_OB_bull_95,aVWAP_OB_bull_64,aVWAP_OB_bull_38,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,192.0017620406,193.6004169846,187.839952714,190.3882258914,161038,,,,,,,#000000,1.0,189.24765,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,161038.0,False,False,False,False
2022-01-07 00:00:00+00:00,172.0754835858,194.5405790488,170.97118272,193.9170888254,348942,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-348942,-25847.555555555555,False,False,False,False,174956.81481481483,False,False,False,False
2022-01-14 00:00:00+00:00,161.6774648139,171.7236709206,160.1236255426,170.111196205,402959,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-751901,-79629.29218106995,False,False,False,False,191845.86556927298,False,False,False,False
2022-01-21 00:00:00+00:00,151.562850689,162.855059985,151.2892186161,159.087732695,306879,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1058780,-152158.97424173143,False,False,False,False,200366.83849006757,False,False,False,False
2022-01-28 00:00:00+00:00,150.8299076365,159.8890837658,146.7449716904,149.813559937,756009,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1814789,-275316.7539275291,False,False,False,False,241525.51712043292,False,False,False,False
2022-02-04 00:00:00+00:00,152.5791983885,157.0257195739,150.4976401193,151.2208105978,503547,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4354136640286501,-48.64308552072292,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1311242,-352051.95734030474,False,False,False,False,260934.51585225272,False,False,False,False
2022-02-11 00:00:00+00:00,148.8167573855,158.3156993463,147.9665434446,153.5173654958,368206,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311767419300945,-47.87353175000575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1679448,-450377.5901299118,False,False,False,False,268880.55171504884,False,False,False,False
2022-02-18 00:00:00+00:00,134.9299296836,150.2924160646,133.2392743758,149.0122088662,630054,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.563438823026111,-47.71449706482641,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2309502,-588090.5093795479,False,False,False,False,295634.14047689707,False,False,False,False
2022-02-25 00:00:00+00:00,141.702323489,141.8489120995,131.2945321431,134.8615216654,508060,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3932224212586934,-44.16073699651112,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1801442,-677968.3975736555,False,False,False,False,311369.3893304602,False,False,False,False
2022-03-04 00:00:00+00:00,137.9203373379,141.1061964729,136.6889930097,140.5784774751,396272,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79492175674115,-42.09305549262814,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2197714,-790542.1459015328,False,False,False,False,317658.47160227795,False,False,False,False
