date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_123,Gap_Up_aVWAP_108,Gap_Down_aVWAP_105,Gap_Down_aVWAP_35,Gap_Down_aVWAP_34,Gap_Down_aVWAP_24,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bull_41,aVWAP_OB_bear_164,aVWAP_OB_bear_33,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,72.1777493204,73.619594479,72.1728171248,72.5476639848,611526,,,,,,,,,,,,,#000000,1.0,70.463196,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,611526.0,False,False,False,False
2022-01-07 00:00:00+00:00,68.4473654379,72.827089302,68.1136202073,72.389833728,780408,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-780408,-57808.0,False,False,False,False,624035.7777777778,False,False,False,False
2022-01-14 00:00:00+00:00,68.2204844437,70.3488418976,66.2739112763,67.5036720274,832974,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1613382,-173035.7037037037,False,False,False,False,639512.683127572,False,False,False,False
2022-01-21 00:00:00+00:00,62.7013576507,67.5464177219,62.6816288686,67.1617064709,1562652,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3176034,-395480.02194787376,False,False,False,False,707893.3732662703,False,False,False,False
2022-01-28 00:00:00+00:00,63.248831354,63.7447142921,59.5712219637,61.2808853393,1514256,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,62.188255869933336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7517851627004168,-48.344015588384764,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1661778,-489279.8721739572,False,False,False,False,767623.9382095095,False,False,False,False
2022-02-04 00:00:00+00:00,64.3980329115,67.0696388211,62.9972893822,63.4477632402,1129920,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,63.313570100802686,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.253156986437208,-44.16066309957246,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-531858,-492433.80756847886,False,False,False,False,794460.6835273235,False,False,False,False
2022-02-11 00:00:00+00:00,62.5172223511,66.1785554962,62.2196465544,64.4999649523,1242336,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,63.41742692797471,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.591810058806612,-42.186922731555924,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1774194,-587379.0070078508,False,False,False,False,827636.6328956699,False,False,False,False
2022-02-18 00:00:00+00:00,60.9553604346,64.2188298074,60.6183270737,62.3182904649,1313394,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,63.0419440775421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.705789450238054,-41.40108267751413,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3087588,-772579.6731554174,False,False,False,False,863618.6600885831,False,False,False,False
2022-02-25 00:00:00+00:00,62.0503078413,62.0503078413,56.8271127798,60.3371919288,1815720,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,62.334691392479954,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.801802934468295,-38.70831923389556,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1271868,-809563.9936624235,False,False,False,False,934144.6852672066,False,False,False,False
2022-03-04 00:00:00+00:00,59.6006507303,62.3774768112,59.2027869579,61.4009020971,863340,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,62.121999918478636,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95277309317688,-37.905435409203974,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2135208,-907759.8459837254,False,False,False,False,928899.8937659321,False,False,False,False
2022-03-11 00:00:00+00:00,57.5652980434,59.5924304044,56.180995166,59.5020068198,18535578,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,59.074839068369805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.108596426147997,-37.905435409203974,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20670786,-2371687.7092441902,False,False,False,False,2233098.272005493,False,False,False,False
2022-03-18 00:00:00+00:00,62.7473914756,62.8000015612,56.1267410152,57.4978913713,1553118,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,52.159832,,59.85762503513713,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.920885161430235,-31.711319563581025,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19117668,-3612130.693744621,False,False,False,False,2182729.362968049,False,False,False,False
2022-03-25 00:00:00+00:00,63.7954252259,64.1490675212,61.7297151322,62.5172223511,1166604,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,60.51099018106376,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78141259430339,-26.53441576932338,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17951064,-4674273.90161539,False,False,False,False,2107460.8175630085,False,False,False,False
