date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_150,Gap_Up_aVWAP_138,Gap_Up_aVWAP_120,Gap_Up_aVWAP_102,Gap_Up_aVWAP_90,Gap_Up_aVWAP_78,Gap_Up_aVWAP_60,Gap_Up_aVWAP_54,Gap_Down_aVWAP_132,Gap_Down_aVWAP_114,Gap_Down_aVWAP_108,Gap_Down_aVWAP_30,Gap_Down_aVWAP_6,aVWAP_OB_bear_107,aVWAP_OB_bear_2,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,6.445,6.485,6.305,6.305,22901.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,22901.0,False,False,False,False
2025-04-03 15:00:00+00:00,6.305,6.435,6.285,6.395,80106.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,80106.0,1241.953488372093,False,False,False,False,23787.8992248062,False,False,False,False
2025-04-03 16:00:00+00:00,6.395,6.435,6.375,6.385,53686.0,,,,,,,,,,,,,,,6.398333333333333,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,-1.0,6.435,6.375,0.0,0.0,0.0,0.0,0.0,96.29629629629636,37.037037037037265,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,26420.0,1632.31079862989,False,False,False,False,24251.43567093323,False,False,False,False
2025-04-03 17:00:00+00:00,6.385,6.405,6.335,6.385,30556.0,,,,,,,,,,,,,,,6.389869938193933,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.82716049382728,37.037037037037265,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,26420.0,2016.6160575658605,False,False,False,False,24349.180854329614,False,False,False,False
2025-04-03 18:00:00+00:00,6.385,6.385,6.255,6.295,99475.0,,,,,,,,,,,,,,,6.347526167964859,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,6.335,6.315,0.0,75.6293458209168,36.140485312899045,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-73055.0,852.7150334175524,False,False,False,False,25513.92223643303,False,False,False,False
2025-04-03 19:00:00+00:00,6.295,6.315,6.25,6.265,264676.0,,,,,,,,,,,,,,,6.305699445947343,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.23237241259292,23.64297936035011,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-337731.0,-4396.644889581169,False,False,False,False,29221.86142656585,False,False,False,False
2025-04-04 14:00:00+00:00,5.645,5.655,5.415,5.54,110200.0,,,,,,,,,,,,,5.536666666666666,,6.153983595092193,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.71561394416523,7.69713163255085,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-447931.0,-11273.146519200065,False,False,False,False,30477.33644320824,False,False,False,False
2025-04-04 15:00:00+00:00,5.54,5.67,5.495,5.505,148446.0,,,,,,,,,,,,,5.548145367284499,,6.028574234707467,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.289899185093194,-2.4398894841472014,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-596377.0,-20344.5240925458,False,False,False,False,32306.307971220514,False,False,False,False
2025-04-04 16:00:00+00:00,5.505,5.53,5.435,5.475,231819.0,,,,,,,,,,,,,5.515936359713061,,5.893122515154936,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.934113972060622,-9.186140697987554,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-828196.0,-32869.3531763823,False,False,False,False,35399.52800267446,False,False,False,False
2025-04-04 17:00:00+00:00,5.475,5.555,5.405,5.545,78262.0,,,,,,,,,,,,,5.513972720362024,,5.863002059737297,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.345437334726423,-11.241037725303386,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-749934.0,-43986.63452248489,False,False,False,False,36064.0624522454,False,False,False,False
