date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_404,Gap_Up_aVWAP_282,Gap_Up_aVWAP_270,Gap_Up_aVWAP_204,Gap_Down_aVWAP_132,Gap_Down_aVWAP_4,aVWAP_OB_bull_803,aVWAP_OB_bull_688,aVWAP_OB_bull_478,aVWAP_OB_bull_269,aVWAP_OB_bull_198,aVWAP_OB_bear_477,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-06 15:00:00+00:00,30.8,30.8,30.8,30.8,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,30.8475,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-03-06 16:00:00+00:00,30.8,30.8,30.8,30.8,15.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.23255813953488372,False,False,False,False
2025-03-06 17:00:00+00:00,30.8,30.8,30.8,30.8,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.2289525869839553,False,False,False,False
2025-03-06 18:00:00+00:00,30.8,30.8,30.8,30.8,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.22540293447257614,False,False,False,False
2025-03-06 19:00:00+00:00,30.625,30.695,30.625,30.695,50.0,,,,,,30.671666666666667,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-50.0,-0.7751937984496124,False,False,False,False,0.9971021137830789,False,False,False,False
2025-03-06 20:00:00+00:00,30.695,30.795,30.695,30.795,6.0,,,,,,30.68130952380952,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137931034491,-75.86206896551737,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,-1.4453458325821766,False,False,False,False,1.0746664220965194,False,False,False,False
2025-03-07 15:00:00+00:00,30.795,30.795,30.795,30.795,0.0,,,,,,30.68130952380952,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.735632183908187,-63.79310344827593,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,-2.1051079126971817,False,False,False,False,1.0580049271802943,False,False,False,False
2025-03-07 16:00:00+00:00,30.795,30.795,30.795,30.795,0.0,,,,,,30.68130952380952,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39846743295037,-54.827586206896584,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,-2.7546411233530392,False,False,False,False,1.0416017500147083,False,False,False,False
2025-03-07 17:00:00+00:00,30.795,30.795,30.795,30.795,0.0,,,,,,30.68130952380952,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.50702426564516,-47.747126436781606,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,-3.394104051673147,False,False,False,False,1.025452885673395,False,False,False,False
2025-03-07 18:00:00+00:00,30.795,30.795,30.795,30.795,0.0,,,,,,30.68130952380952,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.912728820775015,-41.849808429118745,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,-4.0236528260658115,False,False,False,False,1.0095543913218696,False,False,False,False
2025-03-07 19:00:00+00:00,30.795,30.795,30.795,30.795,0.0,,,,,,30.68130952380952,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.18319852419492,-36.74125159642396,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,-4.643441154343861,False,False,False,False,0.9939023852548639,False,False,False,False
