date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_864,Gap_Up_aVWAP_852,Gap_Up_aVWAP_816,Gap_Up_aVWAP_810,Gap_Up_aVWAP_786,Gap_Up_aVWAP_756,Gap_Up_aVWAP_696,Gap_Up_aVWAP_660,Gap_Up_aVWAP_654,Gap_Down_aVWAP_804,Gap_Down_aVWAP_798,Gap_Down_aVWAP_792,Gap_Down_aVWAP_720,Gap_Down_aVWAP_714,Gap_Down_aVWAP_606,Gap_Down_aVWAP_534,Gap_Down_aVWAP_522,Gap_Down_aVWAP_504,Gap_Down_aVWAP_480,aVWAP_OB_bull_612,aVWAP_OB_bull_546,aVWAP_OB_bear_248,aVWAP_OB_bear_179,aVWAP_OB_bear_88,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,17.42,17.595,17.38,17.48,2847.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2847.0,False,False,False,False
2025-01-27 16:00:00+00:00,17.455,17.6,17.41,17.59,3092.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3092.0,47.93798449612403,False,False,False,False,2850.798449612403,False,False,False,False
2025-01-27 17:00:00+00:00,17.59,17.615,17.41,17.42,5707.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,78.83817427385897,-24.066390041493612,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2615.0,6.652124271377922,False,False,False,False,2895.080644192056,False,False,False,False
2025-01-27 18:00:00+00:00,17.42,17.44,17.36,17.39,4649.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,63.3679337781507,-24.066390041493612,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-7264.0,-106.07116447701554,False,False,False,False,2922.273192344117,False,False,False,False
2025-01-27 19:00:00+00:00,17.4,17.46,17.28,17.31,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,50.33724320842224,-24.066390041493612,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-11389.0,-281.00029370993,False,False,False,False,2940.9201195945957,False,False,False,False
2025-01-27 20:00:00+00:00,17.31,17.46,17.295,17.41,6277.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,48.2425563376929,-24.066390041493612,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5112.0,-355.8995139624892,False,False,False,False,2992.6422882830516,False,False,False,False
2025-01-28 15:00:00+00:00,17.34,17.7,17.34,17.68,4277.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,55.095934117094075,-24.066390041493612,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-835.0,-363.3274284746987,False,False,False,False,3012.55481094533,False,False,False,False
2025-01-28 16:00:00+00:00,17.68,17.735,17.54,17.575,3249.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,55.94593420297201,-24.066390041493612,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4084.0,-421.01227454485837,False,False,False,False,3016.220627829898,False,False,False,False
2025-01-28 17:00:00+00:00,17.575,17.59,17.44,17.475,2676.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,53.66832421594525,-24.066390041493612,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-6760.0,-519.2911540092791,False,False,False,False,3010.9458894139307,False,False,False,False
2025-01-28 18:00:00+00:00,17.475,17.55,17.42,17.42,8530.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,50.776328197826906,-24.066390041493612,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-15290.0,-748.2943919316158,False,False,False,False,3096.5126198106136,False,False,False,False
