date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_54,Gap_Up_aVWAP_40,aVWAP_OB_bear_158,aVWAP_OB_bear_115,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,14.2262412999,14.3204548184,13.3594769293,13.5573253182,100801,,,,,#000000,-1.0,12.048443,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,100801.0,False,False,False,False
2022-01-07 00:00:00+00:00,14.2262412999,14.7444156519,13.7174882997,14.4052469851,160791,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,105244.7037037037,False,False,False,False
2022-01-14 00:00:00+00:00,14.6219380777,14.8292078185,13.8399658738,14.3769829295,201006,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,201006,14889.333333333332,False,False,False,False,112338.1330589849,False,False,False,False
2022-01-21 00:00:00+00:00,13.444269096,14.9987921519,13.3784138465,14.8480505222,196280,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,78.2495214888009,-47.877153300395975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4726,14136.493827160493,False,False,False,False,118556.04912868972,False,False,False,False
2022-01-28 00:00:00+00:00,13.1710498922,13.957732772,12.7376677069,13.2558420589,212320,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.288816790366667,,0.0,0.0,0.0,0.0,61.62812146442698,-47.877153300395975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-207594,-2287.9871970736167,False,False,False,False,125501.52697100899,False,False,False,False
2022-02-04 00:00:00+00:00,13.8022804664,14.0095502072,13.0815470496,13.1710498922,130706,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.419249630718497,,0.0,0.0,0.0,0.0,56.208582073906065,-47.877153300395975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-76888,-7813.914071364459,False,False,False,False,125887.043491675,False,False,False,False
2022-02-11 00:00:00+00:00,14.2733480591,14.6125167259,13.5903000497,13.764595059,193497,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.685940173114963,,0.0,0.0,0.0,0.0,55.35686335972797,-47.877153300395975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,116609,1402.5980820699442,False,False,False,False,130895.18841821759,False,False,False,False
2022-02-18 00:00:00+00:00,14.7161515963,15.187219189,13.7740164109,14.2733480591,267707,,,,,"rgba(38, 166, 154, 0.5)",1.0,14.735063,,14.267865419393605,,0.0,0.0,0.0,0.0,56.84065279511178,-47.877153300395975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,384316,29766.55377969439,False,False,False,False,141029.39668353478,False,False,False,False
2022-02-25 00:00:00+00:00,13.8870726331,14.9893708001,13.31237017,14.9893708001,182603,,,,,#000000,0.0,0.0,,14.175249179801035,,0.0,0.0,0.0,0.0,53.765737572011254,-47.877153300395975,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,201713,42503.3275737911,False,False,False,False,144108.9228551248,False,False,False,False
2022-03-04 00:00:00+00:00,14.6918037341,14.7154544163,13.8117018183,13.9341793924,207273,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,14.21878570139725,,0.0,0.0,0.0,0.0,54.636333586956155,-47.877153300395975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,408986,69650.19219795472,False,False,False,False,148787.74338437483,False,False,False,False
2022-03-11 00:00:00+00:00,14.0012038162,15.0229132838,14.0012038162,14.6728831884,514151,,,,,#000000,0.0,0.0,,14.253638697680778,,0.0,0.0,0.0,0.0,52.74670000954576,-47.877153300395975,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-105165,56700.918701809926,False,False,False,False,175851.6883188656,False,False,False,False
2022-03-18 00:00:00+00:00,14.4742174586,14.6823434613,12.8281299829,14.1525681817,432152,,,,,#000000,0.0,0.0,,14.12435854995249,,0.0,0.0,0.0,0.0,52.91122791925508,-47.877153300395975,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,326987,76722.10990908326,False,False,False,False,194836.89659154223,False,False,False,False
2022-03-25 00:00:00+00:00,14.5498996414,14.947231101,14.010664089,14.3417736387,175838,,,,,#000000,0.0,0.0,,14.191011310024985,,0.0,0.0,0.0,0.0,53.25786221730155,-47.877153300395975,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,502825,108285.28695285486,False,False,False,False,193429.57091809466,False,False,False,False
2022-04-01 00:00:00+00:00,13.821458632,14.4742174586,13.5281901737,14.389075003,205275,,,,,#000000,0.0,0.0,,14.156735200797632,,0.0,0.0,0.0,0.0,51.178088399113804,-47.877153300395975,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,297550,122304.89532671747,False,False,False,False,194307.0101093469,False,False,False,False
