date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_189,Gap_Up_aVWAP_152,Gap_Down_aVWAP_78,aVWAP_OB_bull_166,aVWAP_OB_bear_76,aVWAP_OB_bear_31,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.6055319109,6.8395861912,6.4755017552,6.622869265,1089470,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1089470.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.258784829,6.8309175141,6.2501161519,6.5881945568,1545146,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1545146,-114455.25925925926,False,False,False,False,1123223.7777777778,False,False,False,False
2022-01-14 00:00:00+00:00,5.9987245175,6.5015077863,5.9380437782,6.2154414437,1422172,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2967318,-325778.42524005484,False,False,False,False,1145368.0905349795,False,False,False,False
2022-01-21 00:00:00+00:00,5.4872725716,6.0810769495,5.2618869684,6.0160618716,1159373,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4126691,-607327.5048519026,False,False,False,False,1146405.4912360923,False,False,False,False
2022-01-28 00:00:00+00:00,5.37457977,5.7560015601,5.1405254897,5.3399050618,1365916,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.423702273266667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5492607,-969200.0600480579,False,False,False,False,1162665.5289223075,False,False,False,False
2022-02-04 00:00:00+00:00,5.8947003929,5.9900558405,5.37457977,5.37457977,1655547,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.604195394228426,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.616049732908197,-40.90982798686022,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3837060,-1181634.1296741278,False,False,False,False,1199175.267520655,False,False,False,False
2022-02-11 00:00:00+00:00,6.1374233503,6.3541402765,5.8600256847,5.8947003929,1370224,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.764253782055019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.215016934690137,-32.23021259375204,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2466836,-1276834.268216785,False,False,False,False,1211845.5440006065,False,False,False,False
2022-02-18 00:00:00+00:00,6.4321583699,6.6835500043,6.085411288,6.1114173191,1438198,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.921180669029337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.632126402274253,-24.009398317310374,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1028638,-1258449.3594599862,False,False,False,False,1228612.3925931542,False,False,False,False
2022-02-25 00:00:00+00:00,6.1894354126,6.5188451404,5.6346400815,6.3628089535,1393008,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.9584270126118835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53646480137469,-20.247905606385665,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2421646,-1344612.0735740613,False,False,False,False,1240789.8449936614,False,False,False,False
2022-03-04 00:00:00+00:00,6.5015077863,6.7268933896,6.0594052568,6.094079965,1336513,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,6.761027,,6.230607833201159,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.27143699457126,-15.64242514739282,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1085133,-1325391.401457464,False,False,False,False,1247880.449068205,False,False,False,False
2022-03-11 00:00:00+00:00,6.3194655683,6.4928391093,5.7726454201,6.4668330781,1955420,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.176184414084419,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10220742982004,-13.754450483353253,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3040553,-1452440.408756911,False,False,False,False,1300290.7861742638,False,False,False,False
2022-03-18 00:00:00+00:00,6.3281342453,6.6806644199,5.6519774356,6.3021282142,2060658,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.175684637214316,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.185144477551475,-12.415741787858344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-979895,-1417437.045145288,False,False,False,False,1356614.2834946886,False,False,False,False
2022-03-25 00:00:00+00:00,5.9103207051,6.5370410155,5.8493895638,6.3281342453,1835963,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.155389373346844,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15860543021217,-12.415741787858344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2815858,-1521023.7825419335,False,False,False,False,1392121.5958284154,False,False,False,False
2022-04-01 00:00:00+00:00,5.9799562951,6.2846120016,5.9103207051,5.9712518464,1821332,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.137166727449871,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.94874410080911,-12.415741787858344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-994526,-1482023.9467980866,False,False,False,False,1423914.9591003847,False,False,False,False
2022-04-08 00:00:00+00:00,5.771049525,6.162749719,5.7536406275,5.9625473976,876464,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.119329217007205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.70581900728834,-12.415741787858344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1870990,-1510836.2470352654,False,False,False,False,1383363.03620406,False,False,False,False
2022-04-15 00:00:00+00:00,5.8145717688,5.9451385001,5.6665961399,5.7971628712,834988,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.099335498433634,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.16416457201416,-12.415741787858344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1036002,-1475663.339847468,False,False,False,False,1342742.6631519075,False,False,False,False
2022-04-22 00:00:00+00:00,5.5273249598,5.9451385001,5.3575882091,5.7623450762,1166555,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.05973436555601,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38456313895683,-12.415741787858344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2202557,-1529507.3146735816,False,False,False,False,1329691.7251406552,False,False,False,False
2022-04-29 00:00:00+00:00,5.4576893698,5.5621427548,5.2139648046,5.4228715748,1173266,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.011477010849648,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80575519150052,-12.415741787858344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3375823,-1666271.4395125755,False,False,False,False,1318104.6343894955,False,False,False,False
2022-05-06 00:00:00+00:00,5.1530336633,5.5969605499,4.9789446882,5.4402804723,3156208,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.884611638848124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.45676567016972,-6.899530590489952,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6532031,-2026698.073622755,False,False,False,False,1454260.4392495328,False,False,False,False
