date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_875,Gap_Up_aVWAP_864,Gap_Up_aVWAP_846,Gap_Up_aVWAP_840,Gap_Up_aVWAP_816,Gap_Up_aVWAP_798,Gap_Up_aVWAP_750,Gap_Up_aVWAP_648,Gap_Up_aVWAP_618,Gap_Up_aVWAP_588,Gap_Down_aVWAP_882,Gap_Down_aVWAP_876,Gap_Down_aVWAP_774,Gap_Down_aVWAP_762,Gap_Down_aVWAP_726,Gap_Down_aVWAP_612,aVWAP_OB_bull_789,aVWAP_OB_bull_614,aVWAP_OB_bull_508,aVWAP_OB_bull_424,aVWAP_OB_bull_370,aVWAP_OB_bull_290,aVWAP_OB_bull_244,aVWAP_OB_bull_130,aVWAP_OB_bear_7,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,22.64,22.64,22.64,22.64,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,25.0,False,False,False,False
2025-04-11 15:00:00+00:00,22.64,22.64,22.64,22.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,24.612403100775193,False,False,False,False
2025-04-11 16:00:00+00:00,22.64,22.85,22.64,22.85,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,129.0,2.0,False,False,False,False,26.230815455801935,False,False,False,False
2025-04-11 17:00:00+00:00,22.85,23.05,22.85,23.05,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,204.0,5.131782945736434,False,False,False,False,26.986926844084074,False,False,False,False
2025-04-11 18:00:00+00:00,23.05,23.05,23.01,23.01,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.52509652509659,46.87258687258692,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34.0,5.579352202391683,False,False,False,False,29.20418379223781,False,False,False,False
2025-04-11 19:00:00+00:00,23.01,23.01,23.01,23.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.20849420849433,44.996138996139095,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34.0,6.019982400804215,False,False,False,False,28.7514057489473,False,False,False,False
2025-04-14 14:00:00+00:00,23.01,23.345,23.01,23.345,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4881938447823,44.996138996139095,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,34.0,6.453781123272367,False,False,False,False,28.305647520281447,False,False,False,False
2025-04-14 15:00:00+00:00,23.345,23.345,23.165,23.165,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,-1.0,23.345,23.165,49.0,0.0,0.0,0.0,0.0,87.04302434072787,38.988741109387234,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34.0,6.880854284151865,False,False,False,False,27.86680027190499,False,False,False,False
2025-04-14 16:00:00+00:00,23.135,23.215,23.13,23.185,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35090083514314,35.25114302261797,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34.0,7.301306155715402,False,False,False,False,27.434756856836692,False,False,False,False
2025-04-14 17:00:00+00:00,23.185,23.27,23.165,23.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.32774392773791,33.925188386496174,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34.0,7.715239393611287,False,False,False,False,27.009411789288837,False,False,False,False
