date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_101,Gap_Down_aVWAP_4,aVWAP_OB_bull_170,aVWAP_OB_bull_120,aVWAP_OB_bull_63,aVWAP_OB_bear_26,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,7.1480688389,7.2219508942,7.0560164406,7.1640779516,33460,,,,,,,#000000,1.0,7.095853,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,33460.0,False,False,False,False
2022-01-07 00:00:00+00:00,7.1080460571,7.1960961771,7.1000415007,7.1640779516,31786,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-31786,-2354.5185185185182,False,False,False,False,33336.0,False,False,False,False
2022-01-14 00:00:00+00:00,7.1800870644,7.2121052899,7.1080460571,7.1080460571,43423,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.81533101580384,-97.0383275395096,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,11637,-1318.1097393689984,False,False,False,False,34083.18518518518,False,False,False,False
2022-01-21 00:00:00+00:00,7.0920369443,7.1798469277,7.0360050497,7.1724827358,43170,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.542422058600945,-91.54078587318867,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31533,-3556.2497586749987,False,False,False,False,34756.282578875165,False,False,False,False
2022-01-28 00:00:00+00:00,6.9239412605,7.019995937,6.6918091258,7.0039868242,114540,,6.878582107766668,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.878582107766668,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.004581692140235,-91.54078587318867,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-146073,-14113.046072847219,False,False,False,False,40666.18757303256,False,False,False,False
2022-02-04 00:00:00+00:00,6.9479549296,7.0984405894,6.891923035,6.9719685988,67943,,6.916133852441423,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.916133852441423,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.526418738505733,-88.90367574214739,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-78130,-18855.04266004372,False,False,False,False,42686.69219725238,False,False,False,False
2022-02-11 00:00:00+00:00,6.9319458169,7.0920369443,6.8679093659,6.8679093659,60063,,6.927978305442008,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.927978305442008,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57804347535978,-86.26393177297393,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-138193,-27694.891351892333,False,False,False,False,43973.82610856702,False,False,False,False
2022-02-18 00:00:00+00:00,6.7798592459,7.0039868242,6.7798592459,6.9479549296,63777,,6.9126942390371635,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.9126942390371635,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5106765438303,-85.54342318307167,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-201970,-40604.15865915956,False,False,False,False,45440.72787830279,False,False,False,False
2022-02-25 00:00:00+00:00,6.739836464,6.891923035,6.6677954567,6.7798592459,171734,,6.860182978819072,,,,,"rgba(239, 83, 80, 0.5)",-1.0,6.678895,,6.81335064869287,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666704306499287,-84.47792514780271,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-373704,-65278.22098070329,False,False,False,False,54795.78507250258,False,False,False,False
2022-03-04 00:00:00+00:00,6.8358911405,6.9876575292,6.739836464,6.739836464,45931,,6.859681472026014,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.822378667649664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7022719873571,-78.55041706180899,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-327773,-84722.27868583638,False,False,False,False,54139.13432639128,False,False,False,False
