date,Open,High,Low,Close,Volume,aVWAP_OB_bull_875,aVWAP_OB_bull_854,aVWAP_OB_bull_386,aVWAP_OB_bull_173,aVWAP_OB_bull_150,aVWAP_OB_bull_61,aVWAP_OB_bear_827,aVWAP_OB_bear_511,aVWAP_OB_bear_473,aVWAP_OB_bear_399,aVWAP_OB_bear_256,aVWAP_OB_bear_243,aVWAP_OB_bear_233,aVWAP_OB_bear_216,aVWAP_OB_bear_204,aVWAP_OB_bear_114,aVWAP_OB_bear_107,aVWAP_OB_bear_101,aVWAP_OB_bear_83,aVWAP_OB_bear_77,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,6.9,6.905,6.89,6.89,701.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,6.7825,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,701.0,False,False,False,False
2024-12-30 16:00:00+00:00,6.89,6.935,6.89,6.915,2979.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2979.0,46.18604651162791,False,False,False,False,736.3178294573643,False,False,False,False
2024-12-30 17:00:00+00:00,6.915,7.075,6.915,7.075,46.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3025.0,92.36920858121508,False,False,False,False,725.6152274502733,False,False,False,False
2024-12-30 18:00:00+00:00,7.075,7.09,7.065,7.065,1.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,98.0617372577172,48.255563531945484,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3024.0,137.8208487582505,False,False,False,False,714.3808828386411,False,False,False,False
2024-12-30 19:00:00+00:00,7.065,7.065,7.04,7.05,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,93.9642089038509,44.68408377800279,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3024.0,182.56781234339388,False,False,False,False,703.3052102364917,False,False,False,False
2024-12-30 20:00:00+00:00,7.05,7.05,6.985,7.01,252.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,85.18866665678385,37.09397186462746,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2772.0,222.71404781093815,False,False,False,False,696.3082302328252,False,False,False,False
2024-12-31 15:00:00+00:00,6.99,7.05,6.93,6.94,311.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,72.71249155261047,26.54787747612039,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2461.0,257.4161555968151,False,False,False,False,690.3344592214636,False,False,False,False
2024-12-31 16:00:00+00:00,6.94,6.95,6.93,6.93,115.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,63.67703436800755,19.497802231063787,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2346.0,289.79730047128305,False,False,False,False,681.4145451250068,False,False,False,False
2024-12-31 17:00:00+00:00,6.93,6.945,6.905,6.905,517.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,55.9421432682847,13.57421396810063,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1829.0,313.6609082159143,False,False,False,False,678.8654824098904,False,False,False,False
2024-12-31 18:00:00+00:00,6.905,7.035,6.9,7.03,883.0,,,,,,,,,,,,,,,,,,,,,6.988333333333334,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,58.478540533376695,13.57421396810063,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2712.0,350.8444600265202,False,False,False,False,682.0303586515975,False,False,False,False
