date,Open,High,Low,Close,Volume,aVWAP_OB_bull_400,aVWAP_OB_bull_385,aVWAP_OB_bull_74,aVWAP_OB_bear_435,aVWAP_OB_bear_415,aVWAP_OB_bear_334,aVWAP_OB_bear_315,aVWAP_OB_bear_304,aVWAP_OB_bear_106,aVWAP_OB_bear_90,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,19.78,19.895,19.72,19.8,712.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,712.0,False,False,False,False
2023-11-09 17:00:00+00:00,19.78,19.78,19.51,19.555,372.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-372.0,-5.767441860465116,False,False,False,False,706.7286821705427,False,False,False,False
2023-11-10 17:00:00+00:00,19.65,19.69,19.495,19.56,2018.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.7481296758103279,-51.12219451371549,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1646.0,19.841355687759147,False,False,False,False,727.0584700438676,False,False,False,False
2023-11-13 17:00:00+00:00,19.64,19.64,19.48,19.485,215.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,1.041371249696043,-50.783464129637316,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1431.0,41.71978428174738,False,False,False,False,719.1195790354355,False,False,False,False
2023-11-14 17:00:00+00:00,19.58,20.38,19.58,20.34,1524.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,26.77786252825846,-27.51851572523463,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2955.0,86.88691940916215,False,False,False,False,731.5983452519404,False,False,False,False
2023-11-15 17:00:00+00:00,20.34,20.395,20.2,20.335,728.0,,,,,,,,,,,20.31,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,43.802541848817384,-13.606236646054107,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2227.0,120.0669671702604,False,False,False,False,731.5425569534607,False,False,False,False
2023-11-16 17:00:00+00:00,19.775,19.995,19.775,19.89,318.0,,,,,,,,,,,20.18130019120459,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,46.38225241055578,-12.980082155176866,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1909.0,147.8023630280858,False,False,False,False,725.1310444425543,False,False,False,False
2023-11-17 17:00:00+00:00,19.89,20.37,19.89,20.14,285.0,,,,,,,,,,,20.171029301277233,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,50.94496109643788,-9.749426840604805,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2194.0,179.52635739974338,False,False,False,False,718.3073073194139,False,False,False,False
2023-11-20 17:00:00+00:00,19.96,19.96,19.62,19.65,874.0,,,,,,,,,,,20.001502645502644,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,48.38858085269153,-9.749426840604805,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1320.0,197.20811930052255,False,False,False,False,720.7211475160121,False,False,False,False
2023-11-21 17:00:00+00:00,19.5,19.5,19.31,19.31,330.0,,,,,,,,,,,19.91972912557528,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,44.10008571456315,-9.749426840604805,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,990.0,209.49946628811136,False,False,False,False,714.6634553064615,False,False,False,False
2023-11-22 17:00:00+00:00,19.22,19.26,19.06,19.095,239.0,,,,,,,,,,,19.852406272530644,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,39.9025978093676,1.2113203436888753,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,751.0,217.89482339992358,False,False,False,False,707.2888280924078,False,False,False,False
2023-11-23 17:00:00+00:00,19.095,19.095,19.095,19.095,0.0,,,,,,,,,,,19.852406272530644,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,37.10427253923723,-0.9666517954122114,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,751.0,226.16001993635885,False,False,False,False,696.3231098274092,False,False,False,False
