date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_200,Gap_Up_aVWAP_194,Gap_Up_aVWAP_116,Gap_Down_aVWAP_136,Gap_Down_aVWAP_15,aVWAP_OB_bull_171,aVWAP_OB_bull_114,aVWAP_OB_bull_95,aVWAP_OB_bull_60,aVWAP_OB_bear_162,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,143.6895403163,147.4109017225,143.6875540012,146.4544909848,78838440,,,,,,,,,,,#000000,1.0,136.68884,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,78838440.0,False,False,False,False
2022-01-07 00:00:00+00:00,136.0670559842,145.6068310007,134.8598729606,143.4869361725,146251080,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-146251080,-10833413.333333332,False,False,False,False,83831968.88888888,False,False,False,False
2022-01-14 00:00:00+00:00,138.8300203375,142.2057629102,132.2294951426,134.1745942389,131091320,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.992262463283042,-69.98065615820761,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15159760,-11153883.456790121,False,False,False,False,87332661.563786,False,False,False,False
2022-01-21 00:00:00+00:00,129.2018542974,137.4525107911,129.1114769588,135.6653237481,110850420,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61809152051785,-68.00666277407953,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-126010180,-19661757.274805665,False,False,False,False,89074717.7442463,False,False,False,False
2022-01-28 00:00:00+00:00,132.3774756202,132.4579213832,123.7890958956,125.1651653635,191734100,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,129.541497633,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55080426708674,-62.645507657207894,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,65723920,-13336892.291486725,False,False,False,False,96679116.42985769,False,False,False,False
2022-02-04 00:00:00+00:00,142.0374227024,151.0592660474,131.3689241102,133.2797592704,281164060,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,139.066604999696,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.02291101150831,-51.99312568679173,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,346887980,13346431.581956735,False,False,False,False,110344667.80542378,False,False,False,False
2022-02-11 00:00:00+00:00,133.2122245558,142.8622350966,132.3764824626,142.7256808968,179319440,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,137.95925237610535,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.909740122039302,-47.75870874992985,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,167568540,24770291.464774754,False,False,False,False,115453910.1902072,False,False,False,False
2022-02-18 00:00:00+00:00,129.5747849641,137.0021138342,129.4154080034,132.4529555953,141806740,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,136.6838092850019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.606127327624296,-45.472276276491186,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,25761800,24843736.541458104,False,False,False,False,117405971.65759927,False,False,False,False
2022-02-25 00:00:00+00:00,133.5990594284,134.4626099336,123.9108073555,129.0955864377,134283740,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,109.820885,,135.68015384481856,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.752607260666196,-41.63864100027274,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,160045540,34858684.94579454,False,False,False,False,118656176.71999933,False,False,False,False
2022-03-04 00:00:00+00:00,131.2179641599,135.7783401135,129.5161886676,132.3725098323,122533880,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,135.21608604070826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.26502676767648,-39.28609037135537,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,37511660,35055201.616476424,False,False,False,False,118943413.99999937,False,False,False,False
2022-03-11 00:00:00+00:00,129.5827302247,133.2817455856,124.9995563391,131.0014558101,157549900,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,134.363299462486,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.859967962386484,-37.69684842772358,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-120038240,23566798.533774465,False,False,False,False,121803153.70370314,False,False,False,False
2022-03-18 00:00:00+00:00,135.8654449979,135.9766786455,125.5480276059,129.6795630875,162089480,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,134.11632076633651,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.003910017359004,-33.595503936893664,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,42051240,24936016.42016154,False,False,False,False,124787326.02194735,False,False,False,False
