date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_161,Gap_Down_aVWAP_149,Gap_Down_aVWAP_39,Gap_Down_aVWAP_24,Gap_Down_aVWAP_17,aVWAP_OB_bull_171,aVWAP_OB_bear_142,aVWAP_OB_bear_108,aVWAP_OB_bear_70,aVWAP_OB_bear_33,aVWAP_OB_bear_16,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,39.5006320021,39.6220789875,38.7909261811,38.9768918775,3053589,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3053589.0,False,False,False,False
2022-01-07 00:00:00+00:00,39.5841268045,39.6979833533,39.1135197361,39.5082224387,4381350,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4381350,324544.44444444444,False,False,False,False,3151941.6666666665,False,False,False,False
2022-01-14 00:00:00+00:00,40.1761808584,40.3279895901,39.1818336654,39.5309937484,4382465,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8763815,949675.5967078189,False,False,False,False,3243091.5432098764,False,False,False,False
2022-01-21 00:00:00+00:00,39.4399085094,40.5405218146,39.3782741643,40.4646174487,4885871,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55014918933708,35.3950629055452,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3877944,1166584.3673220547,False,False,False,False,3364778.910379515,False,False,False,False
2022-01-28 00:00:00+00:00,39.4930415655,39.7890685924,38.4305322519,38.9920727507,7480691,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,39.237547469933325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13457840660266,26.182778937147674,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,11358635,1921551.0808537544,False,False,False,False,3669661.2873884398,False,False,False,False
2022-02-04 00:00:00+00:00,40.4114843926,40.5860644341,39.3640041435,39.3640041435,6473053,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,39.64715171783815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01778123156521,26.016319941557,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,17831688,3100079.741531254,False,False,False,False,3877319.9327670736,False,False,False,False
2022-02-11 00:00:00+00:00,39.6979833533,40.6429927085,39.5689459314,40.6429927085,5839588,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,39.74239334324051,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.96458615591595,20.974909472902624,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,11992100,3758747.908825235,False,False,False,False,4022673.1229324755,False,False,False,False
2022-02-18 00:00:00+00:00,39.6828024802,40.1685904218,39.2197858483,39.5689459314,6174459,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,39.730029006926905,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.55297506122089,17.516544647851234,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5817641,3911258.5081715137,False,False,False,False,4182064.669381922,False,False,False,False
2022-02-25 00:00:00+00:00,40.1230478023,40.1913617315,38.4683326262,39.538584185,8341783,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",-1.0,38.304615,,39.69701604058697,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.55845584221652,17.228686599040998,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,14159424,4670381.877936587,False,False,False,False,4490191.953131409,False,False,False,False
2022-03-04 00:00:00+00:00,42.4381309615,42.4760831444,39.7055737899,39.887744268,9774538,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.10563549221962,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3127962329173,17.228686599040998,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,23933962,6097313.738830172,False,False,False,False,4881624.993640194,False,False,False,False
