date,Close,High,Low,Open,Volume,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-13 00:00:00+00:00,15.35,15.42,14.22,14.985,436682,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,436682.0,False,False,False,False
2025-06-20 00:00:00+00:00,13.86,15.785,13.74,15.55,531277,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-531277,-39353.85185185185,False,False,False,False,443689.037037037,False,False,False,False
2025-06-27 00:00:00+00:00,13.25,14.38,13.05,13.99,255339,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-786616,-94706.60356652949,False,False,False,False,429737.18244170095,False,False,False,False
2025-07-04 00:00:00+00:00,13.57,13.83,13.21,13.38,201001,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.179995239449868,-46.04859825020755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-585615,-131070.18848752731,False,False,False,False,412793.7615200935,False,False,False,False
2025-07-11 00:00:00+00:00,13.57,14.05,12.84,13.84,274941,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1657061247712015,-43.397613546170284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-585615,-164740.17452548826,False,False,False,False,402582.4458519384,False,False,False,False
2025-07-18 00:00:00+00:00,13.52,14.36,12.78,13.68,427202,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.191471827360214,-41.73010476812877,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1012817,-227560.68011619285,False,False,False,False,404406.1165295726,False,False,False,False
2025-07-25 00:00:00+00:00,13.34,14.19,13.055,13.67,343479,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.272784035850758,-40.9678176445922,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1356296,-311170.7038112896,False,False,False,False,399892.99678664125,False,False,False,False
2025-08-01 00:00:00+00:00,13.04,13.3,12.61,13.29,301731,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.532917340088078,-40.94677955984134,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1658027,-410937.8368623052,False,False,False,False,392621.7377654086,False,False,False,False
2025-08-08 00:00:00+00:00,11.72,13.91,11.67,13.13,529685,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,12.61,12.29,10.0,9.45843394261627,-40.94677955984134,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2187712,-542550.7378354678,False,False,False,False,402774.572005008,False,False,False,False
2025-08-15 00:00:00+00:00,12.22,12.29,11.4,11.77,681270,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.969999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36648430576799,-39.63184752660992,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1506442,-613950.0905883962,False,False,False,False,423403.8629676,False,False,False,False
