date,Open,High,Low,Close,Volume,aVWAP_OB_bull_436,aVWAP_OB_bull_422,aVWAP_OB_bull_290,aVWAP_OB_bear_414,aVWAP_OB_bear_405,aVWAP_OB_bear_383,aVWAP_OB_bear_369,aVWAP_OB_bear_310,aVWAP_OB_bear_300,aVWAP_OB_bear_258,aVWAP_OB_bear_232,aVWAP_OB_bear_206,aVWAP_OB_bear_190,aVWAP_OB_bear_133,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,1.71,1.725,1.66,1.665,181347.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,181347.0,False,False,False,False
2023-11-10 17:00:00+00:00,1.645,1.7,1.64,1.67,51280.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51280.0,795.0387596899225,False,False,False,False,179330.45736434107,False,False,False,False
2023-11-13 17:00:00+00:00,1.695,1.695,1.66,1.67,50149.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51280.0,1577.751337059071,False,False,False,False,177327.64407187066,False,False,False,False
2023-11-14 17:00:00+00:00,1.715,1.74,1.685,1.73,105514.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,156794.0,3984.204804701566,False,False,False,False,176214.254241299,False,False,False,False
2023-11-15 17:00:00+00:00,1.845,1.865,1.81,1.815,88653.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,245447.0,7727.814032535651,False,False,False,False,174856.71541585252,False,False,False,False
2023-11-16 17:00:00+00:00,1.745,1.78,1.74,1.745,88341.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,88.10036455216051,39.290328096944464,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,157106.0,10043.754900248277,False,False,False,False,173515.3864946765,False,False,False,False
2023-11-17 17:00:00+00:00,1.765,1.835,1.765,1.835,61636.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,84.21940523374775,36.51144283724335,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,218742.0,13279.386607221171,False,False,False,False,171780.82236297606,False,False,False,False
2023-11-20 17:00:00+00:00,1.835,1.87,1.805,1.805,81345.0,,,,,,,,,,,,,,,1.8266666666666664,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,78.74615848058356,32.19916665283121,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,137397.0,15203.690690830144,False,False,False,False,170378.71658990666,False,False,False,False
2023-11-21 17:00:00+00:00,1.79,1.795,1.755,1.775,74655.0,,,,,,,,,,,,,,,1.8019411858974357,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,72.54361130730362,27.221775033990667,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62742.0,15940.718742135103,False,False,False,False,168894.62796060578,False,False,False,False
2023-11-22 17:00:00+00:00,1.795,1.8,1.77,1.795,10719.0,,,,,,,,,,,,,,,1.8010662851864512,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,69.44666041302628,25.031492234914793,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73461.0,16832.50604845859,False,False,False,False,166442.29264338707,False,False,False,False
