date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_949,Gap_Up_aVWAP_933,Gap_Up_aVWAP_921,Gap_Up_aVWAP_912,Gap_Up_aVWAP_822,Gap_Up_aVWAP_728,Gap_Up_aVWAP_699,Gap_Up_aVWAP_697,Gap_Up_aVWAP_677,Gap_Up_aVWAP_643,Gap_Down_aVWAP_958,Gap_Down_aVWAP_935,Gap_Down_aVWAP_848,Gap_Down_aVWAP_832,Gap_Down_aVWAP_826,Gap_Down_aVWAP_816,Gap_Down_aVWAP_765,Gap_Down_aVWAP_722,Gap_Down_aVWAP_682,Gap_Down_aVWAP_603,aVWAP_OB_bull_904,aVWAP_OB_bull_243,aVWAP_OB_bear_931,aVWAP_OB_bear_797,aVWAP_OB_bear_678,aVWAP_OB_bear_272,aVWAP_OB_bear_1,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,186.1004482336,189.9099920495,182.8200077255,188.9195106574,770479,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,770479.0,False,False,False,False
2022-01-04 00:00:00+00:00,186.9385478731,188.8348541281,186.1597078041,186.9808761377,565002,,,,,,,,,,,,,,,,,,,,,,,,,,,187.3110366017667,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,-1.0,188.83485,186.15971,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,565002,22156.941176470587,False,False,False,False,762421.0784313725,False,False,False,False
2022-01-05 00:00:00+00:00,174.9427176795,177.9649557734,173.6898010467,177.7787114091,4849219,,,,,,,,,,,,,,,,,,,,,,,,,,,176.76164367885303,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.65737668658181,-75.37049325367275,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4284217,-146720.46828143022,False,False,False,False,922687.6635909266,False,False,False,False
2022-01-06 00:00:00+00:00,177.6432609623,178.2527879728,174.0622897753,175.9162677657,1804970,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7344250541739,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.681949206418494,-75.37049325367275,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2479247,-238192.0969762761,False,False,False,False,957286.9709010863,False,False,False,False
2022-01-07 00:00:00+00:00,176.9321461167,178.1342688319,176.000924295,176.3226191061,1322857,,,,,,,,,,,,,,,,,,,,,,,,,,,176.77902923723408,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.28802567538111,-75.37049325367275,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3802104,-377953.3480752457,False,False,False,False,971623.0504735927,False,False,False,False
2022-01-10 00:00:00+00:00,175.9331990716,176.0178556008,173.6432399556,175.9585960304,1156085,,,,,,,,,,,,,,,,,,,,,,,,,,,176.59057124770243,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80221612491425,-75.37049325367275,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4958189,-557570.4324644518,False,False,False,False,978856.8524158048,False,False,False,False
2022-01-11 00:00:00+00:00,176.6104513055,177.3469631099,174.4432441569,175.9331990716,914711,,,,,,,,,,,,,,,,,,,,,,,,,,,176.5511812643218,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.19545608711953,-75.37049325367275,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4043478,-694272.6900148655,False,False,False,False,976341.3287916556,False,False,False,False
2022-01-12 00:00:00+00:00,177.7533144503,178.6676049661,175.8824051541,176.5935199997,534654,,,,,,,,,,,,,,,,,,,,,,,,,,,176.59354401070763,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.00900696973528,-75.37049325367275,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3508824,-804647.2511907532,False,False,False,False,959020.2570743358,False,False,False,False
2022-01-13 00:00:00+00:00,177.6686579211,178.7014675778,177.1945813573,178.4898262547,671463,,,,,,,,,,,,,,,,,,,,,,,,,,,176.66520474393113,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.809037969811367,-75.37049325367275,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4180287,-937025.2805558217,False,False,False,False,947743.5018949502,False,False,False,False
2022-01-14 00:00:00+00:00,178.015749691,178.3713071138,174.7000074101,177.2369096219,1505004,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7062995329166,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39244496957181,-75.37049325367275,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2675283,-1005192.2499457895,False,False,False,False,969596.8547618149,False,False,False,False
