date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_390,Gap_Up_aVWAP_318,Gap_Up_aVWAP_288,Gap_Up_aVWAP_234,Gap_Up_aVWAP_228,Gap_Up_aVWAP_5,Gap_Down_aVWAP_276,Gap_Down_aVWAP_186,Gap_Down_aVWAP_162,Gap_Down_aVWAP_150,Gap_Down_aVWAP_90,Gap_Down_aVWAP_84,Gap_Down_aVWAP_78,Gap_Down_aVWAP_42,Gap_Down_aVWAP_24,aVWAP_OB_bull_382,aVWAP_OB_bull_226,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-17 14:00:00+00:00,4.045,4.045,3.97,3.97,137.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,137.0,False,False,False,False
2025-03-17 15:00:00+00:00,3.97,3.97,3.95,3.95,62.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-62.0,-0.9612403100775193,False,False,False,False,135.8372093023256,False,False,False,False
2025-03-17 16:00:00+00:00,3.95,3.96,3.95,3.96,1.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.99999999999983,-67.99999999999974,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-61.0,-1.892073793642209,False,False,False,False,133.74670993329727,False,False,False,False
2025-03-17 17:00:00+00:00,3.96,3.96,3.96,3.96,0.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999716,-59.599999999999866,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-61.0,-2.8084757503299267,False,False,False,False,131.67311753123064,False,False,False,False
2025-03-17 18:00:00+00:00,3.96,3.96,3.955,3.955,8.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.10681259014138,-55.363868668872385,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-69.0,-3.8347009324953536,False,False,False,False,129.75570485632784,False,False,False,False
2025-03-17 19:00:00+00:00,3.99,4.005,3.99,3.99,322.0,,,,,,3.9949999999999997,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.16519013224706,-39.04973763638581,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,253.0,0.1472324152952722,False,False,False,False,132.73623656398166,False,False,False,False
2025-03-18 14:00:00+00:00,3.99,4.04,3.99,4.04,4.0,,,,,,3.9953476482617583,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54478899822915,-23.915819312412832,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,257.0,4.129445866220927,False,False,False,False,130.74032591957882,False,False,False,False
2025-03-18 15:00:00+00:00,4.04,4.04,3.95,3.95,403.0,,,,,,3.986863283036122,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.661034432636114,-23.915819312412832,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-146.0,1.8018575582175012,False,False,False,False,134.96140613787992,False,False,False,False
2025-03-18 16:00:00+00:00,3.95,3.97,3.95,3.965,225.0,,,,,,3.980920684835779,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.69502656072978,-23.915819312412832,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,79.0,2.9987279836714933,False,False,False,False,136.3573533295407,False,False,False,False
2025-03-18 17:00:00+00:00,3.965,3.965,3.93,3.93,100.0,,,,,,3.9771963946869073,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.13913253826169,-23.915819312412832,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21.0,2.626654681599067,False,False,False,False,135.79367343295866,False,False,False,False
2025-03-18 18:00:00+00:00,3.93,3.975,3.93,3.97,81.0,,,,,,3.9758502202643173,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.9583333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.637924116021125,-23.915819312412832,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,60.0,3.516163911341717,False,False,False,False,134.9441591161686,False,False,False,False
2025-03-18 19:00:00+00:00,3.97,3.97,3.95,3.96,183.0,,,,,,3.9736494688922614,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.959488636363636,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.77928771238879,-23.124580961687755,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-123.0,1.5546729979875817,False,False,False,False,135.68921091281717,False,False,False,False
2025-03-19 14:00:00+00:00,3.96,4.06,3.96,4.06,300.0,,,,,,3.9834796044499385,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.9952216312056725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.17142629873784,-15.190685058833857,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,177.0,4.2747555871660685,False,False,False,False,138.2366650071921,False,False,False,False
2025-03-19 15:00:00+00:00,4.06,4.06,4.06,4.06,0.0,,,,,,3.9834796044499385,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.9952216312056725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.43285202297054,-9.594192770158458,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,177.0,6.952666353256516,False,False,False,False,136.09346089855347,False,False,False,False
2025-03-19 16:00:00+00:00,4.06,4.06,4.06,4.06,0.0,,,,,,3.9834796044499385,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.9952216312056725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.27380250579234,-5.461812942650354,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,177.0,9.589059122973469,False,False,False,False,133.9834847605914,False,False,False,False
2025-03-19 17:00:00+00:00,4.06,4.09,4.06,4.08,203.0,,,,,,3.993867838184148,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,4.016777488048674,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20168866377645,-1.3307760019277097,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,380.0,15.331864407888608,False,False,False,False,135.05350825267524,False,False,False,False
