date,Close,High,Low,Open,Volume,aVWAP_OB_bull_265,aVWAP_OB_bull_250,aVWAP_OB_bull_227,aVWAP_OB_bull_26,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-05-22 00:00:00+00:00,9.7147761146,9.72442336,9.7147761146,9.72442336,7150,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,9.764242,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7150.0,False,False,False,False
2024-05-23 00:00:00+00:00,9.7388942281,9.7919540777,9.7388942281,9.7919540777,1231,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,-1.0,9.791954,9.738894,10.0,0,,,False,False,False,False,,,False,False,False,False,1231,48.27450980392157,False,False,False,False,6917.882352941177,False,False,False,False
2024-05-24 00:00:00+00:00,9.7292469827,9.7292469827,9.7292469827,9.7292469827,88,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,89.81481481481481,9.259259259259238,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1143,91.20492118415993,False,False,False,False,6650.0438292964245,False,False,False,False
2024-05-28 00:00:00+00:00,9.7292469827,9.7292469827,9.7292469827,9.7292469827,17,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,83.02469135802468,9.259259259259238,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1143,132.45178702007522,False,False,False,False,6389.924463441664,False,False,False,False
2024-05-29 00:00:00+00:00,9.7099524919,9.7099524919,9.7099524919,9.7099524919,35,,,,,9.7099524919,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,68.65757662982547,9.259259259259238,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1108,170.70857968595462,False,False,False,False,6140.711739385128,False,False,False,False
2024-05-30 00:00:00+00:00,9.7437178508,9.7437178508,9.72442336,9.72442336,100,,,,,9.730199797060495,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,68.09186424441039,9.259259259259238,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1208,211.38667460023092,False,False,False,False,5903.821082938653,False,False,False,False
2024-05-31 00:00:00+00:00,9.7221080211,9.7221080211,9.7221080211,9.7221080211,1,,,,,9.730140298707843,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,62.344477710098516,9.259259259259238,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1207,250.43033441982973,False,False,False,False,5672.337903215568,False,False,False,False
2024-06-03 00:00:00+00:00,9.772659587,9.772659587,9.7630123416,9.7630123416,20004,,,,,9.769178432306111,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,64.77757611908538,9.259259259259238,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21211,1072.4134585602285,False,False,False,False,6234.3638677953495,False,False,False,False
2024-06-04 00:00:00+00:00,9.772659587,9.772659587,9.772659587,9.772659587,17,,,,,9.769181368240515,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,66.39964172507662,9.259259259259238,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21211,1862.161950381396,False,False,False,False,5990.5456769014145,False,False,False,False
2024-06-05 00:00:00+00:00,9.7871304551,9.7871304551,9.772659587,9.772659587,44129,,,,,9.778191317652423,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,68.66446606186864,9.259259259259238,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65340,4351.4889327193805,False,False,False,False,7486.17133663077,False,False,False,False
