date,Open,High,Low,Close,Volume,aVWAP_OB_bull_817,aVWAP_OB_bull_656,aVWAP_OB_bull_625,aVWAP_OB_bull_616,aVWAP_OB_bull_594,aVWAP_OB_bull_582,aVWAP_OB_bull_528,aVWAP_OB_bull_509,aVWAP_OB_bull_490,aVWAP_OB_bull_431,aVWAP_OB_bull_304,aVWAP_OB_bull_277,aVWAP_OB_bull_264,aVWAP_OB_bull_136,aVWAP_OB_bull_108,aVWAP_OB_bull_71,aVWAP_OB_bear_863,aVWAP_OB_bear_850,aVWAP_OB_bear_578,aVWAP_OB_bear_527,aVWAP_OB_bear_480,aVWAP_OB_bear_294,aVWAP_OB_bear_54,aVWAP_OB_bear_30,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,0.8653,0.8653,0.8653,0.8653,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,1.1434333,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-30 16:00:00+00:00,0.8653,0.8653,0.8645,0.8645,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-473.0,-7.333333333333333,False,False,False,False,7.333333333333333,False,False,False,False
2024-12-30 17:00:00+00:00,0.8645,0.8757,0.8594,0.8757,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,31.343283582089757,-97.01492537313464,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,649.0,2.8423772609819125,False,False,False,False,24.614987080103358,False,False,False,False
2024-12-30 18:00:00+00:00,0.8757,0.8867,0.8736,0.8867,4579.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,53.252836811026896,-74.16199910888224,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5228.0,83.85257296236205,False,False,False,False,95.2256074354506,False,False,False,False
2024-12-30 19:00:00+00:00,0.8867,0.8867,0.8833,0.8842,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,64.12951828418872,-60.672633603638474,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4728.0,155.85485865286807,False,False,False,False,101.50117941319554,False,False,False,False
2024-12-30 20:00:00+00:00,0.8842,0.8842,0.8585,0.8585,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8670666666666669,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,55.0234988348613,-60.672633603638474,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1928.0,183.32997712336623,False,False,False,False,143.33837043004522,False,False,False,False
2024-12-31 15:00:00+00:00,0.8649,0.8878,0.8649,0.8815,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8742166666666668,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,56.64469439883478,-59.3217279120962,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3128.0,228.98377592765513,False,False,False,False,159.72072127609104,False,False,False,False
2024-12-31 16:00:00+00:00,0.8815,0.885,0.8813,0.885,187.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8749001489716486,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,58.51223717088198,-51.749720818715105,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3315.0,276.82898870397054,False,False,False,False,160.1436558299501,False,False,False,False
2024-12-31 17:00:00+00:00,0.885,0.885,0.8735,0.8735,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8749003682586083,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,56.050584900257206,-48.396202831164786,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3314.0,323.9169113597229,False,False,False,False,157.67631232871054,False,False,False,False
2024-12-31 18:00:00+00:00,0.8735,0.8863,0.8673,0.8673,3599.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8736399836733163,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,52.74343990160098,-46.134481855197684,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-285.0,314.4763390905799,False,False,False,False,211.0301679515212,False,False,False,False
