date,Close,High,Low,Open,Volume,aVWAP_OB_bull_183,aVWAP_OB_bull_165,aVWAP_OB_bull_111,aVWAP_OB_bull_52,aVWAP_OB_bear_94,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,2.6118835624,3.2175377217,2.4320799838,2.8957839496,86040,,,,,,#000000,-1.0,2.084302,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,86040.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.7443704097,2.9241739883,2.3942265988,2.8531988915,67068,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,67068,4968.0,False,False,False,False,84634.66666666667,False,False,False,False
2022-01-14 00:00:00+00:00,2.7916871409,2.8011504872,2.6970536785,2.753833756,31569,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,98637,11906.444444444445,False,False,False,False,80703.87654320987,False,False,False,False
2022-01-21 00:00:00+00:00,2.8673939108,2.990417412,2.5077867537,2.8390038721,74458,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,173095,23846.337448559672,False,False,False,False,80241.21902149061,False,False,False,False
2022-01-28 00:00:00+00:00,2.6118835624,2.9052472958,2.3942265988,2.3942265988,191826,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.6371191523333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.63434807063065,35.474657160518035,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-18731,20692.460600518214,False,False,False,False,88506.75835323204,False,False,False,False
2022-02-04 00:00:00+00:00,2.5834935236,2.7727604484,2.5740301774,2.6497369473,32950,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.6380439760312666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8642752761853,24.978492039434457,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-51681,15331.463518998346,False,False,False,False,84391.4429196593,False,False,False,False
2022-02-11 00:00:00+00:00,2.7727604484,3.0755875281,2.6213469086,2.6497369473,72790,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.7532879188344253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31483180755289,22.56545968598472,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,21109,15759.429184257728,False,False,False,False,83532.07677746231,False,False,False,False
2022-02-18 00:00:00+00:00,2.8295405259,2.8484672184,2.6970536785,2.7822237947,103452,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.758004595926272,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.77535535924446,21.929447055404395,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,124561,23818.804800238635,False,False,False,False,85007.62664579843,False,False,False,False
2022-02-25 00:00:00+00:00,2.8106138334,2.9336373345,2.6298639202,2.8295405259,95703,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.763370922334375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.11852371985808,20.990030198992528,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28858,24192.07851873948,False,False,False,False,85799.87652388743,False,False,False,False
2022-03-04 00:00:00+00:00,2.8304868605,2.8484672184,2.7254437172,2.7822237947,70281,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.768151752919388,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.29555450633549,20.685220518812855,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,99139,29743.702332166184,False,False,False,False,84650.33011471058,False,False,False,False
