date,Open,High,Low,Close,Volume,aVWAP_OB_bull_887,aVWAP_OB_bull_840,aVWAP_OB_bull_636,aVWAP_OB_bull_594,aVWAP_OB_bull_567,aVWAP_OB_bull_515,aVWAP_OB_bear_880,aVWAP_OB_bear_846,aVWAP_OB_bear_756,aVWAP_OB_bear_702,aVWAP_OB_bear_266,aVWAP_OB_bear_148,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,1.09,1.09,1.09,1.09,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-30 16:00:00+00:00,1.09,1.09,1.09,1.09,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-30 17:00:00+00:00,1.09,1.09,1.09,1.09,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-30 18:00:00+00:00,1.09,1.09,1.09,1.09,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-30 19:00:00+00:00,1.09,1.09,1.09,1.09,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2024-12-30 20:00:00+00:00,1.09,1.14,1.09,1.14,400.0,,,,,,,,,,,,,1.1233333333333333,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,400.0,6.2015503875969,False,False,False,False,6.2015503875969,False,False,False,False
2024-12-31 15:00:00+00:00,1.16,1.16,1.13,1.13,1.0,,,,,,,,,,,,,1.1289165973954003,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,93.87755102040815,28.571428571428527,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,399.0,12.291448831200048,False,False,False,False,6.120906195541133,False,False,False,False
2024-12-31 16:00:00+00:00,1.13,1.13,1.13,1.13,0.0,,,,,,,,,,,,,1.1289165973954003,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,89.79591836734691,28.571428571428527,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,399.0,18.286930244669815,False,False,False,False,6.026008425067627,False,False,False,False
2024-12-31 17:00:00+00:00,1.13,1.16,1.13,1.16,100.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.59029037126778,28.571428571428527,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,25.73984605482997,False,False,False,False,7.482969534756501,False,False,False,False
2024-12-31 18:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.45320504054837,28.571428571428527,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,33.07721278266206,False,False,False,False,7.366954503209889,False,False,False,False
2024-12-31 19:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.36181482006876,28.571428571428527,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,40.30082188680683,False,False,False,False,7.2527381543229135,False,False,False,False
2024-12-31 20:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.30088800641568,28.571428571428527,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,47.412437051352455,False,False,False,False,7.140292601542713,False,False,False,False
2025-01-01 15:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.26027013064696,29.528945849388407,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,54.41379461644776,False,False,False,False,7.0295903906660815,False,False,False,False
2025-01-01 16:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.23319154680115,30.672260447521225,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,61.30660400223927,False,False,False,False,6.920604493136374,False,False,False,False
2025-01-01 17:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.2151391575706,31.743891699805147,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,68.09254812623556,False,False,False,False,6.813308299444337,False,False,False,False
2025-01-01 18:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.20310423141692,32.72690070991597,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,74.7732838142009,False,False,False,False,6.707675612631246,False,False,False,False
2025-01-01 19:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.19508094731445,33.61395135747259,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,81.3504422046784,False,False,False,False,6.603680641892777,False,False,False,False
2025-01-01 20:00:00+00:00,1.16,1.16,1.16,1.16,0.0,,,,,,,,,,,,,1.1393198915699954,"rgba(38, 166, 154, 1.0)",0.0,0.0,,1.15,,89.18973209124614,34.40416011565293,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,499.0,87.82562914724153,False,False,False,False,6.501297996282036,False,False,False,False
2025-01-02 15:00:00+00:00,1.16,1.16,1.05,1.05,100.0,,,,,,,,,,,,,1.0866666666666667,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.0893055555555555,,64.50500153446892,21.058466813596993,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,399.0,92.65003799767189,False,False,False,False,7.950890275409446,False,False,False,False
2025-01-02 16:00:00+00:00,1.05,1.05,1.05,1.05,0.0,,,,,,,,,,,,,1.0866666666666667,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.0893055555555555,,48.04851449661743,7.116941582627838,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,399.0,97.39964981166146,False,False,False,False,7.827620658736431,False,False,False,False
