date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_941,Gap_Up_aVWAP_936,Gap_Up_aVWAP_933,Gap_Up_aVWAP_925,Gap_Up_aVWAP_921,Gap_Up_aVWAP_920,Gap_Up_aVWAP_917,Gap_Up_aVWAP_915,Gap_Up_aVWAP_912,Gap_Up_aVWAP_910,Gap_Down_aVWAP_943,Gap_Down_aVWAP_942,Gap_Down_aVWAP_940,Gap_Down_aVWAP_928,Gap_Down_aVWAP_922,Gap_Down_aVWAP_918,Gap_Down_aVWAP_916,Gap_Down_aVWAP_913,Gap_Down_aVWAP_911,Gap_Down_aVWAP_903,aVWAP_OB_bull_849,aVWAP_OB_bull_575,aVWAP_OB_bull_458,aVWAP_OB_bear_793,aVWAP_OB_bear_730,aVWAP_OB_bear_154,aVWAP_OB_bear_1,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,107.2782786739,110.1263745679,104.8061690365,110.1263745679,42625,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,42625.0,False,False,False,False
2022-01-04 00:00:00+00:00,107.0432872635,108.4908343515,106.8928927608,108.4673352105,11703,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4756714586,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,-1.0,108.49084,106.89289,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-11703,-458.94117647058823,False,False,False,False,41412.37254901961,False,False,False,False
2022-01-05 00:00:00+00:00,100.6444711584,106.8928927608,100.5293253673,106.8928927608,11898,,,,,,,,,,,,,,,,,,,,,,,,,,,105.06250891022647,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-23601,-1366.4728950403692,False,False,False,False,40254.946174548255,False,False,False,False
2022-01-06 00:00:00+00:00,100.6985191828,101.314196678,98.8101282088,100.6233219315,14646,,,,,,,,,,,,,,,,,,,,,,,,,,,103.22894338217488,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2970310767773346,-49.72772151295411,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8955,-1664.0621932740803,False,False,False,False,39250.67377554636,False,False,False,False
2022-01-07 00:00:00+00:00,99.391966941,100.1580389389,98.9314777732,100.1251401414,6960,,,,,,,,,,,,,,,,,,,,,,,,,,,102.65389076057323,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43815191252884095,-49.614862473336196,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15915,-2222.922499420195,False,False,False,False,37984.372843171994,False,False,False,False
2022-01-10 00:00:00+00:00,98.0854146992,98.3016067967,95.7824988773,97.5684335963,16718,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23274585083495,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4904390745842991,-49.585086200270766,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-32633,-3415.474558266462,False,False,False,False,37150.3974375574,False,False,False,False
2022-01-11 00:00:00+00:00,98.4520012994,98.827987556,96.0268899441,98.827987556,5744,,,,,,,,,,,,,,,,,,,,,,,,,,,100.93872660678295,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2144347154212793,-48.018291500333966,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26889,-4336.004967746208,False,False,False,False,35918.77400863358,False,False,False,False
2022-01-12 00:00:00+00:00,99.1193769049,99.6363580078,98.5459978636,98.5459978636,19918,,,,,,,,,,,,,,,,,,,,,,,,,,,100.52071649027644,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.276578384263754,-44.39736250686029,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6971,-4439.338106265965,False,False,False,False,35291.29267496168,False,False,False,False
2022-01-13 00:00:00+00:00,98.5365982071,100.2567353312,98.5365982071,99.777352854,6066,,,,,,,,,,,,,,,,,,,,,,,,,,,100.42934147569262,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59245928550073,-42.562150180534616,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13037,-4776.501317784946,False,False,False,False,34145.20276613966,False,False,False,False
2022-01-14 00:00:00+00:00,96.5814696726,96.8446600523,94.5050855704,95.5663067797,8935,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0415667860199,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.115163186751209,-42.38473007402021,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21972,-5450.834599440439,False,False,False,False,33156.567363545946,False,False,False,False
2022-01-18 00:00:00+00:00,94.5511438868,95.3595143386,93.5735796196,95.1057236154,25523,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93649768000813,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.754899210632445,-42.38473007402021,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-47495,-7099.625399462382,False,False,False,False,32857.21178066179,False,False,False,False
2022-01-19 00:00:00+00:00,92.4456208497,95.4065126207,92.2576277214,95.1245229282,30174,,,,,,,,,,,,,,,,,,,,,,,,,,,97.87533646492496,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.998623707597015,-42.38473007402021,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-77669,-9867.051854385427,False,False,False,False,32751.98778926329,False,False,False,False
2022-01-20 00:00:00+00:00,90.0868710687,94.6827390766,89.9923105251,92.5678163831,3205,,,,,,,,,,,,,,,,,,,,,,,,,,,97.75054152537943,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.079541794210809,-40.87475074798302,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-80874,-12651.638056174233,False,False,False,False,31593.28238576277,False,False,False,False
