date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_870,Gap_Up_aVWAP_852,Gap_Up_aVWAP_834,Gap_Up_aVWAP_828,Gap_Up_aVWAP_816,Gap_Up_aVWAP_798,Gap_Up_aVWAP_786,Gap_Up_aVWAP_762,Gap_Up_aVWAP_738,Gap_Down_aVWAP_894,Gap_Down_aVWAP_876,Gap_Down_aVWAP_780,Gap_Down_aVWAP_732,Gap_Down_aVWAP_714,Gap_Down_aVWAP_684,Gap_Down_aVWAP_630,Gap_Down_aVWAP_612,Gap_Down_aVWAP_570,Gap_Down_aVWAP_534,aVWAP_OB_bull_780,aVWAP_OB_bull_384,aVWAP_OB_bear_338,aVWAP_OB_bear_78,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,2.24,2.325,2.11,2.135,27399.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,27399.0,False,False,False,False
2025-01-06 16:00:00+00:00,2.14,2.2,2.105,2.17,16360.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,16360.0,253.64341085271317,False,False,False,False,27227.852713178294,False,False,False,False
2025-01-06 17:00:00+00:00,2.17,2.18,2.11,2.145,12137.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.14851485148522,-1.9801980198017404,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4223.0,315.18382308755486,False,False,False,False,26993.88600444685,False,False,False,False
2025-01-06 18:00:00+00:00,2.145,2.215,2.105,2.185,39693.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85725165923195,-1.9801980198017404,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,43916.0,991.1654692412362,False,False,False,False,27190.77149275,False,False,False,False
2025-01-06 19:00:00+00:00,2.185,2.2,2.1,2.1,15341.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.72851065927918,-1.9801980198017404,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,28575.0,1418.8218185553255,False,False,False,False,27007.0541052655,False,False,False,False
2025-01-06 20:00:00+00:00,2.105,2.105,2.02,2.08,46302.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,-1.0,2.1,1.955,0.0,0.0,0.0,0.0,0.0,55.182987853948894,-1.9801980198017404,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-17727.0,1121.987371756018,False,False,False,False,27306.20055324588,False,False,False,False
2025-01-07 15:00:00+00:00,1.905,1.955,1.87,1.895,42094.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,-1.0,2.02,1.89,0.0,0.0,0.0,0.0,0.0,41.54411669120552,25.70831385583955,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-59821.0,177.13485436445183,False,False,False,False,27535.468761722685,False,False,False,False
2025-01-07 16:00:00+00:00,1.89,1.89,1.7,1.745,68902.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.852362415187287,14.4255877333419,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-128723.0,-1821.3168488039894,False,False,False,False,28176.810331308377,False,False,False,False
2025-01-07 17:00:00+00:00,1.745,1.755,1.71,1.745,19241.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.724526231175133,6.289384173257936,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-128723.0,-3788.7848046364857,False,False,False,False,28038.270636249334,False,False,False,False
2025-01-07 18:00:00+00:00,1.745,1.755,1.71,1.725,11516.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.803142381891,-0.08781072946705137,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-140239.0,-5904.292016967703,False,False,False,False,27782.1114015788,False,False,False,False
