date,Open,High,Low,Close,Volume,aVWAP_OB_bull_875,aVWAP_OB_bull_868,aVWAP_OB_bull_855,aVWAP_OB_bull_822,aVWAP_OB_bull_778,aVWAP_OB_bull_431,aVWAP_OB_bear_840,aVWAP_OB_bear_744,aVWAP_OB_bear_720,aVWAP_OB_bear_711,aVWAP_OB_bear_230,aVWAP_OB_bear_174,aVWAP_OB_bear_144,aVWAP_OB_bear_117,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,1.515,1.535,1.505,1.535,43168.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,43168.0,False,False,False,False
2024-12-30 16:00:00+00:00,1.535,1.545,1.52,1.525,91136.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-91136.0,-1412.9612403100775,False,False,False,False,43911.68992248062,False,False,False,False
2024-12-30 17:00:00+00:00,1.525,1.565,1.52,1.565,18414.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,27.27272727272727,-90.9090909090909,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72722.0,-2518.5277327083704,False,False,False,False,43516.37690042665,False,False,False,False
2024-12-30 18:00:00+00:00,1.565,1.585,1.555,1.575,31664.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,46.58828469452027,-70.79781650220448,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41058.0,-3116.038930650876,False,False,False,False,43332.61911902468,False,False,False,False
2024-12-30 19:00:00+00:00,1.575,1.575,1.56,1.57,5380.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,56.76082851473095,-58.437824145686086,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46438.0,-3787.6972418035753,False,False,False,False,42744.20641950492,False,False,False,False
2024-12-30 20:00:00+00:00,1.57,1.575,1.545,1.545,59496.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,54.5786265715802,-56.8303331134983,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-105934.0,-5371.360850457783,False,False,False,False,43003.92414943507,False,False,False,False
2024-12-31 15:00:00+00:00,1.565,1.575,1.535,1.535,52347.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,50.853247653454666,-56.046488031816594,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-158281.0,-7742.052930295647,False,False,False,False,43148.77803859112,False,False,False,False
2024-12-31 16:00:00+00:00,1.53,1.535,1.51,1.525,109899.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,46.45410796919808,-55.72364889721134,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-268180.0,-11779.85055928331,False,False,False,False,44183.66520078351,False,False,False,False
2024-12-31 17:00:00+00:00,1.525,1.53,1.49,1.525,54881.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,43.521348179693675,-53.84050794693824,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-268180.0,-15755.046674643258,False,False,False,False,44349.51535270935,False,False,False,False
2024-12-31 18:00:00+00:00,1.525,1.525,1.495,1.495,59532.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,37.36704059656185,-53.84050794693824,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-327712.0,-20591.588586664293,False,False,False,False,44584.90271158207,False,False,False,False
