date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_870,Gap_Up_aVWAP_846,Gap_Up_aVWAP_822,Gap_Up_aVWAP_768,Gap_Up_aVWAP_756,Gap_Up_aVWAP_738,Gap_Up_aVWAP_726,Gap_Up_aVWAP_720,Gap_Up_aVWAP_696,Gap_Down_aVWAP_882,Gap_Down_aVWAP_858,Gap_Down_aVWAP_804,Gap_Down_aVWAP_786,Gap_Down_aVWAP_780,Gap_Down_aVWAP_762,Gap_Down_aVWAP_744,Gap_Down_aVWAP_702,Gap_Down_aVWAP_660,Gap_Down_aVWAP_648,aVWAP_OB_bear_850,aVWAP_OB_bear_611,aVWAP_OB_bear_122,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-04 15:00:00+00:00,18.785,18.84,18.77,18.775,399.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,399.0,False,False,False,False
2025-03-04 16:00:00+00:00,18.78,18.785,18.715,18.755,310.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-310.0,-4.8062015503875966,False,False,False,False,397.62015503875966,False,False,False,False
2025-03-04 17:00:00+00:00,18.755,18.78,18.735,18.74,793.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1103.0,-21.832461991466857,False,False,False,False,403.7500751156781,False,False,False,False
2025-03-04 18:00:00+00:00,18.74,18.81,18.74,18.795,700.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.79016874541493,-30.38884812912656,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-403.0,-27.742036224157292,False,False,False,False,408.3430972069079,False,False,False,False
2025-03-04 19:00:00+00:00,18.79,18.84,18.775,18.82,200.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.20888789960564,-16.019411015079818,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-203.0,-30.45921395711609,False,False,False,False,405.1129716688163,False,False,False,False
2025-03-04 20:00:00+00:00,18.82,18.845,18.68,18.69,770.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.149782054496875,-16.019411015079818,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-973.0,-45.07224939964142,False,False,False,False,410.77013489875714,False,False,False,False
2025-03-05 15:00:00+00:00,18.63,18.63,18.52,18.525,390.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.514560667811722,-11.525439621636764,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1363.0,-65.50523778104233,False,False,False,False,410.4481173034275,False,False,False,False
2025-03-05 16:00:00+00:00,18.525,18.525,18.425,18.45,11.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.061580755319955,-15.714157267461118,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1374.0,-85.79197828056105,False,False,False,False,404.25512323670773,False,False,False,False
2025-03-05 17:00:00+00:00,18.455,18.53,18.455,18.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.243642612016757,-15.714157267461118,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1374.0,-105.7641956715601,False,False,False,False,397.9876019462161,False,False,False,False
2025-03-05 18:00:00+00:00,18.52,18.555,18.465,18.55,12.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.82401658988092,-15.714157267461118,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1362.0,-125.24071976967545,False,False,False,False,392.0032980400732,False,False,False,False
