date,Close,High,Low,Open,Volume,aVWAP_OB_bull_129,aVWAP_OB_bull_98,aVWAP_OB_bull_92,aVWAP_OB_bull_74,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.2975436739,10.3352710917,9.8439073887,9.8514679935,128177,,,,,,"rgba(38, 166, 154, 1.0)",1.0,11.542646,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,128177.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.5999678641,10.7564723825,10.2748618597,10.3958315357,123494,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,123494,9147.703703703703,False,False,False,False,127830.11111111111,False,False,False,False
2022-01-14 00:00:00+00:00,10.7587405639,10.8116647972,10.3958315357,10.5848466546,116450,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,239944,26243.7256515775,False,False,False,False,126987.13991769547,False,False,False,False
2022-01-21 00:00:00+00:00,10.6377708878,11.0762859635,10.4403532982,10.7058163306,189081,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,93.51059035456157,43.86547994454648,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50863,28067.375603312503,False,False,False,False,131586.6851089773,False,False,False,False
2022-01-28 00:00:00+00:00,10.7592586353,10.8579674301,10.1290409453,10.5846199983,169272,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,90.1497962605284,40.95464647001944,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,220135,42294.607040104165,False,False,False,False,134378.18991571973,False,False,False,False
2022-02-04 00:00:00+00:00,10.9414902565,11.2551564345,10.6757358089,10.7668516195,100976,,,,,10.957460833299999,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.957460833299999,,89.00034996981209,40.19998583811275,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,321111,62947.67318528164,False,False,False,False,131903.9536256664,False,False,False,False
2022-02-11 00:00:00+00:00,10.8427814617,10.9756586855,10.6985147616,10.9338972723,179234,,,,,10.881678730754032,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.881678730754032,,85.17182538881988,36.86434715472748,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,141877,68794.28998637188,False,False,False,False,135409.88298672816,False,False,False,False
2022-02-18 00:00:00+00:00,10.4033031945,11.0098271145,10.2809113922,10.8655604143,209594,,,,,10.74603077132559,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.74603077132559,,74.48196499461781,27.110008613596335,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67717,58682.34257997396,False,False,False,False,140905.00276548904,False,False,False,False
2022-02-25 00:00:00+00:00,10.4415506327,10.7016332126,10.1126226641,10.456849608,96430,,,,,10.5553870020868,"rgba(38, 166, 154, 1.0)",-1.0,10.540844,,10.5553870020868,,67.3419329281666,21.03564278799007,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28713,56462.391277753675,False,False,False,False,137610.55811619354,False,False,False,False
2022-03-04 00:00:00+00:00,10.8928704036,10.9770147677,10.4415506327,10.4797980709,256225,,,,,10.695124751484201,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.695124751484201,,66.50850485182164,21.005979308657388,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,284938,73386.51044236452,False,False,False,False,146396.81307054957,False,False,False,False
2022-03-11 00:00:00+00:00,10.7551796261,11.0527446954,10.6327878238,10.992313743,113497,,,,,10.717876814498602,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.717876814498602,,64.29104433975694,19.45489539954569,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,171441,80649.80596515234,False,False,False,False,143959.7898801385,False,False,False,False
2022-03-18 00:00:00+00:00,10.5562929474,10.7475301384,10.2120660034,10.7475301384,129985,,,,,10.682454805331774,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.682454805331774,,60.692654457503295,16.48280187780449,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41456,77746.56107884475,False,False,False,False,142924.6202593875,False,False,False,False
2022-03-25 00:00:00+00:00,11.0203419438,11.0357550095,10.6118957039,10.6174888485,129076,,,,,10.712517843183775,"rgba(38, 166, 154, 1.0)",0.0,0.0,,10.712517843183775,,61.30746168737258,16.48280187780449,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,170532,84619.55655448588,False,False,False,False,141898.79653646992,False,False,False,False
2022-04-01 00:00:00+00:00,11.0434615423,11.138945484,10.8507982216,10.9818092797,159484,,,,,10.75701986424026,"rgba(38, 166, 154, 1.0)",0.0,0.0,,10.75701986424026,,61.875799909335484,16.48280187780449,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,330016,102797.07088378322,False,False,False,False,143201.40420043512,False,False,False,False
2022-04-08 00:00:00+00:00,11.1051138049,11.144802449,10.8277556885,11.0974072721,90645,,,,,10.777794014822852,"rgba(38, 166, 154, 1.0)",0.0,0.0,,10.777794014822852,,62.63412670138506,16.48280187780449,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,420661,126342.54711461409,False,False,False,False,139308.3372226251,False,False,False,False
