date,Open,High,Low,Close,Volume,aVWAP_OB_bull_416,aVWAP_OB_bull_377,aVWAP_OB_bull_219,aVWAP_OB_bull_196,aVWAP_OB_bull_167,aVWAP_OB_bull_160,aVWAP_OB_bear_334,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,57.06,57.145,56.205,56.445,16410.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,16410.0,False,False,False,False
2023-11-10 17:00:00+00:00,56.68,57.41,56.65,57.3,11335.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11335.0,175.73643410852713,False,False,False,False,16331.317829457363,False,False,False,False
2023-11-13 17:00:00+00:00,56.92,56.93,56.25,56.295,18761.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,81.01983002832863,-16.430594900849805,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7426.0,57.88005528513912,False,False,False,False,16368.987320473527,False,False,False,False
2023-11-14 17:00:00+00:00,58.78,58.78,58.295,58.54,12451.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,79.53883303175297,-16.16167459991589,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5025.0,134.88966683110596,False,False,False,False,16308.24333100882,False,False,False,False
2023-11-15 17:00:00+00:00,58.99,59.73,58.87,59.715,36195.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,80.56110154249922,-12.293665564571384,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41220.0,771.8681216089183,False,False,False,False,16616.56513983039,False,False,False,False
2023-11-16 17:00:00+00:00,59.375,59.81,59.33,59.5,17092.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,79.85711736805311,-9.532583536436398,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24128.0,1133.9786933669195,False,False,False,False,16623.936222933793,False,False,False,False
2023-11-17 17:00:00+00:00,59.44,59.97,58.75,58.83,35299.0,,,,,,,,59.18333333333334,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,75.46661494485666,-9.532583536436398,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11171.0,943.2038299038666,False,False,False,False,16913.472095446446,False,False,False,False
2023-11-20 17:00:00+00:00,58.52,59.03,58.325,58.85,26996.0,,,,,,,,58.989044760146626,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,72.59525326324764,-9.532583536436398,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15825.0,1173.9293519208609,False,False,False,False,17069.790357532547,False,False,False,False
2023-11-21 17:00:00+00:00,58.85,58.955,58.72,58.825,22990.0,,,,,,,,58.947070137382504,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,70.52509788028149,-8.994481623552446,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7165.0,1044.6436255344909,False,False,False,False,17161.576553539795,False,False,False,False
2023-11-22 17:00:00+00:00,59.565,59.565,59.14,59.3,7354.0,,,,,,,,58.977865333894655,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,70.6027372576963,-5.686234990274265,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,189.0,1031.3778328905453,False,False,False,False,17009.52110309732,False,False,False,False
