date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_160,Gap_Up_aVWAP_146,Gap_Up_aVWAP_143,Gap_Up_aVWAP_113,Gap_Down_aVWAP_161,Gap_Down_aVWAP_24,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bull_66,aVWAP_OB_bull_53,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,113.9562660324,114.1425171339,112.0447415699,112.0741496386,43151,,,,,,,,,,,,#000000,1.0,102.852684,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,43151.0,False,False,False,False
2022-01-07 00:00:00+00:00,105.7808229467,114.6914677487,105.7171054646,114.6914677487,510286,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-510286,-37798.96296296296,False,False,False,False,77753.59259259258,False,False,False,False
2022-01-14 00:00:00+00:00,103.2713344216,107.3498414363,102.0100223571,105.0848319886,154184,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-664470,-84219.03978052127,False,False,False,False,83415.10425240055,False,False,False,False
2022-01-21 00:00:00+00:00,96.7427431805,102.5860283951,96.6055055268,102.5860283951,293460,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-957930,-148938.37016714935,False,False,False,False,98973.9854188894,False,False,False,False
2022-01-28 00:00:00+00:00,95.3311558852,99.0169671564,92.0913669885,94.8606267867,168643,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,95.47983001003334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1126573,-221355.7501547679,False,False,False,False,104134.65316563833,False,False,False,False
2022-02-04 00:00:00+00:00,95.8310930523,99.6520834124,94.4881245838,94.4881245838,164333,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,96.06084595921757,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069924923947212,-49.14260865953312,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-962240,-276236.0649581184,False,False,False,False,108593.78996818364,False,False,False,False
2022-02-11 00:00:00+00:00,94.3312815509,99.614931219,93.7823309361,95.7526715359,169437,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,96.0098099851867,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4708665937633691,-48.646772287028945,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1131677,-339602.06014640594,False,False,False,False,113100.69441498486,False,False,False,False
2022-02-18 00:00:00+00:00,94.6547703061,97.4779448969,93.9097659002,94.7527972016,85701,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,95.91329609865217,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.454919506155633,-47.76678804693262,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1045976,-391926.0556911166,False,False,False,False,111071.08742128227,False,False,False,False
2022-02-25 00:00:00+00:00,95.8997118791,95.9193172582,88.4888785784,94.0960170017,82425,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,85.04657,,94.52237182588249,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.317881041737728,-45.13660811703724,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-963551,-434268.6441584413,False,False,False,False,108949.15501970581,False,False,False,False
2022-03-04 00:00:00+00:00,94.4195057569,97.5367610342,93.5372636973,94.439111136,78327,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,94.92025704987253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.035029216281843,-43.68448850703654,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1041878,-479276.7445911493,False,False,False,False,106680.84724046834,False,False,False,False
2022-03-11 00:00:00+00:00,93.4000260436,94.8086725321,90.8425043397,94.1986511613,88526,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,94.56178639283806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.055860294932698,-42.9111541583011,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1130404,-527508.3931399531,False,False,False,False,105336.04374117438,False,False,False,False
