date,Open,High,Low,Close,Volume,aVWAP_OB_bull_399,aVWAP_OB_bull_379,aVWAP_OB_bear_363,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,32.01,32.01,32.01,32.01,0.0,,,,,"rgba(38, 166, 154, 1.0)",-1.0,30.978333,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-10 17:00:00+00:00,32.01,33.6,32.01,33.6,1.0,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1.0,0.015503875968992248,False,False,False,False,0.015503875968992248,False,False,False,False
2023-11-13 17:00:00+00:00,33.88,34.05,33.825,33.825,3.0,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4.0,0.07727900967489934,False,False,False,False,0.06177513370590709,False,False,False,False
2023-11-14 17:00:00+00:00,33.04,33.605,33.04,33.605,36.0,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,95.62527618205912,46.06274856385322,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32.0,-0.4200431455138588,False,False,False,False,0.6189569145786837,False,False,False,False
2023-11-15 17:00:00+00:00,33.45,33.52,33.45,33.52,14.0,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,91.14598887749212,42.29387341881936,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46.0,-1.12670914325783,False,False,False,False,0.8264149469107971,False,False,False,False
2023-11-16 17:00:00+00:00,33.52,33.52,33.52,33.52,0.0,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,88.15979734111411,40.01504943652728,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46.0,-1.8224190790212744,False,False,False,False,0.8136023120749708,False,False,False,False
2023-11-17 17:00:00+00:00,33.52,33.52,33.52,33.52,0.0,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,86.16900298352877,38.60183966549894,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46.0,-2.5073428142302467,False,False,False,False,0.8009883227404752,False,False,False,False
2023-11-20 17:00:00+00:00,33.52,33.52,33.52,33.52,0.0,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,84.84180674513856,37.67970371906543,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46.0,-3.1816475768003203,False,False,False,False,0.7885698991320956,False,False,False,False
2023-11-21 17:00:00+00:00,33.25,33.25,32.925,32.925,64.0,,,,33.03333333333333,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,73.6290598186045,27.733954193079995,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-110.0,-4.837746063981711,False,False,False,False,1.7685920712385748,False,False,False,False
2023-11-22 17:00:00+00:00,32.925,33.25,32.925,33.25,2.0,,,,33.08914141414141,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,69.21321829881495,24.40637938664149,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-108.0,-6.43716085368742,False,False,False,False,1.7721797910643333,False,False,False,False
