date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_852,Gap_Up_aVWAP_438,Gap_Up_aVWAP_420,Gap_Up_aVWAP_418,Gap_Up_aVWAP_324,Gap_Up_aVWAP_252,Gap_Up_aVWAP_246,Gap_Up_aVWAP_222,Gap_Up_aVWAP_219,Gap_Up_aVWAP_210,Gap_Down_aVWAP_876,Gap_Down_aVWAP_612,Gap_Down_aVWAP_540,Gap_Down_aVWAP_492,Gap_Down_aVWAP_318,Gap_Down_aVWAP_192,Gap_Down_aVWAP_54,aVWAP_OB_bull_659,aVWAP_OB_bull_632,aVWAP_OB_bull_54,aVWAP_OB_bear_858,aVWAP_OB_bear_421,aVWAP_OB_bear_288,aVWAP_OB_bear_125,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,3.88,4.06,3.88,4.06,250.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,250.0,False,False,False,False
2025-01-21 16:00:00+00:00,4.06,4.105,4.06,4.105,7.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,7.0,0.10852713178294573,False,False,False,False,246.2325581395349,False,False,False,False
2025-01-21 17:00:00+00:00,4.105,4.25,4.105,4.25,257.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,264.0,4.199867796406466,False,False,False,False,246.39949522264288,False,False,False,False
2025-01-21 18:00:00+00:00,4.25,4.25,4.21,4.21,250.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,93.47826086956522,44.1304347826087,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,14.0,4.351807830570707,False,False,False,False,246.45531700213678,False,False,False,False
2025-01-21 19:00:00+00:00,4.21,4.21,4.2,4.205,9.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,88.4125044915559,39.96255839022639,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5.0,4.3618573215696115,False,False,False,False,242.7738392191579,False,False,False,False
2025-01-21 20:00:00+00:00,4.205,4.205,4.205,4.205,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,85.03533357288302,37.435745598275275,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5.0,4.371751006506517,False,False,False,False,239.009903727388,False,False,False,False
2025-01-22 15:00:00+00:00,4.205,4.55,4.205,4.55,200.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,87.85493358559292,34.72434883884344,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,205.0,7.482266494777733,False,False,False,False,238.40509901843626,False,False,False,False
2025-01-22 16:00:00+00:00,4.55,4.645,4.55,4.645,221.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,90.12133071777568,36.42201910600927,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,426.0,13.97091352586645,False,False,False,False,238.13525252202638,False,False,False,False
2025-01-22 17:00:00+00:00,4.645,4.655,4.645,4.655,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,91.66910910117394,37.59900692192754,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,427.0,20.37446525414759,False,False,False,False,234.4587369790492,False,False,False,False
2025-01-22 18:00:00+00:00,4.65,4.65,4.6,4.6,109.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,89.11787678559902,37.59900692192754,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,318.0,24.988814630052282,False,False,False,False,232.51364028169962,False,False,False,False
2025-01-22 19:00:00+00:00,4.6,4.6,4.495,4.495,300.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,81.93098457421226,37.08437205954722,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,18.0,24.88046091485767,False,False,False,False,233.55994043237092,False,False,False,False
2025-01-22 20:00:00+00:00,4.495,4.58,4.495,4.57,291.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,78.61053068964586,34.372170591072845,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,309.0,29.28541500920096,False,False,False,False,234.45048399155897,False,False,False,False
2025-01-23 15:00:00+00:00,4.57,4.57,4.515,4.515,299.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,73.97666936731358,30.360511351215607,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10.0,28.986416326887767,False,False,False,False,235.45125168161232,False,False,False,False
2025-01-23 16:00:00+00:00,4.515,4.515,4.515,4.515,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,70.88742848575872,27.723050211244185,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10.0,28.692053283060048,False,False,False,False,231.8008446787966,False,False,False,False
2025-01-23 17:00:00+00:00,4.515,4.515,4.435,4.435,4.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,65.44945824999708,22.844591164652684,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,6.0,28.34023850347772,False,False,False,False,228.26904863726486,False,False,False,False
