date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_149,aVWAP_OB_bull_136,aVWAP_OB_bull_70,aVWAP_OB_bear_165,aVWAP_OB_bear_103,aVWAP_OB_bear_50,aVWAP_OB_bear_23,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,1.9350533879,2.0509782453,1.8726323109,1.9528879814,1009725,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,2.1674058,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1009725.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.0688128387,2.1401512125,1.9173079675,1.9350533879,601201,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,601201,44533.4074074074,False,False,False,False,979463.9629629629,False,False,False,False
2022-01-14 00:00:00+00:00,2.3274144435,2.345249037,1.9796398715,2.0688128387,707596,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1308797,138182.5624142661,False,False,False,False,959325.5953360768,False,False,False,False
2022-01-21 00:00:00+00:00,2.122316619,2.3898355206,2.0527617046,2.3630836304,635719,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,89.59119022532515,40.16042200987768,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,673078,177804.44667987604,False,False,False,False,935354.7364222934,False,False,False,False
2022-01-28 00:00:00+00:00,2.0955647289,2.2649933665,1.9439706847,2.0509782453,468857,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,81.2764174186917,32.72728717952138,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,204221,179761.22840729263,False,False,False,False,900799.3485391606,False,False,False,False
2022-02-04 00:00:00+00:00,1.9618052781,2.2292350067,1.9319323341,2.1133993223,1003661,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,71.7761075986388,24.398859788326888,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-799440,107227.80408082649,False,False,False,False,908418.7301288523,False,False,False,False
2022-02-11 00:00:00+00:00,2.1044820256,2.1401512125,1.8637150142,1.9350533879,1039388,,,,,,,,,2.0361160841,"rgba(38, 166, 154, 1.0)",0.0,0.0,,2.0361160841,,67.82064358098872,21.51595219077285,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,239948,117058.92970446897,False,False,False,False,918120.1575267151,False,False,False,False
2022-02-18 00:00:00+00:00,2.0457980729,2.28282796,2.0278524758,2.1401512125,1188106,,,,,,,,,2.0802321844367286,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.0802321844367286,,63.71272546215606,18.396122656172025,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-948158,38153.97194858239,False,False,False,False,938119.1088210326,False,False,False,False
2022-02-25 00:00:00+00:00,2.2521724399,2.2521724399,1.9470972887,2.0727164686,847538,,,,,,,,,2.0995940335932843,"rgba(38, 166, 154, 1.0)",0.0,0.0,,2.0995940335932843,,63.78458603700642,18.396122656172025,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100620,27874.41847090962,False,False,False,False,931409.3970565116,False,False,False,False
2022-03-04 00:00:00+00:00,2.7097851667,2.7187579653,2.1983356485,2.2342268428,2363497,,,,,,,,,2.291983833496195,"rgba(38, 166, 154, 1.0)",0.0,0.0,,2.291983833496195,,67.43267129161929,18.396122656172025,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2262877,193430.16525084223,False,False,False,False,1037489.9602375107,False,False,False,False
2022-03-11 00:00:00+00:00,2.539301994,3.1853434907,2.5123835983,2.8174587495,4043494,,,,,,,,,2.615565942162546,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.615565942162546,,67.36178483347445,18.396122656172025,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1780617,47204.44930633539,False,False,False,False,1260156.9261458432,False,False,False,False
2022-03-18 00:00:00+00:00,2.4226556127,2.5213563969,2.2073084471,2.476492404,1086245,,,,,,,,,2.572023047405234,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.572023047405234,,65.73084090305727,18.396122656172025,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2866862,-168652.32471635612,False,False,False,False,1247274.561246151,False,False,False,False
2022-03-25 00:00:00+00:00,2.5841659868,2.6468858488,2.3867644184,2.476492404,688248,,,,,,,,,2.5663121262512014,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.5663121262512014,,65.75834943175172,18.396122656172025,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2178614,-317538.3747373668,False,False,False,False,1205865.1863390286,False,False,False,False
2022-04-01 00:00:00+00:00,2.682866771,2.8533499438,2.4316284112,2.5303291954,1219194,,,,,,,,,2.5751571291130633,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.5751571291130633,,66.42751352327394,18.396122656172025,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-959420,-365085.16179385816,False,False,False,False,1206852.505869471,False,False,False,False
2022-04-08 00:00:00+00:00,2.6200571811,2.8174587495,2.4675196055,2.7187579653,1048227,,,,,,,,,2.5792993034399836,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.5792993034399836,,66.06125653757604,18.396122656172025,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2007647,-486756.4090683872,False,False,False,False,1195102.4683976583,False,False,False,False
