date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_132,aVWAP_OB_bull_96,aVWAP_OB_bull_42,aVWAP_OB_bull_28,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,24.929826595,25.1871884212,24.8211922883,25.1871884212,126773,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,25.594011,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,126773.0,False,False,False,False
2022-01-07 00:00:00+00:00,24.7796018186,24.9542817912,24.621558034,24.8711008519,85364,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-85364,-6323.259259259259,False,False,False,False,123705.66666666666,False,False,False,False
2022-01-14 00:00:00+00:00,24.8794189458,25.0624170123,24.6797846915,24.7463294429,121140,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,11.881658681214931,-79.70414670303734,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35776,-3204.79561042524,False,False,False,False,123515.6172839506,False,False,False,False
2022-01-21 00:00:00+00:00,24.9784042636,25.0624170123,24.6631485036,24.8461465701,155674,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,25.483074061653667,-66.1967805170874,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,191450,11214.078138495148,False,False,False,False,125897.71970736167,False,False,False,False
2022-01-28 00:00:00+00:00,24.7179322039,24.9043732276,24.6124502742,24.9043732276,134382,,,,,,24.744918568566664,"rgba(239, 83, 80, 1.0)",0.0,0.0,,24.744918568566664,,27.320373168092736,-63.880717392269375,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57068,14610.664943051062,False,False,False,False,126526.18491422376,False,False,False,False
2022-02-04 00:00:00+00:00,25.0216834141,25.1386071684,24.6625604546,24.7377257252,294152,,,,,,24.87947764510977,"rgba(38, 166, 154, 1.0)",0.0,0.0,,24.87947764510977,,35.76710365190025,-54.88559674021804,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,351220,39544.689762084316,False,False,False,False,138942.9119576146,False,False,False,False
2022-02-11 00:00:00+00:00,24.9381664468,25.33904789,24.9381664468,24.9966283239,62616,,,,,,24.987894660327612,"rgba(239, 83, 80, 1.0)",0.0,0.0,,24.987894660327612,,40.21577254998523,-49.62515475630856,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,288604,57993.527557485475,False,False,False,False,133289.06662742092,False,False,False,False
2022-02-18 00:00:00+00:00,25.2534429985,25.3306961933,24.9381664468,24.9966283239,100340,,,,,,25.042303095200214,"rgba(38, 166, 154, 1.0)",0.0,0.0,,25.042303095200214,,47.32577772167019,-41.6599497344549,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,388944,82508.3773680421,False,False,False,False,130848.39502538975,False,False,False,False
2022-02-25 00:00:00+00:00,24.7488351565,25.2015577508,23.9782845334,25.0925689781,93881,,,,,,24.931381113026646,"rgba(239, 83, 80, 1.0)",0.0,0.0,,24.931381113026646,,46.32940986961601,-41.446892076630924,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,295063,98253.16422966862,False,False,False,False,128110.06946795346,False,False,False,False
2022-03-04 00:00:00+00:00,23.3152974453,24.8034972179,23.2397598421,24.1200537755,279436,,,,,,24.464444399799287,"rgba(239, 83, 80, 1.0)",0.0,0.0,,24.464444399799287,,39.37351812081257,-41.446892076630924,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15627,92132.70762006355,False,False,False,False,139319.39765551247,False,False,False,False
2022-03-11 00:00:00+00:00,22.8289560065,23.2229923386,22.6361297163,23.2229923386,136720,,,,,,23.77366053360323,"rgba(239, 83, 80, 1.0)",0.0,0.0,,23.77366053360323,,33.44143538926689,-41.446892076630924,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-121093,76338.2107593181,False,False,False,False,139126.84968103006,False,False,False,False
2022-03-18 00:00:00+00:00,23.4996561462,23.508039898,22.6361297163,22.745118489,97678,,,,,,23.61697302548564,"rgba(38, 166, 154, 1.0)",0.0,0.0,,23.61697302548564,,33.50131629335365,-41.446892076630924,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23415,68949.08403640565,False,False,False,False,136056.56451947227,False,False,False,False
2022-03-25 00:00:00+00:00,23.3026379802,24.0194487545,23.1005919861,23.6170286707,87839,,,,,,23.652275458204326,"rgba(239, 83, 80, 1.0)",0.0,0.0,,23.652275458204326,,33.01564611189346,-41.446892076630924,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-111254,55600.70744111634,False,False,False,False,132484.89307358544,False,False,False,False
2022-04-01 00:00:00+00:00,23.5551954727,23.8245901315,23.2352893155,23.3025537943,39843,,,,,,23.662702951278817,"rgba(239, 83, 80, 1.0)",0.0,0.0,,23.662702951278817,,34.036422017647126,-41.446892076630924,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-71411,46192.432815848464,False,False,False,False,125622.53062369021,False,False,False,False
