date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_61,Gap_Up_aVWAP_29,Gap_Down_aVWAP_107,Gap_Down_aVWAP_85,Gap_Down_aVWAP_35,Gap_Down_aVWAP_34,Gap_Down_aVWAP_24,aVWAP_OB_bull_136,aVWAP_OB_bull_96,aVWAP_OB_bear_163,aVWAP_OB_bear_149,aVWAP_OB_bear_1,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,50.8572035032,52.1597660165,49.511919121,49.8482402165,1609195,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1609195.0,False,False,False,False
2022-01-07 00:00:00+00:00,50.9390113372,53.2659897281,50.6935878351,50.9299215779,1907132,,,,,,,,,,,,51.632862966800005,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,-1.0,53.26599,50.69359,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1907132,141269.03703703702,False,False,False,False,1631264.4074074074,False,False,False,False
2022-01-14 00:00:00+00:00,49.9300480506,51.3934993042,48.9119950046,50.8753830219,1822581,,,,,,,,,,,,50.87330675539336,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.43862167871656,-69.5262024457755,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,84551,137067.70096021946,False,False,False,False,1645436.0068587107,False,False,False,False
2022-01-21 00:00:00+00:00,46.030541294,49.7664323825,46.0123617754,49.3573932122,1425043,,,,,,,,,,,,49.87710388206653,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.870635434413046,-69.5262024457755,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1340492,27618.83422242543,False,False,False,False,1629110.5989432505,False,False,False,False
2022-01-28 00:00:00+00:00,44.9488599327,47.7121467718,43.4763189197,45.2670015095,1999670,,,,,,,,,,,,48.61990919686458,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.3791085414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.10009905922217,-69.5262024457755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3340162,-221846.41275701346,False,False,False,False,1656559.4434659728,False,False,False,False
2022-02-04 00:00:00+00:00,43.8762683306,46.3759521489,43.5581267538,44.421653891,2124423,,,,,,,,,,,,47.70032744102457,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.979547036673914,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49317179009082,-69.5262024457755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5464585,-610197.4192194568,False,False,False,False,1691216.0032092342,False,False,False,False
2022-02-11 00:00:00+00:00,47.8484931619,48.7211100585,43.4763189197,43.7217424219,3161751,,,,,,,,,,,,47.44151517611298,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.20015153478103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2577858759294,-69.5262024457755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2302834,-735577.9066846822,False,False,False,False,1800144.5214900316,False,False,False,False
2022-02-18 00:00:00+00:00,47.7666853278,50.3936257769,47.448543751,48.1211859421,2039282,,,,,,,,,,,,47.59569766861579,"rgba(239, 83, 80, 0.5)",1.0,49.036366,,47.426632586026365,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.844918826092254,-69.5262024457755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4342116,-1002728.876559891,False,False,False,False,1817858.4087870663,False,False,False,False
2022-02-25 00:00:00+00:00,48.1030064234,48.2893464898,44.5216412437,47.7666853278,1456676,,,,,,,,,,,,47.53862766770156,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.20602764764692,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.32697051419298,-69.5262024457755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2885440,-1142188.959777677,False,False,False,False,1791104.1562843206,False,False,False,False
2022-03-04 00:00:00+00:00,45.6487714018,48.2938913695,45.1351999991,47.1576714521,2181188,,,,,,,,,,,,47.396647400116905,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.92882260296178,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3627861883825,-69.5262024457755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5066628,-1432888.1479422934,False,False,False,False,1819999.2558188154,False,False,False,False
