date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_864,Gap_Up_aVWAP_852,Gap_Up_aVWAP_834,Gap_Up_aVWAP_822,Gap_Up_aVWAP_810,Gap_Up_aVWAP_792,Gap_Up_aVWAP_786,Gap_Up_aVWAP_762,Gap_Up_aVWAP_750,Gap_Up_aVWAP_732,Gap_Down_aVWAP_870,Gap_Down_aVWAP_816,Gap_Down_aVWAP_774,Gap_Down_aVWAP_768,Gap_Down_aVWAP_660,Gap_Down_aVWAP_654,Gap_Down_aVWAP_606,Gap_Down_aVWAP_600,Gap_Down_aVWAP_582,Gap_Down_aVWAP_558,aVWAP_OB_bull_816,aVWAP_OB_bull_713,aVWAP_OB_bull_564,aVWAP_OB_bull_456,aVWAP_OB_bull_336,aVWAP_OB_bear_792,aVWAP_OB_bear_113,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,105.34,105.67,105.03,105.535,20058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,20058.0,False,False,False,False
2025-01-23 16:00:00+00:00,105.44,105.87,105.13,105.47,21804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-21804.0,-338.04651162790697,False,False,False,False,20085.069767441862,False,False,False,False
2025-01-23 17:00:00+00:00,105.42,105.975,105.385,105.795,17130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,28.30188679245302,-92.45283018867953,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4674.0,-405.27059671894716,False,False,False,False,20039.25473228772,False,False,False,False
2025-01-23 18:00:00+00:00,105.76,106.19,105.735,105.815,14850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,47.44914454201016,-72.3901095348328,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,10176.0,-241.219889793072,False,False,False,False,19958.801170546827,False,False,False,False
2025-01-23 19:00:00+00:00,105.9,106.17,105.715,106.08,16469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,62.36584243029223,-55.58561501355989,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,26645.0,175.62072865333218,False,False,False,False,19904.695726042224,False,False,False,False
2025-01-23 20:00:00+00:00,106.06,106.39,105.765,106.09,43228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,72.35935103129113,-42.66520912979267,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,69873.0,1256.2002522401021,False,False,False,False,20266.29734269273,False,False,False,False
2025-01-24 15:00:00+00:00,107.92,108.06,106.965,108.055,28941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,81.07938440848429,-30.342982422903745,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,98814.0,2768.7242793371547,False,False,False,False,20400.788856759507,False,False,False,False
2025-01-24 16:00:00+00:00,107.985,109.36,107.98,108.255,51101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,86.93446464229142,-20.311111808216516,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,149915.0,5050.061887409447,False,False,False,False,20876.76112254618,False,False,False,False
2025-01-24 17:00:00+00:00,108.235,108.875,108.18,108.71,28756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,90.91822121471515,-11.762761991251573,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,178671.0,7741.85937752713,False,False,False,False,20998.919864832285,False,False,False,False
2025-01-24 18:00:00+00:00,108.69,108.975,108.16,108.16,19436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,87.15339922854348,-10.875487171295369,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,159235.0,10090.59023989105,False,False,False,False,20974.68854909845,False,False,False,False
