date,Open,High,Low,Close,Volume,aVWAP_OB_bull_869,aVWAP_OB_bull_828,aVWAP_OB_bull_602,aVWAP_OB_bull_594,aVWAP_OB_bull_431,aVWAP_OB_bull_304,aVWAP_OB_bull_277,aVWAP_OB_bull_264,aVWAP_OB_bull_136,aVWAP_OB_bull_120,aVWAP_OB_bull_89,aVWAP_OB_bull_73,aVWAP_OB_bull_41,aVWAP_OB_bull_17,aVWAP_OB_bear_815,aVWAP_OB_bear_773,aVWAP_OB_bear_751,aVWAP_OB_bear_722,aVWAP_OB_bear_678,aVWAP_OB_bear_581,aVWAP_OB_bear_54,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,77.73,77.73,77.26,77.555,8284.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,8284.0,False,False,False,False
2024-12-30 16:00:00+00:00,77.55,77.94,77.47,77.83,7366.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7366.0,114.2015503875969,False,False,False,False,8269.767441860466,False,False,False,False
2024-12-30 17:00:00+00:00,77.83,78.35,77.73,78.345,2041.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9407.0,258.27594495523107,False,False,False,False,8173.197404002163,False,False,False,False
2024-12-30 18:00:00+00:00,78.345,78.55,78.29,78.495,2553.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11960.0,439.69802332801817,False,False,False,False,8086.062560529261,False,False,False,False
2024-12-30 19:00:00+00:00,78.53,78.53,78.165,78.36,3276.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,94.81798579902204,45.336187219119836,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8684.0,567.5166586252582,False,False,False,False,8011.487947187722,False,False,False,False
2024-12-30 20:00:00+00:00,78.34,78.47,77.765,77.825,7350.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,79.8391314308211,32.166139139797664,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1334.0,579.4001212822309,False,False,False,False,8001.23232009954,False,False,False,False
2024-12-31 15:00:00+00:00,77.81,78.07,77.665,77.795,5689.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,69.43465115416899,23.86666260733412,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4355.0,502.89779382049085,False,False,False,False,7965.383756997221,False,False,False,False
2024-12-31 16:00:00+00:00,77.815,77.89,77.55,77.62,3350.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,60.20023025237573,16.72560573387426,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7705.0,375.6435644589328,False,False,False,False,7893.827419679435,False,False,False,False
2024-12-31 17:00:00+00:00,77.66,77.8,77.465,77.795,3162.0,,,,,,,,,,,,,,,,,,,,,,77.68666666666667,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,56.71583281736261,14.668386001235888,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4543.0,299.38552469987957,False,False,False,False,7820.465754258047,False,False,False,False
2024-12-31 18:00:00+00:00,77.795,78.09,77.615,78.005,2405.0,,,,,,,,,,,,,,,,,,,,,,77.78026884617687,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,57.016511628803,14.668386001235888,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2138.0,261.59660183631553,False,False,False,False,7736.5050448897055,False,False,False,False
2024-12-31 19:00:00+00:00,77.97,78.47,77.97,78.465,4104.0,,,,,,,,,,,,,,,,,,,,,,78.0015300037914,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,61.15118460324446,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1966.0,288.0214607225742,False,False,False,False,7680.187137216997,False,False,False,False
2024-12-31 20:00:00+00:00,78.455,78.475,78.085,78.22,8159.0,,,,,,,,,,,,,,,,,,,,,,78.18990287904282,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,60.59857022139899,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6193.0,187.54050784315444,False,False,False,False,7687.610592453942,False,False,False,False
2025-01-01 15:00:00+00:00,78.22,78.22,78.22,78.22,0.0,,,,,,,,,,,,,,,,,,,,,,78.18990287904282,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,60.230160633502,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6193.0,88.61739919442337,False,False,False,False,7568.422831330626,False,False,False,False
2025-01-01 16:00:00+00:00,78.22,78.22,78.22,78.22,0.0,,,,,,,,,,,,,,,,,,,,,,78.18990287904282,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.984554241570684,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6193.0,-8.77201784735064,False,False,False,False,7451.082942472786,False,False,False,False
2025-01-01 17:00:00+00:00,78.22,78.22,78.22,78.22,0.0,,,,,,,,,,,,,,,,,,,,,,78.18990287904282,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.8208166469498,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6193.0,-104.65152144661651,False,False,False,False,7335.562276698014,False,False,False,False
2025-01-01 18:00:00+00:00,78.22,78.22,78.22,78.22,0.0,,,,,,,,,,,,,,,,,,,,,,78.18990287904282,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.71165825053588,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6193.0,-199.0445211141108,False,False,False,False,7221.832628997269,False,False,False,False
2025-01-01 19:00:00+00:00,78.22,78.22,78.22,78.22,0.0,,,,,,,,,,,,,,,,,,,,,,78.18990287904282,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.638885986259936,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6193.0,-291.97406342241914,False,False,False,False,7109.866231648474,False,False,False,False
2025-01-01 20:00:00+00:00,78.22,78.22,78.22,78.22,0.0,,,,,,,,,,,,,,,,,,,,,,78.18990287904282,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.59037114340931,14.668386001235888,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6193.0,-383.4628376329243,False,False,False,False,6999.63574743687,False,False,False,False
