date,Close,High,Low,Open,Volume,aVWAP_OB_bear_153,aVWAP_OB_bear_0,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,261.5379598622,265.9922919958,259.1655438345,263.0344746106,149675,,262.23193189750003,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,-1.0,265.99228,259.16556,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,149675.0,False,False,False,False
2022-01-07 00:00:00+00:00,255.2966130583,266.6481175768,245.3932066348,264.0996409904,320654,,257.83275973316375,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-320654,-23752.148148148146,False,False,False,False,162340.11111111112,False,False,False,False
2022-01-14 00:00:00+00:00,250.2700841091,260.0502481417,243.2540708473,254.6275829355,246649,,255.548075909052,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-567303,-64015.17421124828,False,False,False,False,168585.21399176956,False,False,False,False
2022-01-21 00:00:00+00:00,230.2079834519,251.5641292151,229.976375787,247.7612211485,347084,,249.57930317153478,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-914387,-127005.67982522989,False,False,False,False,181807.34628867553,False,False,False,False
2022-01-28 00:00:00+00:00,219.5078276689,232.2502859322,211.651813985,225.1638484468,378031,,242.12332949613975,221.13664252869998,"rgba(239, 83, 80, 1.0)",0.0,0.0,,221.13664252869998,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1292418,-213332.51835669432,False,False,False,False,196342.43174877364,False,False,False,False
2022-02-04 00:00:00+00:00,238.6917348159,241.8181979844,219.2421225838,219.2421225838,363938,,240.33537987288304,227.07861643261802,"rgba(38, 166, 154, 1.0)",0.0,0.0,,227.07861643261802,,9.88123682584311,-40.65914331307019,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-928480,-266306.4058858281,False,False,False,False,208756.9182859015,False,False,False,False
2022-02-11 00:00:00+00:00,226.9475700528,240.507386231,225.4684784122,237.3809230626,268702,,239.12303448062843,228.11438955484823,"rgba(239, 83, 80, 1.0)",0.0,0.0,,228.11438955484823,,15.11221685244469,-36.11951761085835,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1197182,-335260.15359798894,False,False,False,False,213197.29470916808,False,False,False,False
2022-02-18 00:00:00+00:00,223.5731154715,234.4758807984,220.8629236031,226.8235743464,200506,,237.99335154055592,227.81468164807728,"rgba(239, 83, 80, 1.0)",0.0,0.0,,227.81468164807728,,18.414858944413048,-33.507561061916306,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1397688,-413958.5125907305,False,False,False,False,212257.19880478526,False,False,False,False
2022-02-25 00:00:00+00:00,219.8709579519,226.1194558708,203.8312276458,222.7848570523,217597,,236.1265783517207,226.10782571678962,"rgba(239, 83, 80, 1.0)",0.0,0.0,,226.10782571678962,,20.32018319936642,-32.205202533436314,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1615285,-502945.65980623197,False,False,False,False,212652.73963406042,False,False,False,False
2022-03-04 00:00:00+00:00,195.1869555426,218.5335756901,192.9284623189,217.027913541,316750,,232.30356998307929,221.77237636559002,"rgba(239, 83, 80, 1.0)",0.0,0.0,,221.77237636559002,,19.542546839165375,-32.205202533436314,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1932035,-608804.1294502148,False,False,False,False,220363.64780931518,False,False,False,False
