date,Open,High,Low,Close,Volume,aVWAP_OB_bull_428,aVWAP_OB_bull_384,aVWAP_OB_bear_427,aVWAP_OB_bear_303,aVWAP_OB_bear_280,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,9.115,9.16,8.375,8.705,386007.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,386007.0,False,False,False,False
2023-11-10 17:00:00+00:00,7.905,8.115,7.86,8.005,150293.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-150293.0,-2330.124031007752,False,False,False,False,382352.51937984495,False,False,False,False
2023-11-13 17:00:00+00:00,7.825,7.955,7.735,7.89,165535.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-315828.0,-7190.556216573523,False,False,False,False,378991.00745147525,False,False,False,False
2023-11-14 17:00:00+00:00,8.15,8.19,8.035,8.065,197772.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,7.025499962828031,-43.677050033454776,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-118056.0,-8909.40030623905,False,False,False,False,376181.4104367237,False,False,False,False
2023-11-15 17:00:00+00:00,7.81,7.985,7.775,7.89,155687.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,10.362625199009209,-41.095167318661396,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-273743.0,-13015.347588312863,False,False,False,False,372762.89244545664,False,False,False,False
2023-11-16 17:00:00+00:00,7.515,7.52,7.36,7.405,132562.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,10.463134352696969,-41.095167318661396,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-406305.0,-19112.861579191733,False,False,False,False,369038.847601341,False,False,False,False
2023-11-17 17:00:00+00:00,7.385,7.505,7.315,7.43,80281.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,11.162364029057377,-41.003190840902676,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-326024.0,-23871.173802770154,False,False,False,False,364561.98174705665,False,False,False,False
2023-11-20 17:00:00+00:00,7.41,7.43,7.145,7.175,113933.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,10.808303733052416,-41.003190840902676,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-439957.0,-30322.116844587672,False,False,False,False,360676.2610998155,False,False,False,False
2023-11-21 17:00:00+00:00,6.605,6.665,6.515,6.65,104440.0,,,,,,6.609999999999999,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.609999999999999,,9.521452560533985,-41.003190840902676,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-544397.0,-38292.27007180337,False,False,False,False,356703.6058889656,False,False,False,False
2023-11-22 17:00:00+00:00,7.09,7.1,6.985,7.005,118257.0,,,,,,6.8330292280542615,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.8330292280542615,,14.615000067979421,-38.27730734160891,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-426140.0,-44305.413171465334,False,False,False,False,353006.7592860359,False,False,False,False
