date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_107,aVWAP_OB_bull_95,aVWAP_OB_bull_41,aVWAP_OB_bear_160,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,98.2716392695,98.7980773878,97.1900482266,97.4580530868,240248,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,97.2864,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,240248.0,False,False,False,False
2022-01-07 00:00:00+00:00,95.7064498935,99.2958006995,95.5868048666,99.1809414738,406051,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-406051,-30077.85185185185,False,False,False,False,252529.7037037037,False,False,False,False
2022-01-14 00:00:00+00:00,94.5770008398,97.4197666782,92.921209384,94.2228515603,300549,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-706600,-80190.60356652949,False,False,False,False,256086.68861454047,False,False,False,False
2022-01-21 00:00:00+00:00,89.3604776683,93.2274049367,89.2073320339,92.988114883,355307,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1061907,-152910.33663567546,False,False,False,False,263436.3413097597,False,False,False,False
2022-01-28 00:00:00+00:00,85.8094132708,89.274333249,83.9573082549,87.4461572384,474639,,,,,,86.34701825823335,"rgba(239, 83, 80, 1.0)",0.0,0.0,,86.34701825823335,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1536546,-255401.86725525506,False,False,False,False,279080.98269422195,False,False,False,False
2022-02-04 00:00:00+00:00,86.5559982385,90.0879194317,85.7615552601,86.0965613353,302512,,,,,,86.78356013365902,"rgba(239, 83, 80, 1.0)",0.0,0.0,,86.78356013365902,,1.8597336881965498,-48.2419704978767,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1234034,-327893.13634745835,False,False,False,False,280816.6136057611,False,False,False,False
2022-02-11 00:00:00+00:00,85.2542603461,89.8773441844,84.9479690774,86.2784217761,451445,,,,,,86.7503542612104,"rgba(239, 83, 80, 1.0)",0.0,0.0,,86.7503542612104,,2.9864919859696553,-47.253109934068,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1685479,-428455.05217357253,False,False,False,False,293455.7533386677,False,False,False,False
2022-02-18 00:00:00+00:00,86.1157045396,88.891469163,84.1977469009,85.1011147117,209005,,,,,,86.69965661831822,"rgba(239, 83, 80, 1.0)",0.0,0.0,,86.69965661831822,,5.7124635639673,-44.77804909930801,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1476474,-506086.0853459005,False,False,False,False,287200.14198024786,False,False,False,False
2022-02-25 00:00:00+00:00,86.6229994535,86.7952882922,79.4442978414,85.244688744,429477,,,,,,85.21616615244383,"rgba(38, 166, 154, 1.0)",-1.0,80.55841,,85.21616615244383,,8.736698005621228,-42.10364175610968,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1046997,-546153.5605054634,False,False,False,False,297739.16850022954,False,False,False,False
2022-03-04 00:00:00+00:00,82.172204454,87.6184460771,81.3586182713,86.3071365826,235271,,,,,,84.97922346241818,"rgba(239, 83, 80, 1.0)",0.0,0.0,,84.97922346241818,,9.554326167632967,-41.585433697685986,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1282268,-600680.5560235772,False,False,False,False,293111.8967594718,False,False,False,False
2022-03-11 00:00:00+00:00,83.0815066582,86.0391317224,79.8271619273,82.1434896475,320981,,,,,,84.60824582016306,"rgba(38, 166, 154, 1.0)",0.0,0.0,,84.60824582016306,,11.637777899300492,-39.82735550150801,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-961287,-627392.1444662751,False,False,False,False,295176.2747772887,False,False,False,False
2022-03-18 00:00:00+00:00,88.7287519264,88.9106123673,82.6124981529,83.9812372602,300823,,,,,,85.03141437724877,"rgba(38, 166, 154, 1.0)",0.0,0.0,,85.03141437724877,,19.853504420006765,-32.28714792862442,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-660464,-629841.9115428473,False,False,False,False,295594.55071971175,False,False,False,False
2022-03-25 00:00:00+00:00,89.2734718048,89.7527152652,87.6375892814,88.6904655178,147204,,,,,,85.34361224917772,"rgba(38, 166, 154, 1.0)",0.0,0.0,,85.34361224917772,,26.20610528402269,-26.765701425838742,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-513260,-621206.2143915253,False,False,False,False,284602.6580738072,False,False,False,False
2022-04-01 00:00:00+00:00,90.8262206165,91.6984437144,88.8987992674,89.283056674,233919,,,,,,87.43243797452557,"rgba(38, 166, 154, 1.0)",0.0,0.0,,87.43243797452557,,32.065723143323815,-21.81644949619347,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-279341,-595882.8651773382,False,False,False,False,280848.31303130294,False,False,False,False
2022-04-08 00:00:00+00:00,87.3469130939,91.3150489461,87.0497821485,90.6249383631,323393,,,,,,87.29713928357353,"rgba(239, 83, 80, 1.0)",0.0,0.0,,87.29713928357353,,34.102974350951385,-20.52695043138334,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-602734,-596390.3566456835,False,False,False,False,283999.7713252805,False,False,False,False
2022-04-15 00:00:00+00:00,85.5832971596,87.5002710013,85.2094872605,87.0593670177,137266,,,,,,87.07700224647323,"rgba(239, 83, 80, 1.0)",0.0,0.0,,87.07700224647323,,34.65794652030653,-20.502483462160427,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-740000,-607028.1080052626,False,False,False,False,273130.6030789634,False,False,False,False
2022-04-22 00:00:00+00:00,83.7813417485,88.9092467749,83.6088141027,85.276581345,243748,,,,,,86.74796070067367,"rgba(239, 83, 80, 1.0)",0.0,0.0,,86.74796070067367,,34.22139452291277,-20.502483462160427,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-983748,-634933.2851900579,False,False,False,False,270954.11396200315,False,False,False,False
