date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_66,Gap_Up_aVWAP_40,Gap_Down_aVWAP_140,Gap_Down_aVWAP_106,aVWAP_OB_bear_160,aVWAP_OB_bear_119,aVWAP_OB_bear_46,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,30.6184783161,31.345326466,29.0466691919,29.3374084518,8867640,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8867640.0,False,False,False,False
2022-01-07 00:00:00+00:00,34.3526606864,35.3066488832,30.5185366955,30.5730503067,14932116,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,14932116,1106082.6666666665,False,False,False,False,9316860.444444444,False,False,False,False
2022-01-14 00:00:00+00:00,37.5507925461,37.5553353471,33.7711821665,34.2799758714,16520626,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,31452742,3353983.358024691,False,False,False,False,9850472.707818931,False,False,False,False
2022-01-21 00:00:00+00:00,33.3350732765,37.5330756225,32.1902874403,36.7876019887,18721676,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4776605678049,39.107788505503066,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,12731066,4048582.072245084,False,False,False,False,10507598.87761012,False,False,False,False
2022-01-28 00:00:00+00:00,34.7342559651,36.7058315718,31.2635560492,32.072174616,16899974,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.69257151576807,33.166354964273125,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,29631040,5943578.955782485,False,False,False,False,10981108.145935297,False,False,False,False
2022-02-04 00:00:00+00:00,37.3054812955,39.0862592629,33.9619798058,34.7887695764,16349148,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.84177267094006,31.094355065350285,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,45980188,8909253.699798597,False,False,False,False,11378740.727717867,False,False,False,False
2022-02-11 00:00:00+00:00,38.6864927804,39.1588532218,35.106765642,37.1510260637,16003444,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.63227660423395,30.512074657838156,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,61983632,12840689.129443146,False,False,False,False,11721311.340479506,False,False,False,False
2022-02-18 00:00:00+00:00,36.7966875906,39.0590024573,36.0529402211,38.8318624104,14011083,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98793786733154,27.502250840092913,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,47972549,15443049.119854765,False,False,False,False,11890924.055999544,False,False,False,False
2022-02-25 00:00:00+00:00,37.6234773611,38.3957535204,34.6979135576,38.1322710661,24002994,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.96304076950213,26.018979647081352,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,71975543,19630641.259124782,False,False,False,False,12788114.4222218,False,False,False,False
2022-03-04 00:00:00+00:00,44.2014531181,44.6103052024,37.850617408,37.850617408,27691545,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63158906110226,26.018979647081352,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,99667088,25559266.943634056,False,False,False,False,13892072.242797963,False,False,False,False
