date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_926,Gap_Up_aVWAP_925,Gap_Up_aVWAP_922,Gap_Up_aVWAP_921,Gap_Up_aVWAP_913,Gap_Up_aVWAP_822,Gap_Up_aVWAP_788,Gap_Up_aVWAP_689,Gap_Up_aVWAP_676,Gap_Up_aVWAP_607,Gap_Down_aVWAP_826,Gap_Down_aVWAP_758,Gap_Down_aVWAP_705,Gap_Down_aVWAP_603,Gap_Down_aVWAP_580,Gap_Down_aVWAP_572,Gap_Down_aVWAP_569,Gap_Down_aVWAP_566,Gap_Down_aVWAP_511,Gap_Down_aVWAP_450,aVWAP_OB_bull_911,aVWAP_OB_bull_581,aVWAP_OB_bull_456,aVWAP_OB_bear_354,aVWAP_OB_bear_0,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.7363114293,12.0172764772,11.7202562837,11.8326423029,35518,,,,,,,,,,,,,,,,,,,,,,,,,11.824614730066667,#000000,0.0,0.0,,,,-1.0,12.017277,11.720256,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,35518.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.6881459925,11.7404857672,11.6640632741,11.7202562837,21476,,,,,,,,,,,,,,,,,,,,,,,,,11.776740922982608,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-21476,-842.1960784313725,False,False,False,False,34967.333333333336,False,False,False,False
2022-01-05 00:00:00+00:00,11.591815119,11.7122287109,11.5837875462,11.7122287109,62018,,,,,,,,,,,,,,,,,,,,,,,,,11.699896488803317,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-83494,-4083.443291041907,False,False,False,False,36028.143790849674,False,False,False,False
2022-01-06 00:00:00+00:00,11.551677255,11.7035589323,11.551677255,11.6239254102,55327,,,,,,,,,,,,,,,,,,,,,,,,,11.668925374889369,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-138821,-9367.269044334382,False,False,False,False,36784.96168140459,False,False,False,False
2022-01-07 00:00:00+00:00,11.551677255,11.5998426918,11.5356221094,11.5998426918,9922,,,,,,,,,,,,,,,,,,,,,,,,,11.663188206366927,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-138821,-14443.885944556563,False,False,False,False,35731.51220370245,False,False,False,False
2022-01-10 00:00:00+00:00,11.5195669638,11.5677324006,11.4794290998,11.5195669638,18753,,,,,,,,,,,,,,,,,,,,,,,,,11.650168666806676,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-157574,-20056.83159378964,False,False,False,False,35065.688195714116,False,False,False,False
2022-01-11 00:00:00+00:00,11.511539391,11.6399805557,11.4794290998,11.6399805557,40451,,,,,,,,,,,,,,,,,,,,,,,,,11.632470848033247,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-198025,-27035.975452856714,False,False,False,False,35276.876893921406,False,False,False,False
2022-01-12 00:00:00+00:00,11.4954842454,11.5757599734,11.4553463814,11.5035118182,36152,,,,,,,,,,,,,,,,,,,,,,,,,11.61648951771849,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-234177,-35159.15288607802,False,False,False,False,35311.19544710096,False,False,False,False
2022-01-13 00:00:00+00:00,11.3979492359,11.5590509919,11.3818390603,11.5348857285,36328,,,,,,,,,,,,,,,,,,,,,,,,,11.596918453196778,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-270505,-44388.40179250634,False,False,False,False,35351.07013544994,False,False,False,False
2022-01-14 00:00:00+00:00,11.3657288847,11.4221144993,11.3576737969,11.4140594115,23589,,,,,,,,,,,,,,,,,,,,,,,,,11.581975891335398,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-294094,-54180.77819280021,False,False,False,False,34889.81248307935,False,False,False,False
2022-01-18 00:00:00+00:00,10.995194846,11.4382246749,10.9710295826,11.3496187091,148465,,,,,,,,,,,,,,,,,,,,,,,,,11.445935574333244,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-442559,-69411.29669504333,False,False,False,False,39343.741405311535,False,False,False,False
2022-01-19 00:00:00+00:00,10.954919407,11.0918558995,10.8179829144,11.0193601094,113367,,,,,,,,,,,,,,,,,,,,,,,,,11.353371262673047,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-555926,-88490.30466778672,False,False,False,False,42246.614291377744,False,False,False,False
2022-01-20 00:00:00+00:00,10.9226990558,11.0757457239,10.914643968,10.995194846,57370,,,,,,,,,,,,,,,,,,,,,,,,,11.320072730047377,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-613296,-109070.92017101077,False,False,False,False,42839.688240735486,False,False,False,False
2022-01-21 00:00:00+00:00,10.8582583534,10.9355871962,10.8502032656,10.8582583534,51189,,,,,,,,,,,,,,,,,,,,,,,,,11.288438686951785,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-664485,-130851.86447802997,False,False,False,False,43167.11223129488,False,False,False,False
2022-01-24 00:00:00+00:00,10.8260380022,10.9871397582,10.7454871242,10.8904787046,80006,,,,,,,,,,,,,,,,,,,,,,,,,11.244325157201514,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.852888294866666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-744491,-154916.14430242096,False,False,False,False,44611.7744967343,False,False,False,False
2022-01-25 00:00:00+00:00,11.0113050216,11.0676906361,10.8018727388,10.874368529,100553,,,,,,,,,,,,,,,,,,,,,,,,,11.212251991476288,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.912699824121335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.892198906979559,-41.848817668602074,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-643938,-174093.47197683583,False,False,False,False,46805.54804588198,False,False,False,False
2022-01-26 00:00:00+00:00,10.914643968,11.0838008117,10.8985337924,10.954919407,107958,,,,,,,,,,,,,,,,,,,,,,,,,11.185588820655944,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.932516414766251,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.639688668229926,-37.99096310451032,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-751896,-196752.3946444109,False,False,False,False,49203.68341663171,False,False,False,False
2022-01-27 00:00:00+00:00,10.8179829144,10.9710295826,10.8099278266,10.9629744948,31716,,,,,,,,,,,,,,,,,,,,,,,,,11.17575912663345,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.925959646695418,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.821937737836036,-36.563074461710976,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-783612,-219766.49681521833,False,False,False,False,48517.89191009713,False,False,False,False
2022-01-28 00:00:00+00:00,10.793817651,10.914643968,10.7696523876,10.8099278266,49458,,,,,,,,,,,,,,,,,,,,,,,,,11.15973814568075,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.912591929619659,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.048940870873253,-35.89593265838859,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-833070,-243817.61458717054,False,False,False,False,48554.75889401489,False,False,False,False
2022-01-31 00:00:00+00:00,10.793817651,10.8179829144,10.7454871242,10.793817651,41961,,,,,,,,,,,,,,,,,,,,,,,,,11.145746784038638,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.899663808186178,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86694295956473,-35.45308795802164,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-833070,-266925.5512700266,False,False,False,False,48296.180113857445,False,False,False,False
2022-02-01 00:00:00+00:00,10.8824236168,10.9065888802,10.7780296789,10.83409309,35402,,,,,,,,,,,,,,,,,,,,,,,,,11.136871153096793,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.89618080814516,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.916617637697286,-31.90918905280366,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-797668,-287738.98063198634,False,False,False,False,47790.52599174539,False,False,False,False
2022-02-02 00:00:00+00:00,10.9307541436,11.1160211629,10.914643968,10.914643968,41946,,,,,,,,,,,,,,,,,,,,,,,,,11.131632599315914,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.94556147346021,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.311567336238664,-28.125445930039717,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-755722,-306091.25590132026,False,False,False,False,47561.32889402988,False,False,False,False
2022-02-03 00:00:00+00:00,10.8582583534,10.9871397582,10.8260380022,10.9307541436,22225,,,,,,,,,,,,,,,,,,,,,,,,,11.127243584608417,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.92852911983957,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.988844293817024,-26.889140694708367,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-777947,-324595.40272871946,False,False,False,False,46567.74736877381,False,False,False,False
2022-02-04 00:00:00+00:00,10.7454871242,10.9468643192,10.7454871242,10.793817651,57080,,,,,,,,,,,,,,,,,,,,,,,,,11.113193592043245,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.89076991841718,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.48937536944449,-26.889140694708367,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-835027,-344612.32811190694,False,False,False,False,46979.992569998365,False,False,False,False
2022-02-07 00:00:00+00:00,10.8663134412,10.8824236168,10.793817651,10.8179829144,42409,,,,,,,,,,,,,,,,,,,,,,,,,11.104662096183814,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.883997018895515,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.937731269679134,-24.446039110886755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-792618,-362181.17798987136,False,False,False,False,46800.737959410195,False,False,False,False
2022-02-08 00:00:00+00:00,10.7374320364,10.8663134412,10.7293769486,10.8663134412,100045,,,,,,,,,,,,,,,,,,,,,,,,,11.081637852202523,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.857193505233138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.303176782325203,-24.165270576236566,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-892663,-382984.3866961509,False,False,False,False,48888.74823551176,False,False,False,False
2022-02-09 00:00:00+00:00,10.7374320364,10.7696523876,10.7092392291,10.753542212,54122,,,,,,,,,,,,,,,,,,,,,,,,,11.069055554879432,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.843811373529881,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.54680712408924,-23.84884490437884,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-892663,-402971.78329630184,False,False,False,False,49093.97379490346,False,False,False,False
