date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_325,Gap_Down_aVWAP_540,Gap_Down_aVWAP_324,Gap_Down_aVWAP_288,Gap_Down_aVWAP_164,aVWAP_OB_bull_824,aVWAP_OB_bull_606,aVWAP_OB_bull_528,aVWAP_OB_bull_290,aVWAP_OB_bear_893,aVWAP_OB_bear_376,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,3.46,3.46,3.46,3.46,18.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18.0,False,False,False,False
2025-01-06 16:00:00+00:00,3.46,3.49,3.46,3.49,1.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.015503875968992248,False,False,False,False,17.73643410852713,False,False,False,False
2025-01-06 17:00:00+00:00,3.49,3.49,3.49,3.49,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.0307673817679226,False,False,False,False,17.461450633976323,False,False,False,False
2025-01-06 18:00:00+00:00,3.49,3.49,3.49,3.49,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.04579424406609434,False,False,False,False,17.190730469108473,False,False,False,False
2025-01-06 19:00:00+00:00,3.49,3.49,3.49,3.49,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.06058813175499211,False,False,False,False,16.924207516099038,False,False,False,False
2025-01-06 20:00:00+00:00,3.49,3.49,3.49,3.49,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.075152656844062,False,False,False,False,16.66181670189595,False,False,False,False
2025-01-07 15:00:00+00:00,3.49,3.49,3.49,3.49,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.08949137534260367,False,False,False,False,16.403493962331673,False,False,False,False
2025-01-07 16:00:00+00:00,3.49,3.49,3.35,3.35,1.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.853205562537,22.867885006283302,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0881039121589974,False,False,False,False,16.16468010245056,False,False,False,False
2025-01-07 17:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.755342604228325,6.588616010053272,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.08673796003250132,False,False,False,False,15.91406490706373,False,False,False,False
2025-01-07 18:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.356767298689206,-3.299532565434596,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.08539318545835402,False,False,False,False,15.667335218582123,False,False,False,False
2025-01-07 19:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42438376166313,-9.50575264696031,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.08406926010241055,False,False,False,False,15.4244307965886,False,False,False,False
2025-01-07 20:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.469461403645745,-13.643232701310794,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.08276586072097782,False,False,False,False,15.185292334625986,False,False,False,False
2025-01-08 15:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49951316496749,-16.648515277576138,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.08148266908189289,False,False,False,False,14.949861445717056,False,False,False,False
2025-01-08 16:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85288100584865,-19.047177059137084,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.08021937188682478,False,False,False,False,14.718080648109039,False,False,False,False
2025-01-08 17:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08845956643609,-21.12045299037191,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.07897566069478099,False,False,False,False,14.48989335123913,False,False,False,False
2025-01-08 18:00:00+00:00,3.35,3.35,3.35,3.35,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.912178606827716,-23.008416226513376,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.07775123184679988,False,False,False,False,14.265243841917593,False,False,False,False
