date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_108,Gap_Down_aVWAP_105,Gap_Down_aVWAP_92,Gap_Down_aVWAP_24,aVWAP_OB_bull_171,aVWAP_OB_bull_96,aVWAP_OB_bear_58,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,31.5418661483,32.1112704891,31.1814175288,31.3067909617,7722876,,,,,,,,#000000,1.0,29.470411,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7722876.0,False,False,False,False
2022-01-07 00:00:00+00:00,29.9694743446,31.8970908747,29.7082796928,31.5418661483,16061735,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-16061735,-1189758.148148148,False,False,False,False,8340569.259259259,False,False,False,False
2022-01-14 00:00:00+00:00,29.8232053396,31.2963431756,29.2407412661,29.734399158,13230930,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-29292665,-3271454.951989026,False,False,False,False,8702818.203017833,False,False,False,False
2022-01-21 00:00:00+00:00,27.8903649165,29.6508168694,27.8433498791,29.58290626,13221714,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-42514379,-6178338.214804653,False,False,False,False,9037551.225016512,False,False,False,False
2022-01-28 00:00:00+00:00,27.7806631627,28.7679789464,26.5739438715,27.1799154636,22924654,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,27.707528660200005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-65439033,-10568019.310004309,False,False,False,False,10066225.504644917,False,False,False,False
2022-02-04 00:00:00+00:00,28.5485754389,29.3060399291,27.5978269065,27.6343941577,18995867,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,28.059445726370985,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.675021107179081,-44.635331609619776,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-46443166,-13225437.583337324,False,False,False,False,10727680.430226775,False,False,False,False
2022-02-11 00:00:00+00:00,30.324699071,32.6310478462,28.6008143693,28.6008143693,28315555,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,29.784902834924225,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.281172501214094,-33.896656157545195,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18127611,-13588561.540127153,False,False,False,False,12030485.953913681,False,False,False,False
2022-02-18 00:00:00+00:00,27.7911109488,30.3351468571,27.6840211416,30.3351468571,21669038,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,29.316962258927603,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.137799911844418,-30.89669575370406,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-39796649,-15529901.351969585,False,False,False,False,12744452.772142297,False,False,False,False
2022-02-25 00:00:00+00:00,28.710516123,28.7288464416,26.1455846426,27.7597675906,13282091,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,23.807575,,28.658399816704456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.172697057212897,-26.761241228271693,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26514558,-16343579.622194061,False,False,False,False,12784277.826057684,False,False,False,False
2022-03-04 00:00:00+00:00,28.281062945,28.8152608006,27.5583246697,28.1553693319,14444981,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,28.629224066353725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.164931944090696,-24.575437156947917,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-40959539,-18166984.020550057,False,False,False,False,12907292.875979338,False,False,False,False
