date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_41,Gap_Up_aVWAP_39,Gap_Up_aVWAP_37,Gap_Up_aVWAP_24,Gap_Up_aVWAP_22,Gap_Up_aVWAP_21,Gap_Up_aVWAP_3,Gap_Up_aVWAP_2,Gap_Down_aVWAP_62,Gap_Down_aVWAP_57,Gap_Down_aVWAP_51,Gap_Down_aVWAP_50,Gap_Down_aVWAP_38,Gap_Down_aVWAP_33,Gap_Down_aVWAP_32,Gap_Down_aVWAP_29,Gap_Down_aVWAP_28,Gap_Down_aVWAP_18,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-04 17:00:00+00:00,8.255,11.0,8.255,10.23,1332.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1332.0,False,False,False,False
2023-12-05 17:00:00+00:00,9.81,9.81,9.31,9.31,242.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-242.0,-3.751937984496124,False,False,False,False,1315.1007751937984,False,False,False,False
2023-12-06 17:00:00+00:00,9.87,10.99,9.87,10.99,37.0,,,,,,,,10.616666666666667,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,22.419928825622776,-83.62989323843416,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-205.0,-6.872062976984556,False,False,False,False,1295.285259299321,False,False,False,False
2023-12-07 17:00:00+00:00,11.32,11.68,11.32,11.55,169.0,,,,,,,11.516666666666666,11.355016181229773,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,39.56473644621152,-65.95757349734203,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-36.0,-7.3236588998220045,False,False,False,False,1277.8234723334401,False,False,False,False
2023-12-08 17:00:00+00:00,11.27,11.44,11.18,11.2,1333.0,,,,,,,11.30071238348868,11.284266839939352,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,47.94060911170391,-55.86078794353456,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1369.0,-28.434920002150342,False,False,False,False,1278.6789223747821,False,False,False,False
2023-12-11 17:00:00+00:00,10.12,10.12,9.83,9.85,1064.0,,,,,,,10.73372434398545,10.732060443078497,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,45.978465166536665,-54.76570615248734,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2433.0,-65.71499876180692,False,False,False,False,1275.3505669891265,False,False,False,False
2023-12-12 17:00:00+00:00,9.685,9.97,9.685,9.97,367.0,,,,,,,10.626274008410046,10.626154320987654,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,45.32342714561055,-51.49985665156785,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2066.0,-96.72716932363937,False,False,False,False,1261.2676124621632,False,False,False,False
2023-12-13 17:00:00+00:00,9.97,9.97,9.32,9.32,1476.0,,,,,,,10.261506388447872,10.264462063277852,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,42.38039686375599,-50.35489059573955,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3542.0,-150.1422519697845,False,False,False,False,1264.5967967650754,False,False,False,False
2023-12-14 17:00:00+00:00,9.495,9.53,9.04,9.44,975.0,,,,,,,10.09402519811788,10.097592387628358,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,41.143723892754174,-47.389501709344685,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2567.0,-187.61291472994287,False,False,False,False,1260.106923947012,False,False,False,False
2023-12-15 17:00:00+00:00,9.13,9.13,8.895,8.935,542.0,,,,,,,9.992744684441444,9.996616076918777,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,38.52005470053247,-46.04488920797074,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3109.0,-232.90573775738562,False,False,False,False,1248.973483265663,False,False,False,False
2023-12-18 17:00:00+00:00,9.0,9.0,9.0,9.0,0.0,,,,,,,9.992744684441444,9.996616076918777,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,37.21159178341226,-43.56190037656162,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3109.0,-277.4963464743254,False,False,False,False,1229.609553292552,False,False,False,False
2023-12-19 17:00:00+00:00,9.09,9.09,8.675,8.76,391.0,,,,,,,9.921497018626985,9.925545063477074,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,35.46247420003718,-41.82846091281648,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3500.0,-327.4576434282118,False,False,False,False,1216.6078547918921,False,False,False,False
2023-12-20 17:00:00+00:00,8.78,8.78,8.64,8.64,1312.0,,,,,,,9.709136627779962,9.71351682755022,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,33.859382971779326,-40.271387349229045,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4812.0,-396.985431902193,False,False,False,False,1218.0868027796146,False,False,False,False
2023-12-21 17:00:00+00:00,8.66,8.66,8.38,8.5,501.0,,,,,,,9.635446904469044,9.639892249295945,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,32.26870046665043,-39.0334018252495,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5313.0,-473.2027120277404,False,False,False,False,1206.9691779303182,False,False,False,False
2023-12-22 17:00:00+00:00,8.905,8.905,8.38,8.535,276.0,,,,,,,9.601668252835275,9.606116309368707,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,31.54304003334076,-37.16919667158474,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5037.0,-543.9592591280855,False,False,False,False,1192.5355472647318,False,False,False,False
2023-12-25 17:00:00+00:00,8.535,8.535,8.535,8.535,0.0,,,,,,,9.601668252835275,9.606116309368707,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,31.059266411134317,-35.29534421215117,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5037.0,-613.6188054981926,False,False,False,False,1174.0466240513251,False,False,False,False
2023-12-26 17:00:00+00:00,8.535,8.65,8.24,8.65,196.0,,,,,,,9.576870107726883,9.58132345564687,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,32.032924860879874,-32.25598649019915,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4841.0,-679.1595992113989,False,False,False,False,1158.8831105001418,False,False,False,False
2023-12-27 17:00:00+00:00,8.81,8.81,8.58,8.585,55.0,,,,,,,9.571034423010278,9.575484433709068,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,32.29509902501394,-30.126425754223185,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4896.0,-744.536969766261,False,False,False,False,1141.7686436706822,False,False,False,False
2023-12-28 17:00:00+00:00,8.34,8.44,8.135,8.345,552.0,,,,,,,9.495246497991094,9.499734119258775,,,,,,,,,,8.306666666666667,"rgba(239, 83, 80, 1.0)",0.0,0.0,,8.306666666666667,,0.0,0.0,0.0,0.0,31.110437004029784,-29.737565580157458,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5448.0,-817.4588772117453,False,False,False,False,1132.6249437688111,False,False,False,False
