date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_864,Gap_Up_aVWAP_834,Gap_Up_aVWAP_822,Gap_Up_aVWAP_798,Gap_Up_aVWAP_786,Gap_Up_aVWAP_720,Gap_Up_aVWAP_702,Gap_Up_aVWAP_672,Gap_Up_aVWAP_666,Gap_Down_aVWAP_894,Gap_Down_aVWAP_876,Gap_Down_aVWAP_858,Gap_Down_aVWAP_780,Gap_Down_aVWAP_756,Gap_Down_aVWAP_732,Gap_Down_aVWAP_696,Gap_Down_aVWAP_648,Gap_Down_aVWAP_642,Gap_Down_aVWAP_630,aVWAP_OB_bull_453,aVWAP_OB_bear_618,aVWAP_OB_bear_192,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,18.87,18.87,18.47,18.73,159.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,159.0,False,False,False,False
2025-01-06 16:00:00+00:00,18.73,18.8,18.225,18.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,156.53488372093022,False,False,False,False
2025-01-06 17:00:00+00:00,18.34,18.49,18.26,18.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345794392524784,-51.40186915887872,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.015503875968992248,False,False,False,False,154.1234901748693,False,False,False,False
2025-01-06 18:00:00+00:00,18.33,18.38,17.985,17.985,602.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0574814145655234,-51.19779943717173,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-601.0,-9.30256595156541,False,False,False,False,161.06731203262325,False,False,False,False
2025-01-06 19:00:00+00:00,18.005,18.14,17.93,17.99,15.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4085254964037268,-50.73970117175573,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-586.0,-18.243611440688426,False,False,False,False,158.80270254374537,False,False,False,False
2025-01-06 20:00:00+00:00,17.98,18.47,17.96,18.47,119.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.947667423868303,-36.60002969282145,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-467.0,-25.20107482920488,False,False,False,False,158.18560638027645,False,False,False,False
2025-01-07 15:00:00+00:00,18.215,18.22,17.35,17.76,49.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.289371649214967,-34.34624909240125,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-516.0,-32.81036049076759,False,False,False,False,156.49280628135745,False,False,False,False
2025-01-07 16:00:00+00:00,17.76,17.84,17.435,17.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96672455537656,-34.2474777671441,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-516.0,-40.301672731220805,False,False,False,False,154.06656122273174,False,False,False,False
2025-01-07 17:00:00+00:00,17.46,17.63,17.43,17.56,1.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99101026945414,-32.587344743352304,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-515.0,-47.66133671988405,False,False,False,False,151.69343624253435,False,False,False,False
2025-01-07 18:00:00+00:00,17.55,17.78,17.53,17.54,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.219017134451356,-31.492062086125443,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-515.0,-54.90689739089359,False,False,False,False,149.34160002171987,False,False,False,False
