date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_221,Gap_Up_aVWAP_218,Gap_Up_aVWAP_211,Gap_Up_aVWAP_131,Gap_Up_aVWAP_92,Gap_Up_aVWAP_53,Gap_Down_aVWAP_192,Gap_Down_aVWAP_144,aVWAP_OB_bull_193,aVWAP_OB_bull_1,aVWAP_OB_bear_223,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-06-28 00:00:00+00:00,23.0042782955,23.3620122128,18.6319748613,18.8804011928,3203390,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3203390.0,False,False,False,False
2024-07-01 00:00:00+00:00,22.8154742835,23.5905644378,20.8679112152,21.8217689576,865843,,,,,,,,,,22.424649978833333,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-865843,-33954.62745098039,False,False,False,False,3111721.4901960786,False,False,False,False
2024-07-02 00:00:00+00:00,24.2563470062,25.8132845108,22.3683068869,22.8055372303,589135,,,,,,,,,,23.121633334307138,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,23.8489278225,23.5905644378,0.0,29.785247431298693,-109.57049486259737,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-276708,-43474.36755094195,False,False,False,False,3012796.5297962325,False,False,False,False
2024-07-03 00:00:00+00:00,23.8489278225,25.170555906,23.8489278225,24.2563470062,313462,,,,,,,,,,23.328636443805493,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16430023869232,-94.82425916987835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-590170,-64913.41196070894,False,False,False,False,2906940.273725792,False,False,False,False
2024-07-05 00:00:00+00:00,28.3206017892,31.1476934415,24.0675429942,24.5147103909,775131,,,,,,,,,,24.70504385594834,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,25.8661496342,25.170555906,0.0,59.34431694173418,-76.59901798259813,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,184961,-55114.415413230156,False,False,False,False,2823339.9100502706,False,False,False,False
2024-07-08 00:00:00+00:00,26.6014915754,29.2944330087,25.8661496342,29.2944330087,706400,,,,,,,,,,25.25907959844998,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.964259964766356,-69.47312723842167,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-521439,-73401.65402447604,False,False,False,False,2740322.6586757503,False,False,False,False
2024-07-09 00:00:00+00:00,27.1480295046,27.4461411024,25.8711181608,26.6014915754,305856,,,,,,,,,,25.393494481623776,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.13017084715295,-61.84642892312853,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-215583,-78977.39308233972,False,False,False,False,2644853.3779433677,False,False,False,False
2024-07-10 00:00:00+00:00,27.77406386,28.3206017892,26.6313027351,27.3268964633,272987,,,,,,,,,,25.54905460173406,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04082644412881,-53.91454224831887,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,57404,-73629.1031575421,False,False,False,False,2551839.010180883,False,False,False,False
2024-07-11 00:00:00+00:00,29.7117892456,29.8906562042,27.6548192209,28.1715459904,287995,,,,,,,,,,25.796467585816234,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.89879420475677,-44.86456775556843,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,345399,-57196.628523912994,False,False,False,False,2463060.8137032017,False,False,False,False
2024-07-12 00:00:00+00:00,30.5862499324,32.7028422766,29.7217262988,30.1092713759,627558,,,,,,,,,,26.485238390257162,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.12994297148443,-36.41480554541843,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,972957,-16798.44701317131,False,False,False,False,2391080.311205037,False,False,False,False
