date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_846,Gap_Up_aVWAP_834,Gap_Up_aVWAP_828,Gap_Up_aVWAP_816,Gap_Up_aVWAP_798,Gap_Up_aVWAP_774,Gap_Up_aVWAP_750,Gap_Up_aVWAP_642,Gap_Up_aVWAP_552,Gap_Up_aVWAP_222,Gap_Down_aVWAP_870,Gap_Down_aVWAP_810,Gap_Down_aVWAP_738,Gap_Down_aVWAP_702,Gap_Down_aVWAP_318,Gap_Down_aVWAP_186,Gap_Down_aVWAP_162,Gap_Down_aVWAP_48,Gap_Down_aVWAP_24,aVWAP_OB_bull_738,aVWAP_OB_bear_643,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,12.31,12.31,12.31,12.31,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-01-23 16:00:00+00:00,12.31,12.39,12.31,12.39,33.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,33.0,0.5116279069767442,False,False,False,False,0.5116279069767442,False,False,False,False
2025-01-23 17:00:00+00:00,12.39,12.39,12.39,12.39,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33.0,1.0153235983414457,False,False,False,False,0.5036956913647016,False,False,False,False
2025-01-23 18:00:00+00:00,12.39,12.39,12.39,12.39,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33.0,1.511210054181113,False,False,False,False,0.49588645583966745,False,False,False,False
2025-01-23 19:00:00+00:00,12.39,12.39,12.39,12.39,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33.0,1.9994083479147393,False,False,False,False,0.48819829373362605,False,False,False,False
2025-01-23 20:00:00+00:00,12.39,12.39,12.39,12.39,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33.0,2.480037675854046,False,False,False,False,0.48062932793930624,False,False,False,False
2025-01-24 15:00:00+00:00,12.39,13.99,12.39,13.99,33.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,66.0,3.4648432932826654,False,False,False,False,0.9848056174286193,False,False,False,False
2025-01-24 16:00:00+00:00,13.99,13.995,13.99,13.995,100.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,166.0,5.98476820346433,False,False,False,False,2.519924910181664,False,False,False,False
2025-01-24 17:00:00+00:00,13.995,13.995,13.77,13.77,100.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,95.09393147735264,45.584538329617374,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,66.0,6.915236913488139,False,False,False,False,4.031243903822258,False,False,False,False
2025-01-24 18:00:00+00:00,13.77,13.77,13.77,13.77,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,91.82321912892107,42.935261327387806,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,66.0,7.83127975203871,False,False,False,False,3.9687439983366413,False,False,False,False
2025-01-24 19:00:00+00:00,13.77,13.77,13.5,13.5,1.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,84.44923828590747,36.65191550230617,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,65.0,8.717616500069116,False,False,False,False,3.92271695960274,False,False,False,False
2025-01-24 20:00:00+00:00,13.5,13.5,13.5,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,79.53325105723174,32.837426319318524,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,65.0,9.5902115930913,False,False,False,False,3.8618996423995964,False,False,False,False
