date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_864,aVWAP_peak_834,aVWAP_peak_810,aVWAP_peak_778,aVWAP_peak_756,aVWAP_peak_731,aVWAP_peak_712,aVWAP_peak_689,aVWAP_peak_663,aVWAP_peak_662,aVWAP_peak_624,aVWAP_peak_561,aVWAP_peak_521,aVWAP_peak_507,aVWAP_peak_490,aVWAP_peak_472,aVWAP_peak_402,aVWAP_peak_384,aVWAP_peak_362,aVWAP_peak_329,aVWAP_peak_296,aVWAP_peak_265,aVWAP_peak_186,aVWAP_peak_119,aVWAP_valley_857,aVWAP_valley_822,aVWAP_valley_782,aVWAP_valley_763,aVWAP_valley_744,aVWAP_valley_706,aVWAP_valley_678,aVWAP_valley_629,aVWAP_valley_565,aVWAP_valley_551,aVWAP_valley_510,aVWAP_valley_481,aVWAP_valley_480,aVWAP_valley_448,aVWAP_valley_416,aVWAP_valley_376,aVWAP_valley_353,aVWAP_valley_324,aVWAP_OB_bull_744,aVWAP_OB_bull_565,aVWAP_OB_bull_448,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,15.155,15.265,15.125,15.165,18415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18415.0,False,False,False,False
2025-01-23 16:00:00+00:00,15.165,15.205,14.965,14.975,23354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23354.0,-362.07751937984494,False,False,False,False,18491.57364341085,False,False,False,False
2025-01-23 17:00:00+00:00,14.975,15.14,14.975,15.105,24849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.49814126394059,-71.74721189591088,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1495.0,-333.285619854576,False,False,False,False,18590.138393125413,False,False,False,False
2025-01-23 18:00:00+00:00,15.105,15.12,15.035,15.045,38378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.492569283365036,-64.00241255203483,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36883.0,-899.9478583064431,False,False,False,False,18896.92694516998,False,False,False,False
2025-01-23 19:00:00+00:00,15.045,15.09,15.035,15.05,22794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.520661237314375,-57.577092872415406,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14089.0,-1104.4292868598316,False,False,False,False,18957.34668245417,False,False,False,False
2025-01-23 20:00:00+00:00,15.055,15.085,14.925,15.0,110557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.91739652828815,-54.06189520172095,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-124646.0,-3019.8024762108416,False,False,False,False,20377.496346292086,False,False,False,False
2025-01-24 15:00:00+00:00,14.79,14.845,14.715,14.735,119757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.844598515677088,-54.06189520172095,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-244403.0,-6762.177631618425,False,False,False,False,21918.263844799185,False,False,False,False
2025-01-24 16:00:00+00:00,14.735,14.805,14.725,14.765,72640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.776247245109325,-54.06189520172095,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-171763.0,-9320.329916399534,False,False,False,False,22704.647351081367,False,False,False,False
2025-01-24 17:00:00+00:00,14.765,14.835,14.745,14.795,58868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.70025655627873,-50.93932700957308,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-112895.0,-10926.138754904967,False,False,False,False,23265.319485173128,False,False,False,False
2025-01-24 18:00:00+00:00,14.795,14.845,14.775,14.835,47715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.42332276226477,-45.837039021406326,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-65180.0,-11767.283890487835,False,False,False,False,23644.38429935649,False,False,False,False
