date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_840,aVWAP_peak_824,aVWAP_peak_787,aVWAP_peak_742,aVWAP_peak_693,aVWAP_peak_690,aVWAP_peak_659,aVWAP_peak_642,aVWAP_peak_593,aVWAP_peak_480,aVWAP_peak_445,aVWAP_peak_409,aVWAP_valley_870,aVWAP_valley_845,aVWAP_valley_804,aVWAP_OB_bull_870,aVWAP_OB_bear_693,aVWAP_OB_bear_480,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,5.78,5.835,5.72,5.725,7206.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7206.0,False,False,False,False
2025-03-28 15:00:00+00:00,5.725,5.82,5.72,5.765,4231.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4231.0,65.5968992248062,False,False,False,False,7159.875968992248,False,False,False,False
2025-03-28 16:00:00+00:00,5.76,5.86,5.76,5.84,5962.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10193.0,222.6109007872123,False,False,False,False,7141.304248542756,False,False,False,False
2025-03-28 17:00:00+00:00,5.845,5.85,5.7,5.755,7696.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.5402492421691,36.08622431795219,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2497.0,257.87274728663533,False,False,False,False,7149.904182673876,False,False,False,False
2025-03-28 18:00:00+00:00,5.755,5.76,5.67,5.7,8288.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.72245671992187,23.677796093399536,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5791.0,164.09177446048594,False,False,False,False,7167.549079066529,False,False,False,False
2025-03-28 19:00:00+00:00,5.705,5.755,5.695,5.695,11801.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.507678900642745,15.86827563163375,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17592.0,-111.19647010479292,False,False,False,False,7239.385527453094,False,False,False,False
2025-03-31 14:00:00+00:00,5.63,5.635,5.525,5.53,3119.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.40631977799518,5.361993260819837,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20711.0,-430.5732690178969,False,False,False,False,7175.503581291031,False,False,False,False
2025-03-31 15:00:00+00:00,5.535,5.535,5.465,5.5,12171.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.0665677221267,-1.741161407601247,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32882.0,-933.696164071883,False,False,False,False,7252.95313817024,False,False,False,False
2025-03-31 16:00:00+00:00,5.495,5.51,5.425,5.435,5273.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.738296471273266,-7.352874040213884,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38155.0,-1510.7706421482878,False,False,False,False,7222.256190291631,False,False,False,False
2025-03-31 17:00:00+00:00,5.43,5.455,5.39,5.395,5027.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.296379984946803,-11.668354541774107,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43182.0,-2156.836213587849,False,False,False,False,7188.221210597188,False,False,False,False
