date,Open,High,Low,Close,Volume,aVWAP_peak_878,aVWAP_peak_877,aVWAP_peak_856,aVWAP_peak_834,aVWAP_valley_866,aVWAP_valley_846,aVWAP_valley_771,aVWAP_valley_769,aVWAP_valley_667,aVWAP_valley_662,aVWAP_valley_637,aVWAP_valley_636,aVWAP_valley_621,aVWAP_valley_594,aVWAP_valley_571,aVWAP_valley_530,aVWAP_valley_504,aVWAP_valley_472,aVWAP_valley_470,aVWAP_valley_434,aVWAP_valley_402,aVWAP_valley_379,aVWAP_valley_344,aVWAP_valley_292,aVWAP_valley_256,aVWAP_valley_197,aVWAP_valley_142,aVWAP_valley_27,aVWAP_OB_bull_771,aVWAP_OB_bull_667,aVWAP_OB_bull_402,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,0.5151,0.5462,0.5095,0.5107,14805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14805.0,False,False,False,False
2025-04-03 15:00:00+00:00,0.5106,0.5361,0.5064,0.5169,13465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13465.0,208.75968992248062,False,False,False,False,14784.22480620155,False,False,False,False
2025-04-03 16:00:00+00:00,0.5314,0.5486,0.5157,0.5431,11741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25206.0,596.3138032570158,False,False,False,False,14737.043026260439,False,False,False,False
2025-04-03 17:00:00+00:00,0.5455,0.5529,0.5175,0.5327,5228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,91.01612490401838,41.91451241361655,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19978.0,896.805062121248,False,False,False,False,14589.616002597486,False,False,False,False
2025-04-03 18:00:00+00:00,0.5329,0.5329,0.5141,0.5283,4768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.25847079634316,34.57165622246774,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15210.0,1118.7150611581278,False,False,False,False,14437.342886278144,False,False,False,False
2025-04-03 19:00:00+00:00,0.5285,0.535,0.4991,0.5074,6386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.26374108750308,22.7893427340436,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8824.0,1238.1768431556761,False,False,False,False,14312.515864785459,False,False,False,False
2025-04-04 14:00:00+00:00,0.4714,0.4727,0.4203,0.4536,14514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,51.9187451338887,9.313768690995232,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5690.0,1130.7632486881462,False,False,False,False,14315.639649827544,False,False,False,False
2025-04-04 15:00:00+00:00,0.4536,0.482,0.4536,0.4703,5880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,45.17697509517593,4.78680473663173,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,190.0,1116.177771964299,False,False,False,False,14184.854538977504,False,False,False,False
2025-04-04 16:00:00+00:00,0.4711,0.4853,0.4666,0.4737,8373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.45977322985334,2.474405766166697,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8563.0,1231.632380150899,False,False,False,False,14094.748267055373,False,False,False,False
2025-04-04 17:00:00+00:00,0.4668,0.492,0.4664,0.4881,5873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.058384940835246,2.474405766166697,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14436.0,1436.351257978017,False,False,False,False,13967.27930167467,False,False,False,False
