date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_858,aVWAP_peak_774,aVWAP_peak_694,aVWAP_peak_660,aVWAP_peak_612,aVWAP_peak_599,aVWAP_peak_534,aVWAP_peak_512,aVWAP_peak_489,aVWAP_peak_434,aVWAP_peak_419,aVWAP_peak_402,aVWAP_peak_282,aVWAP_peak_251,aVWAP_peak_233,aVWAP_peak_198,aVWAP_peak_183,aVWAP_peak_128,aVWAP_valley_870,aVWAP_valley_845,aVWAP_OB_bear_694,aVWAP_OB_bear_534,aVWAP_OB_bear_282,aVWAP_OB_bear_251,aVWAP_OB_bear_128,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,28.4,28.675,28.06,28.16,13943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13943.0,False,False,False,False
2025-04-03 15:00:00+00:00,28.245,28.505,28.245,28.41,12955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12955.0,200.85271317829458,False,False,False,False,13927.682170542636,False,False,False,False
2025-04-03 16:00:00+00:00,28.41,29.29,28.405,28.735,13036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25991.0,600.6999579352203,False,False,False,False,13913.85764076678,False,False,False,False
2025-04-03 17:00:00+00:00,28.745,29.2,28.74,28.89,18021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44012.0,1273.7433694401007,False,False,False,False,13977.534266491326,False,False,False,False
2025-04-03 18:00:00+00:00,28.91,29.2,28.81,29.2,15161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59173.0,2171.4062629371533,False,False,False,False,13995.882572437196,False,False,False,False
2025-04-03 19:00:00+00:00,29.18,29.275,28.985,29.105,64244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.39067218985696,46.751604970871256,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5071.0,2059.120894519523,False,False,False,False,14774.923152709489,False,False,False,False
2025-04-04 14:00:00+00:00,28.08,28.09,26.64,27.23,16612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.9919147024624,25.909282900824735,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21683.0,1691.025996930073,False,False,False,False,14803.404964295387,False,False,False,False
2025-04-04 15:00:00+00:00,27.27,27.48,26.64,26.765,22523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.95547044521125,12.095907008466959,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44206.0,979.4441985280563,False,False,False,False,14923.088608259799,False,False,False,False
2025-04-04 16:00:00+00:00,26.785,27.09,26.59,26.865,15878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,45.595123109513835,4.5887406973408105,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28328.0,525.0652187059159,False,False,False,False,14937.893436038716,False,False,False,False
2025-04-04 17:00:00+00:00,26.865,27.36,26.79,27.35,18371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.01671467829626,3.734464261457532,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9957.0,362.5525796562117,False,False,False,False,14991.119894394704,False,False,False,False
