date,Close,High,Low,Open,Volume,aVWAP_peak_198,aVWAP_peak_190,aVWAP_peak_175,aVWAP_peak_167,aVWAP_peak_162,aVWAP_peak_142,aVWAP_peak_127,aVWAP_peak_108,aVWAP_peak_107,aVWAP_peak_96,aVWAP_peak_79,aVWAP_peak_70,aVWAP_peak_57,aVWAP_peak_47,aVWAP_peak_33,aVWAP_peak_23,aVWAP_peak_16,aVWAP_valley_171,aVWAP_OB_bull_171,aVWAP_OB_bear_142,aVWAP_OB_bear_108,aVWAP_OB_bear_70,aVWAP_OB_bear_33,aVWAP_OB_bear_16,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,39.509211511,39.6306848746,38.7993515425,38.9853576305,3053589,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3053589.0,False,False,False,False
2022-01-07 00:00:00+00:00,39.5927244485,39.7066057269,39.1220151646,39.5168035963,4381350,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4381350,324544.44444444444,False,False,False,False,3151941.6666666665,False,False,False,False
2022-01-14 00:00:00+00:00,40.1849070961,40.3367488006,39.1903439316,39.5395798519,4382465,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8763815,949675.5967078189,False,False,False,False,3243091.5432098764,False,False,False,False
2022-01-21 00:00:00+00:00,39.4484748292,40.5493271869,39.3868270972,40.4734063346,4885871,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.55014918933493,35.39506290554317,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3877944,1166584.3673220547,False,False,False,False,3364778.910379515,False,False,False,False
2022-01-28 00:00:00+00:00,39.5016194258,39.7977107496,38.438879336,39.000541801,7480691,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,39.246069837133334,,74.13457840696859,26.18277893749368,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11358635,1921551.0808537544,False,False,False,False,3669661.2873884398,False,False,False,False
2022-02-04 00:00:00+00:00,40.420261738,40.5948796982,39.372553977,39.372553977,6473053,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,39.65576305077559,,73.01778123149165,26.016319941472517,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17831688,3100079.741531254,False,False,False,False,3877319.9327670736,False,False,False,False
2022-02-11 00:00:00+00:00,39.7066057269,40.6518203374,39.5775402781,40.6518203374,5839588,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,39.75102536259901,,66.96458615647212,20.974909473420496,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11992100,3758747.908825235,False,False,False,False,4022673.1229324755,False,False,False,False
2022-02-18 00:00:00+00:00,39.6914215564,40.1773150108,39.2283043577,39.5775402781,6174459,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,39.738658340751755,,62.55297506150277,17.51654464808945,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5817641,3911258.5081715137,False,False,False,False,4182064.669381922,False,False,False,False
2022-02-25 00:00:00+00:00,40.1317624995,40.2000912665,38.4766879204,39.5471719372,8341783,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,39.705638204014114,,61.55845584235709,17.228686599142222,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14159424,4670381.877936587,False,False,False,False,4490191.953131409,False,False,False,False
2022-03-04 00:00:00+00:00,42.4473484931,42.4853089192,39.7141978121,39.8964078575,9774538,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,40.11434640749895,,66.31279623282245,17.228686599142222,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282821703597693,0.34282821703597693,False,False,False,False,23933962,6097313.738830172,False,False,False,False,4881624.993640194,False,False,False,False
