date,Open,High,Low,Close,Volume,aVWAP_peak_851,aVWAP_peak_848,aVWAP_peak_846,aVWAP_peak_816,aVWAP_peak_783,aVWAP_peak_768,aVWAP_peak_721,aVWAP_peak_720,aVWAP_peak_686,aVWAP_peak_684,aVWAP_peak_683,aVWAP_peak_681,aVWAP_peak_649,aVWAP_peak_648,aVWAP_peak_595,aVWAP_peak_539,aVWAP_peak_521,aVWAP_valley_887,aVWAP_valley_839,aVWAP_valley_828,aVWAP_valley_780,aVWAP_valley_749,aVWAP_valley_748,aVWAP_valley_672,aVWAP_valley_654,aVWAP_valley_623,aVWAP_valley_606,aVWAP_valley_564,aVWAP_valley_498,aVWAP_valley_469,aVWAP_valley_467,aVWAP_valley_401,aVWAP_OB_bull_401,aVWAP_OB_bear_686,aVWAP_OB_bear_521,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,1.29,1.29,1.255,1.27,1853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1853.0,False,False,False,False
2025-01-06 16:00:00+00:00,1.27,1.275,1.255,1.27,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1827.5581395348836,False,False,False,False
2025-01-06 17:00:00+00:00,1.27,1.28,1.27,1.275,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,187.0,2.89922480620155,False,False,False,False,1802.123129619614,False,False,False,False
2025-01-06 18:00:00+00:00,1.275,1.28,1.26,1.27,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.3529411764706,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-918.0,-11.37828255513491,False,False,False,False,1791.3150190828758,False,False,False,False
2025-01-06 19:00:00+00:00,1.27,1.275,1.265,1.27,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.58823529411765,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-918.0,-25.434433213194833,False,False,False,False,1766.6434683994203,False,False,False,False
2025-01-06 20:00:00+00:00,1.27,1.28,1.265,1.27,1571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.74509803921569,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-918.0,-39.27265905485073,False,False,False,False,1763.610236331212,False,False,False,False
2025-01-07 15:00:00+00:00,1.305,1.31,1.275,1.295,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.4629963704226,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-718.0,-49.795563565628235,False,False,False,False,1739.368217163286,False,False,False,False
2025-01-07 16:00:00+00:00,1.3,1.3,1.29,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.83359216780501,-10.640684086102809,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-718.0,-60.1553222700371,False,False,False,False,1712.4012680599792,False,False,False,False
2025-01-07 17:00:00+00:00,1.3,1.3,1.28,1.29,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.42530041685868,-10.640684086102809,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-918.0,-73.45523975422256,False,False,False,False,1688.9531863846307,False,False,False,False
2025-01-07 18:00:00+00:00,1.29,1.29,1.28,1.28,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.15132927017503,-10.640684086102809,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1237.0,-91.49469340144391,False,False,False,False,1667.7136020995977,False,False,False,False
