date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_845,aVWAP_peak_816,aVWAP_peak_774,aVWAP_valley_804,aVWAP_valley_768,aVWAP_valley_744,aVWAP_valley_726,aVWAP_valley_678,aVWAP_valley_613,aVWAP_valley_589,aVWAP_valley_539,aVWAP_valley_538,aVWAP_valley_520,aVWAP_valley_485,aVWAP_valley_458,aVWAP_valley_426,aVWAP_valley_358,aVWAP_valley_324,aVWAP_valley_286,aVWAP_valley_269,aVWAP_valley_233,aVWAP_OB_bull_744,aVWAP_OB_bull_613,aVWAP_OB_bull_426,aVWAP_OB_bull_286,aVWAP_OB_bear_845,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,113.825,114.605,113.17,113.405,171685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,171685.0,False,False,False,False
2025-02-13 16:00:00+00:00,113.415,113.77,112.62,112.79,145392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-145392.0,-2254.139534883721,False,False,False,False,171277.3565891473,False,False,False,False
2025-02-13 17:00:00+00:00,112.785,113.1,112.375,112.56,66635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-212027.0,-5506.431945195602,False,False,False,False,169654.9944714861,False,False,False,False
2025-02-13 18:00:00+00:00,112.555,112.565,110.395,111.28,201102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-413129.0,-11826.161682479391,False,False,False,False,170142.5449447964,False,False,False,False
2025-02-13 19:00:00+00:00,111.285,111.79,111.035,111.49,116339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.5688059920692248,-46.788074607137695,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-296790.0,-16244.205687402191,False,False,False,False,169308.38145728016,False,False,False,False
2025-02-13 20:00:00+00:00,111.49,111.915,111.19,111.8,152716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.441310291514608,-40.81694909716101,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-144074.0,-18226.062963566495,False,False,False,False,169051.13523313627,False,False,False,False
2025-02-14 15:00:00+00:00,114.19,114.41,113.07,113.28,154026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.338446964185955,-27.036078141469734,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9952.0,-17789.193770332906,False,False,False,False,168818.18740006437,False,False,False,False
2025-02-14 16:00:00+00:00,113.28,113.445,112.455,112.96,131490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.03332176901453,-20.430119871765037,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-121538.0,-19397.702394048676,False,False,False,False,168239.45581246645,False,False,False,False
2025-02-14 17:00:00+00:00,112.96,113.21,111.7,112.695,131495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.36498703629202,-17.649990048063394,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-253033.0,-23019.955070109936,False,False,False,False,167669.77432700183,False,False,False,False
2025-02-14 18:00:00+00:00,112.7,112.91,112.47,112.53,65643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.36479701471696,-16.56254466799527,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-318676.0,-27603.769720185748,False,False,False,False,166087.9638723196,False,False,False,False
