date,Open,High,Low,Close,Volume,aVWAP_peak_884,aVWAP_peak_833,aVWAP_peak_792,aVWAP_peak_738,aVWAP_valley_858,aVWAP_valley_802,aVWAP_valley_779,aVWAP_valley_730,aVWAP_valley_729,aVWAP_valley_708,aVWAP_valley_667,aVWAP_valley_642,aVWAP_valley_615,aVWAP_valley_594,aVWAP_valley_554,aVWAP_valley_539,aVWAP_valley_510,aVWAP_valley_429,aVWAP_valley_414,aVWAP_valley_386,aVWAP_valley_364,aVWAP_valley_324,aVWAP_valley_297,aVWAP_valley_269,aVWAP_valley_233,aVWAP_valley_210,aVWAP_valley_174,aVWAP_valley_98,aVWAP_valley_72,aVWAP_valley_34,aVWAP_OB_bull_269,aVWAP_OB_bear_833,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,64.625,64.85,64.215,64.66,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,977.0,False,False,False,False
2025-04-14 15:00:00+00:00,64.66,64.66,63.52,63.52,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-900.0,-13.953488372093023,False,False,False,False,975.8062015503875,False,False,False,False
2025-04-14 16:00:00+00:00,63.63,64.08,63.43,63.9,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.09090909090905,-63.636363636363576,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,340.0,-8.465837389579953,False,False,False,False,979.9022294333272,False,False,False,False
2025-04-14 17:00:00+00:00,63.99,64.44,63.945,64.29,1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.95712641539348,-52.04767713523668,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1418.0,13.64991202731276,False,False,False,False,981.4231251010275,False,False,False,False
2025-04-14 18:00:00+00:00,64.29,64.75,64.29,64.67,1114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.70143337247808,-40.735228458784164,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2532.0,52.69409943774202,False,False,False,False,983.4785805258178,False,False,False,False
2025-04-14 19:00:00+00:00,64.67,64.8,64.6,64.69,4387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.70857234665398,-32.8677262083799,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6919.0,159.14845448521888,False,False,False,False,1036.246354471154,False,False,False,False
2025-04-15 14:00:00+00:00,65.4,65.4,64.89,65.24,2079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,49.9904974341805,-23.66030919061852,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8998.0,296.1849125552155,False,False,False,False,1052.4130776576478,False,False,False,False
2025-04-15 15:00:00+00:00,65.165,65.38,65.03,65.155,812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.14154934640415,-18.126015369274967,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8186.0,418.50762708924316,False,False,False,False,1048.68574312032,False,False,False,False
2025-04-15 16:00:00+00:00,65.28,65.375,65.15,65.2,1252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.87868954217288,-13.586611782619201,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9438.0,558.3447181421232,False,False,False,False,1051.8379021417102,False,False,False,False
2025-04-15 17:00:00+00:00,65.2,65.35,65.0,65.125,1502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.330167385445606,-10.868221100514369,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7936.0,672.7269705740282,False,False,False,False,1058.8171594728465,False,False,False,False
