date,Open,High,Low,Close,Volume,aVWAP_peak_874,aVWAP_peak_845,aVWAP_peak_813,aVWAP_peak_775,aVWAP_peak_749,aVWAP_peak_723,aVWAP_valley_835,aVWAP_valley_792,aVWAP_valley_754,aVWAP_valley_732,aVWAP_valley_700,aVWAP_valley_671,aVWAP_valley_641,aVWAP_valley_576,aVWAP_valley_525,aVWAP_valley_498,aVWAP_valley_459,aVWAP_valley_427,aVWAP_valley_361,aVWAP_valley_326,aVWAP_valley_301,aVWAP_valley_252,aVWAP_valley_234,aVWAP_valley_214,aVWAP_valley_192,aVWAP_valley_191,aVWAP_valley_162,aVWAP_valley_96,aVWAP_valley_57,aVWAP_OB_bull_641,aVWAP_OB_bull_576,aVWAP_OB_bull_326,aVWAP_OB_bear_813,aVWAP_OB_bear_775,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,45.67,46.095,45.055,45.09,11271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11271.0,False,False,False,False
2025-04-08 15:00:00+00:00,45.09,45.225,44.24,44.62,7296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7296.0,-113.11627906976744,False,False,False,False,11209.372093023256,False,False,False,False
2025-04-08 16:00:00+00:00,44.62,44.62,43.17,43.22,5458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12754.0,-309.098972417523,False,False,False,False,11120.2035334415,False,False,False,False
2025-04-08 17:00:00+00:00,43.22,43.55,42.625,43.37,3871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,2.831573795707162,-47.45158358386355,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8883.0,-442.0276705195769,False,False,False,False,11007.812780985043,False,False,False,False
2025-04-08 18:00:00+00:00,43.37,43.66,42.52,42.535,6849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.7360234358759152,-46.807473335454105,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15732.0,-679.0815050851648,False,False,False,False,10943.335063450391,False,False,False,False
2025-04-08 19:00:00+00:00,42.475,42.55,41.69,42.52,8859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.326109216764295,-46.42127347252732,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24591.0,-1049.8089236109763,False,False,False,False,10911.019791148834,False,False,False,False
2025-04-09 14:00:00+00:00,42.885,42.885,41.575,41.7,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.168858081152717,-46.42127347252732,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29432.0,-1489.84289378755,False,False,False,False,10816.910957177533,False,False,False,False
2025-04-09 15:00:00+00:00,41.575,42.0,41.13,41.31,4523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.8863138060099067,-46.42127347252732,False,False,False,True,False,,1.0,42.0,41.13,0.0,0,,,False,False,False,False,,,False,False,False,False,-33955.0,-1993.1786628761151,False,False,False,False,10719.330942337572,False,False,False,False
2025-04-09 16:00:00+00:00,41.26,41.72,41.21,41.59,6923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.936440530073874,-44.30676235945169,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27032.0,-2381.37744329664,False,False,False,False,10660.473098270324,False,False,False,False
2025-04-09 17:00:00+00:00,41.505,47.84,41.505,47.84,12445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.730697522541973,-23.941469645507283,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14587.0,-2570.611901540103,False,False,False,False,10688.14018201807,False,False,False,False
