date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_791,aVWAP_peak_762,aVWAP_valley_855,aVWAP_valley_829,aVWAP_valley_828,aVWAP_valley_803,aVWAP_valley_738,aVWAP_valley_690,aVWAP_valley_669,aVWAP_valley_643,aVWAP_valley_612,aVWAP_valley_576,aVWAP_valley_528,aVWAP_valley_498,aVWAP_valley_468,aVWAP_valley_413,aVWAP_valley_388,aVWAP_valley_348,aVWAP_valley_318,aVWAP_valley_300,aVWAP_valley_276,aVWAP_valley_258,aVWAP_valley_212,aVWAP_valley_211,aVWAP_valley_161,aVWAP_OB_bull_612,aVWAP_OB_bull_528,aVWAP_OB_bull_348,aVWAP_OB_bull_161,aVWAP_OB_bear_864,aVWAP_OB_bear_762,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,226.755,227.18,220.95,221.89,6021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6021.0,False,False,False,False
2025-04-08 15:00:00+00:00,221.915,222.75,217.78,218.33,1635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1635.0,-25.348837209302324,False,False,False,False,5953.0,False,False,False,False
2025-04-08 16:00:00+00:00,218.33,218.33,212.47,212.96,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2651.0,-66.05660717504958,False,False,False,False,5876.457364341085,False,False,False,False
2025-04-08 17:00:00+00:00,212.96,212.96,209.03,211.425,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3598.0,-120.81541946690928,False,False,False,False,5800.031668769905,False,False,False,False
2025-04-08 18:00:00+00:00,211.425,212.875,210.09,210.695,2466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6064.0,-212.95781606432155,False,False,False,False,5748.341255300605,False,False,False,False
2025-04-08 19:00:00+00:00,210.61,210.61,207.67,209.41,5676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11740.0,-391.6716483734018,False,False,False,False,5747.219685450983,False,False,False,False
2025-04-09 14:00:00+00:00,208.57,209.29,196.535,198.12,8958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20698.0,-706.4984445226514,False,False,False,False,5796.9992252114325,False,False,False,False
2025-04-09 15:00:00+00:00,196.53,201.565,196.53,197.99,3620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24318.0,-1072.5682360804399,False,False,False,False,5763.247299239162,False,False,False,False
2025-04-09 16:00:00+00:00,197.9,201.57,197.67,201.13,5192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.628485584159582,-44.93436297425637,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19126.0,-1352.4664029629134,False,False,False,False,5754.390751964136,False,False,False,False
2025-04-09 17:00:00+00:00,200.22,209.67,199.885,208.77,2946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.138272427295114,-34.013263950483974,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16180.0,-1582.3506447774419,False,False,False,False,5710.849810073219,False,False,False,False
