date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_842,aVWAP_peak_817,aVWAP_peak_783,aVWAP_peak_745,aVWAP_peak_720,aVWAP_peak_576,aVWAP_peak_517,aVWAP_peak_488,aVWAP_peak_438,aVWAP_peak_408,aVWAP_valley_838,aVWAP_valley_756,aVWAP_valley_726,aVWAP_valley_690,aVWAP_OB_bull_838,aVWAP_OB_bear_863,aVWAP_OB_bear_517,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,68.13,68.7,67.385,68.02,6759.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6759.0,False,False,False,False
2025-02-13 16:00:00+00:00,68.06,68.24,67.6,67.72,4295.0,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4295.0,-66.5891472868217,False,False,False,False,6720.798449612403,False,False,False,False
2025-02-13 17:00:00+00:00,67.72,68.42,67.72,68.065,922.0,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.80108991825618,-78.20163487738427,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3373.0,-117.85133104981671,False,False,False,False,6630.894597680428,False,False,False,False
2025-02-13 18:00:00+00:00,68.085,68.725,67.98,68.725,547.0,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.30329071473491,-57.8695451687278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2826.0,-159.8381321188118,False,False,False,False,6536.570650429569,False,False,False,False
2025-02-13 19:00:00+00:00,68.725,69.22,68.71,68.94,2303.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.06973372239197,-42.80170412270418,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-523.0,-165.4685486751093,False,False,False,False,6470.933896159342,False,False,False,False
2025-02-13 20:00:00+00:00,68.94,69.52,68.885,69.49,3385.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.69054004522715,-30.275226173794074,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2862.0,-118.53105179642543,False,False,False,False,6423.089959784779,False,False,False,False
2025-02-14 15:00:00+00:00,68.89,70.19,68.89,69.81,1349.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.08492824304489,-20.302016306309312,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4211.0,-51.406539365473094,False,False,False,False,6344.421898392768,False,False,False,False
2025-02-14 16:00:00+00:00,69.81,69.97,69.15,69.15,2853.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.91835988561606,-20.302016306309312,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1358.0,-29.55527518926421,False,False,False,False,6290.291326324663,False,False,False,False
2025-02-14 17:00:00+00:00,69.15,69.24,68.62,68.77,1385.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.40994915993944,-20.302016306309312,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27.0,-29.515658519663216,False,False,False,False,6214.240298009552,False,False,False,False
2025-02-14 18:00:00+00:00,68.77,69.71,68.61,69.62,503.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.05877731490276,-19.91716124847229,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,476.0,-21.678206449590917,False,False,False,False,6125.693936800101,False,False,False,False
2025-02-14 19:00:00+00:00,69.62,70.5,69.37,70.36,992.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.86087133010076,-13.8854919736264,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1468.0,1.4175796969143697,False,False,False,False,6046.101782741185,False,False,False,False
2025-02-14 20:00:00+00:00,70.36,70.66,70.01,70.05,3664.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.41861272424964,-10.995193741738916,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2196.0,-32.65090991078973,False,False,False,False,6009.16997215605,False,False,False,False
2025-02-17 15:00:00+00:00,70.05,70.05,70.05,70.05,0.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.12377365368224,-8.010128084570802,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2196.0,-66.19120588116508,False,False,False,False,5916.00454623115,False,False,False,False
2025-02-17 16:00:00+00:00,70.05,70.05,70.05,70.05,0.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.92721427330396,-5.0818483077060534,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2196.0,-99.21149726285245,False,False,False,False,5824.283545514388,False,False,False,False
2025-02-17 17:00:00+00:00,70.05,70.05,70.05,70.05,0.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.79617468638511,-2.305732289440847,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2196.0,-131.71984614249814,False,False,False,False,5733.98457581649,False,False,False,False
