date,Close,High,Low,Open,Volume,aVWAP_peak_160,aVWAP_peak_146,aVWAP_peak_133,aVWAP_peak_132,aVWAP_peak_118,aVWAP_peak_116,aVWAP_peak_83,aVWAP_peak_66,aVWAP_peak_46,aVWAP_peak_31,aVWAP_peak_23,aVWAP_peak_14,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_149,aVWAP_valley_136,aVWAP_valley_121,aVWAP_valley_95,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bear_83,aVWAP_OB_bear_31,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.5562931715,6.827418077,6.5254835231,6.7781226397,2614491,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2614491.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.5747789605,6.790446499,6.4146304083,6.5994266792,1913323,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1913323,141727.62962962964,False,False,False,False,2562552.6296296297,False,False,False,False
2022-01-14 00:00:00+00:00,6.734989132,6.808932288,6.3221398439,6.470026156,1561018,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3474341,388587.8792866941,False,False,False,False,2488364.8792866943,False,False,False,False
2022-01-21 00:00:00+00:00,6.0321145429,6.77196071,6.0196771933,6.77196071,1193263,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.87741706695118,28.141933321102286,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2281078,528772.3326728649,False,False,False,False,2392431.406746939,False,False,False,False
2022-01-28 00:00:00+00:00,6.001021169,6.1440506891,5.5221832104,5.8953036976,2192077,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.889085022833334,,60.15999976055699,13.28713696426486,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,89001,496196.67840080085,False,False,False,False,2377590.339580499,False,False,False,False
2022-02-04 00:00:00+00:00,6.1191759899,6.2497681604,5.9667562709,5.9823651446,1225919,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.969001232832471,,51.26834083325717,6.258948280248212,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1314920,556842.8503711119,False,False,False,False,2292281.351463425,False,False,False,False
2022-02-11 00:00:00+00:00,5.9761464698,6.2808615344,5.9450530959,6.1502693638,1800691,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.002937432209132,,43.71423921548415,0.4667027583515946,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-485771,479612.19478806655,False,False,False,False,2255867.251355023,False,False,False,False
2022-02-18 00:00:00+00:00,5.9654716151,6.2248934613,5.8268982749,5.9450530959,1211031,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.003468014794103,,38.23714993926089,-3.4674443675301347,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1696802,318396.32850746904,False,False,False,False,2178471.9734768732,False,False,False,False
2022-02-25 00:00:00+00:00,5.8963977333,5.9120963428,5.4066011164,5.8461621828,1374178,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.8475757208375345,,33.808755879222815,-6.601961257511036,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3070980,67331.41528469353,False,False,False,False,2118894.642108216,False,False,False,False
2022-03-04 00:00:00+00:00,5.7519705257,5.9466332837,5.7017349753,5.8336032952,929492,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.851695476495161,,29.725989435676606,-9.620659247589323,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2268507972036637,-0.2268507972036637,False,False,False,False,-4000472,-233987.35621787637,False,False,False,False,2030790.7426927926,False,False,False,False
2022-03-11 00:00:00+00:00,5.6954555315,5.8210444076,5.5384694364,5.7519705257,1121534,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.824361086986329,,26.497290707906636,-12.024569718321963,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.32688529348799716,-0.2768680453458304,False,False,False,False,-5122006,-596062.8113128485,False,False,False,False,1963438.3913822153,False,False,False,False
2022-03-18 00:00:00+00:00,5.7924773497,5.871279958,5.5573077678,5.7080144191,798415,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.818219869632236,,26.368445640431965,-12.024569718321963,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.29854663609237236,-0.2877073407191014,False,False,False,False,-4323591,-872176.0104748597,False,False,False,False,1877140.36239094,False,False,False,False
