date,Open,High,Low,Close,Volume,aVWAP_peak_351,aVWAP_valley_390,aVWAP_valley_365,aVWAP_valley_333,aVWAP_valley_305,aVWAP_valley_282,aVWAP_valley_236,aVWAP_valley_201,aVWAP_valley_157,aVWAP_valley_134,aVWAP_OB_bull_333,aVWAP_OB_bull_236,aVWAP_OB_bull_134,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-02-02 17:00:00+00:00,13.515,13.705,13.435,13.655,31747.0,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,-1.0,13.705,13.435,24.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,31747.0,False,False,False,False
2024-02-05 17:00:00+00:00,13.13,13.235,13.095,13.12,30987.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30987.0,-480.4186046511628,False,False,False,False,31735.217054263565,False,False,False,False
2024-02-06 17:00:00+00:00,13.255,13.375,13.245,13.34,52678.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.543130990415353,-65.81469648562303,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21691.0,-136.675680548044,False,False,False,False,32059.91136349979,False,False,False,False
2024-02-07 17:00:00+00:00,13.245,13.255,13.165,13.215,31679.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.798789704929915,-60.03029054351839,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9988.0,-289.4093909271441,False,False,False,False,32054.00576096491,False,False,False,False
2024-02-08 17:00:00+00:00,13.135,13.23,13.085,13.125,31212.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.25111943477741,-56.45163235106006,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41200.0,-923.6821135484286,False,False,False,False,32040.95140808173,False,False,False,False
2024-02-09 17:00:00+00:00,12.885,13.11,12.885,13.01,46967.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.75131967671297,-54.29249184581363,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-88167.0,-2276.2916931833365,False,False,False,False,32272.363014157985,False,False,False,False
2024-02-12 17:00:00+00:00,13.145,13.245,13.13,13.145,68812.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.433727663507135,-48.09485042827885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19355.0,-2541.0778684828197,False,False,False,False,32838.869013938485,False,False,False,False
2024-02-13 17:00:00+00:00,12.355,12.355,12.155,12.265,65580.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.609509745519457,-48.09485042827885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-84935.0,-3818.503017808667,False,False,False,False,33346.48344783091,False,False,False,False
2024-02-14 17:00:00+00:00,12.355,12.425,12.29,12.385,61164.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.909552660097503,-47.310333435400196,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23771.0,-4127.844056292254,False,False,False,False,33777.76277422113,False,False,False,False
2024-02-15 17:00:00+00:00,12.885,12.98,12.835,12.945,42778.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.641878724242936,-38.49590292185476,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19007.0,-3769.1643034815215,False,False,False,False,33917.30133586111,False,False,False,False
2024-02-16 17:00:00+00:00,13.015,13.28,12.985,13.12,60356.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.50915614112993,-30.93729513319655,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79363.0,-2480.293539086459,False,False,False,False,34327.20364073148,False,False,False,False
2024-02-19 17:00:00+00:00,13.12,13.12,13.12,13.12,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.087341085721256,-25.71661919415772,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79363.0,-1211.4052671626382,False,False,False,False,33794.99893312324,False,False,False,False
2024-02-20 17:00:00+00:00,12.915,13.035,12.88,12.945,69114.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.42902342445851,-23.465752441652633,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10249.0,-1033.7245653461632,False,False,False,False,34342.58034501281,False,False,False,False
2024-02-21 17:00:00+00:00,12.895,12.96,12.825,12.94,35012.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.274393160499606,-21.527250619759783,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24763.0,-1401.620308519091,False,False,False,False,34352.95894431494,False,False,False,False
2024-02-22 17:00:00+00:00,12.785,12.965,12.615,12.63,61719.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.07016493852428,-21.527250619759783,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86482.0,-2720.6959626505777,False,False,False,False,34777.238650604624,False,False,False,False
2024-02-23 17:00:00+00:00,12.715,12.88,12.67,12.86,112295.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.52107783049374,-20.22359554541948,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25813.0,-2278.313079508708,False,False,False,False,35979.06440795959,False,False,False,False
