date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_817,aVWAP_peak_778,aVWAP_peak_750,aVWAP_peak_735,aVWAP_peak_713,aVWAP_peak_691,aVWAP_peak_672,aVWAP_peak_648,aVWAP_peak_619,aVWAP_peak_593,aVWAP_peak_563,aVWAP_peak_504,aVWAP_peak_480,aVWAP_peak_461,aVWAP_peak_409,aVWAP_valley_863,aVWAP_valley_845,aVWAP_valley_815,aVWAP_valley_797,aVWAP_valley_763,aVWAP_valley_744,aVWAP_valley_726,aVWAP_valley_707,aVWAP_valley_683,aVWAP_valley_655,aVWAP_valley_614,aVWAP_valley_580,aVWAP_valley_554,aVWAP_valley_539,aVWAP_valley_462,aVWAP_valley_438,aVWAP_valley_420,aVWAP_valley_385,aVWAP_valley_348,aVWAP_valley_315,aVWAP_valley_286,aVWAP_valley_269,aVWAP_valley_236,aVWAP_OB_bull_580,aVWAP_OB_bull_286,aVWAP_OB_bear_619,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,255.29,257.04,254.64,255.64,18719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18719.0,False,False,False,False
2025-02-13 16:00:00+00:00,255.38,255.85,252.17,252.17,11412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11412.0,-176.93023255813952,False,False,False,False,18605.713178294576,False,False,False,False
2025-02-13 17:00:00+00:00,252.17,252.84,250.88,252.0,14377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25789.0,-574.0165855417342,False,False,False,False,18540.151733669853,False,False,False,False
2025-02-13 18:00:00+00:00,252.06,252.25,250.51,251.1,16127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41916.0,-1214.9775687116298,False,False,False,False,18502.738528496677,False,False,False,False
2025-02-13 19:00:00+00:00,251.175,251.73,250.45,250.5,15028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-56944.0,-2078.993420359511,False,False,False,False,18448.866613326183,False,False,False,False
2025-02-13 20:00:00+00:00,250.36,252.67,250.09,250.935,34761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.6568651965198455,-46.70882132313214,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22183.0,-2390.6834448500613,False,False,False,False,18701.76790614283,False,False,False,False
2025-02-14 15:00:00+00:00,253.31,254.9,253.31,253.8,8044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.40131070966213,-32.758232273095274,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14139.0,-2572.827887565564,False,False,False,False,18536.531194419684,False,False,False,False
2025-02-14 16:00:00+00:00,253.95,254.45,252.68,253.15,4538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.155605928756913,-25.941052992987142,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18677.0,-2822.5049745800516,False,False,False,False,18319.499703033332,False,False,False,False
2025-02-14 17:00:00+00:00,253.03,253.03,249.93,250.49,10032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.105571600067822,-25.941052992987142,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28709.0,-3223.8459827260967,False,False,False,False,18191.011335544445,False,False,False,False
2025-02-14 18:00:00+00:00,250.39,251.845,250.22,250.8,6483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.667722410072614,-25.294700293742615,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22226.0,-3518.453021753599,False,False,False,False,18009.49177995461,False,False,False,False
