date,Open,High,Low,Close,Volume,aVWAP_peak_774,aVWAP_peak_738,aVWAP_valley_869,aVWAP_valley_817,aVWAP_valley_780,aVWAP_valley_744,aVWAP_valley_726,aVWAP_valley_692,aVWAP_valley_611,aVWAP_valley_587,aVWAP_valley_546,aVWAP_valley_524,aVWAP_valley_500,aVWAP_valley_463,aVWAP_valley_432,aVWAP_valley_398,aVWAP_valley_395,aVWAP_valley_341,aVWAP_valley_313,aVWAP_valley_289,aVWAP_valley_248,aVWAP_valley_247,aVWAP_valley_204,aVWAP_valley_170,aVWAP_valley_149,aVWAP_valley_148,aVWAP_valley_131,aVWAP_valley_96,aVWAP_OB_bull_587,aVWAP_OB_bear_774,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-18 14:00:00+00:00,26.755,26.83,26.68,26.785,128976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,128976.0,False,False,False,False
2025-03-18 15:00:00+00:00,26.785,26.82,26.59,26.61,122859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-122859.0,-1904.7906976744187,False,False,False,False,128881.16279069766,False,False,False,False
2025-03-18 16:00:00+00:00,26.615,26.705,26.56,26.695,154752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,11.77829099307164,-67.66743648960745,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31893.0,-1380.7939426717144,False,False,False,False,129282.26104200468,False,False,False,False
2025-03-18 17:00:00+00:00,26.695,26.705,26.605,26.68,164422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.858398473395678,-60.11751065800866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-132529.0,-3414.0994629403694,False,False,False,False,129827.0631963922,False,False,False,False
2025-03-18 18:00:00+00:00,26.685,26.74,26.67,26.705,132256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.02231219407912,-52.21026819932155,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-273.0,-3365.4002464606738,False,False,False,False,129864.72113133185,False,False,False,False
2025-03-18 19:00:00+00:00,26.705,26.705,26.585,26.62,222155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.828952682164932,-49.87925815198594,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-222428.0,-6761.719622484539,False,False,False,False,131295.5781680554,False,False,False,False
2025-03-19 14:00:00+00:00,26.685,26.695,26.6,26.635,75543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.686863382053687,-46.16321357080015,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-146885.0,-8934.173581825864,False,False,False,False,130431.19711118632,False,False,False,False
2025-03-19 15:00:00+00:00,26.635,26.74,26.575,26.715,74158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.542644965736116,-37.809801383341714,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72727.0,-9923.209650324687,False,False,False,False,129558.74444279584,False,False,False,False
2025-03-19 16:00:00+00:00,26.72,26.74,26.625,26.645,93822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.878090973521694,-34.715318535954935,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-166549.0,-12351.516477451434,False,False,False,False,129004.68638941916,False,False,False,False
2025-03-19 17:00:00+00:00,26.645,26.725,26.595,26.675,58912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.51664419616287,-30.351100677854042,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-107637.0,-13828.810795630481,False,False,False,False,127917.97807330413,False,False,False,False
