date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_798,aVWAP_peak_757,aVWAP_peak_691,aVWAP_peak_666,aVWAP_peak_631,aVWAP_peak_590,aVWAP_peak_507,aVWAP_peak_438,aVWAP_peak_401,aVWAP_peak_362,aVWAP_peak_337,aVWAP_valley_864,aVWAP_OB_bear_798,aVWAP_OB_bear_691,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,89.33,90.285,89.195,90.28,6191.0,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6191.0,False,False,False,False
2025-02-13 16:00:00+00:00,90.255,90.58,90.1,90.2,20691.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20691.0,-320.7906976744186,False,False,False,False,6415.806201550387,False,False,False,False
2025-02-13 17:00:00+00:00,90.19,90.36,90.055,90.24,12042.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,11.999999999998636,-67.99999999999795,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8649.0,-449.9102217414819,False,False,False,False,6503.034012379064,False,False,False,False
2025-02-13 18:00:00+00:00,90.13,90.39,90.06,90.37,9787.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.12304371289734,-48.68926065838926,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1138.0,-425.29145861370694,False,False,False,False,6553.948213737527,False,False,False,False
2025-02-13 19:00:00+00:00,90.39,90.465,90.15,90.15,14172.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.00242747429301,-47.1851978959073,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13034.0,-620.7753119685332,False,False,False,False,6672.057543757101,False,False,False,False
2025-02-13 20:00:00+00:00,90.16,90.42,90.1,90.26,30334.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.50755594058156,-40.62328270074436,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17300.0,-342.93383426359463,False,False,False,False,7038.909364784123,False,False,False,False
2025-02-14 15:00:00+00:00,90.25,90.25,89.825,90.14,8699.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.59117589705738,-38.70644768778348,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8601.0,-204.2681934222986,False,False,False,False,7064.647204089795,False,False,False,False
2025-02-14 16:00:00+00:00,90.14,90.73,90.06,90.37,12555.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,45.15978189463661,-30.529539710418106,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21156.0,126.89875531293086,False,False,False,False,7149.7689528635965,False,False,False,False
2025-02-14 17:00:00+00:00,90.28,90.31,90.11,90.17,4523.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.91656012209636,-28.74019752894706,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16633.0,382.80730174218775,False,False,False,False,7109.0438528192,False,False,False,False
2025-02-14 18:00:00+00:00,90.18,90.29,90.14,90.24,4130.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.34072596961279,-25.2113370295733,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20763.0,698.7792815601383,False,False,False,False,7062.857126418902,False,False,False,False
2025-02-14 19:00:00+00:00,90.245,90.315,90.025,90.09,9676.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.48438599840063,-25.044223900750545,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11087.0,859.8369671173455,False,False,False,False,7103.370969420159,False,False,False,False
2025-02-14 20:00:00+00:00,90.09,90.125,89.94,90.065,21156.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.82432261655859,-24.794139240788404,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10069.0,690.3976342938207,False,False,False,False,7321.241186948529,False,False,False,False
2025-02-17 15:00:00+00:00,90.065,90.065,90.065,90.065,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.717613695330556,-24.08428583309068,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10069.0,523.5852678706607,False,False,False,False,7207.733571647001,False,False,False,False
2025-02-17 16:00:00+00:00,90.065,90.065,90.065,90.065,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.9798077478452,-23.101196503675236,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-10069.0,359.3591396866194,False,False,False,False,7095.985764334644,False,False,False,False
2025-02-17 17:00:00+00:00,90.065,90.065,90.065,90.065,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.4879371161883,-21.977641051220502,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-10069.0,197.67915302481137,False,False,False,False,6985.970481166665,False,False,False,False
2025-02-17 18:00:00+00:00,90.065,90.065,90.065,90.065,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.16002336175036,-20.805850360574432,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-10069.0,38.5058328228763,False,False,False,False,6877.660861303616,False,False,False,False
2025-02-17 19:00:00+00:00,90.065,90.065,90.065,90.065,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.94141419212507,-19.647874653415492,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-10069.0,-118.19968396507528,False,False,False,False,6771.030460353172,False,False,False,False
2025-02-17 20:00:00+00:00,90.065,90.065,90.065,90.065,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.79567474570821,-18.54360216951051,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-10069.0,-272.47565785708963,False,False,False,False,6666.053243913588,False,False,False,False
