date,Open,High,Low,Close,Volume,aVWAP_peak_372,aVWAP_peak_318,aVWAP_peak_282,aVWAP_peak_261,aVWAP_peak_225,aVWAP_peak_191,aVWAP_peak_161,aVWAP_valley_417,aVWAP_valley_343,aVWAP_valley_323,aVWAP_OB_bull_380,aVWAP_OB_bull_323,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-12 17:00:00+00:00,32.87,32.885,32.655,32.8,27403.0,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,27403.0,False,False,False,False
2024-01-15 17:00:00+00:00,32.8,32.8,32.8,32.8,0.0,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,26978.147286821706,False,False,False,False
2024-01-16 17:00:00+00:00,32.305,32.315,31.945,31.97,74843.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-74843.0,-1160.3565891472867,False,False,False,False,27720.238026560903,False,False,False,False
2024-01-17 17:00:00+00:00,31.215,31.545,31.12,31.515,33209.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-108052.0,-2817.591370710895,False,False,False,False,27805.335111420423,False,False,False,False
2024-01-18 17:00:00+00:00,31.32,31.435,31.215,31.425,55082.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-163134.0,-5303.117085893671,False,False,False,False,28228.229140700725,False,False,False,False
2024-01-19 17:00:00+00:00,31.29,31.53,31.235,31.495,53874.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,2.1358881954821243,-48.07770062406609,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-109260.0,-6914.851704717024,False,False,False,False,28625.837991232496,False,False,False,False
2024-01-22 17:00:00+00:00,31.51,31.84,31.5,31.7,67075.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.997869639001815,-42.03007061662729,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42185.0,-7461.675709295055,False,False,False,False,29221.94903012812,False,False,False,False
2024-01-23 17:00:00+00:00,31.525,31.585,31.35,31.525,32558.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,12.486441176998271,-39.37042354129709,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-74743.0,-8504.79701612769,False,False,False,False,29273.67075059125,False,False,False,False
2024-01-24 17:00:00+00:00,31.695,31.855,31.595,31.835,46250.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.77872447539201,-32.363605640117314,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28493.0,-8814.691636032687,False,False,False,False,29536.869653682857,False,False,False,False
2024-01-25 17:00:00+00:00,32.15,32.35,32.035,32.305,30005.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.046192897252254,-22.91988871003966,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1512.0,-8654.587889737606,False,False,False,False,29544.12748850948,False,False,False,False
